sFileNumber,vOffice,vCoverageType,vState,vProduct,vTransaction,nLoanAmount,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oNumDays
17-509895,2,3862,CA,LCP & Sub-Escrow,Refinance,50000.00,1.00,41.00,619.00,4.00,18.00,22.00
17-509896,2,3860,NV,Title & Full Escrow,Refinance,142700.00,1.00,69.00,1101.00,17.00,19.00,46.00
17-509898,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),175000.00,1.00,37.00,518.00,4.00,8.00,85.00
2301-204707,1,3860,AL,Title and Escrow,Reverse Mortgage,85680.00,0.00,73.00,1143.00,17.00,46.00,93.00
17-509899,2,3863,CA,Title Only,Refinance,316000.00,1.00,43.00,730.00,18.00,18.00,64.00
2301-204708,1,3863,CA,Title and Escrow,Reverse Mortgage,384057.00,1.00,74.00,1219.00,17.00,49.00,36.00
17-509900,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,118988.77,2.00,18.00,443.00,13.00,7.00,0.00
2301-204711,1,3860,MO,Title and Escrow,Reverse Mortgage,102538.00,0.00,81.00,1089.00,17.00,37.00,34.00
2301-204712,1,3863,FL,Title and Escrow,Reverse Mortgage,97997.44,1.00,81.00,1187.00,28.00,41.00,16.00
2301-204713,1,3863,FL,Title and Escrow,Reverse Mortgage,118650.00,1.00,78.00,1386.00,28.00,37.00,27.00
2301-204714,1,3860,PA,Title and Escrow,Reverse Mortgage,92500.00,0.00,45.00,302.00,1.00,5.00,45.00
17-509901,2,3863,CA,Title & Sub-Escrow,Refinance,343567.00,1.00,55.00,825.00,18.00,17.00,21.00
2301-204715,1,3860,SC,Title and Escrow,Reverse Mortgage,175000.00,8.00,53.00,623.00,29.00,21.00,45.00
17-509904,2,3862,CA,Reverse Mortgage - Title Only,Refinance,360000.00,0.00,46.00,736.00,17.00,18.00,63.00
17-509905,2,3863,CA,Title & Sub-Escrow,Refinance,50000.00,1.00,64.00,1157.00,22.00,26.00,85.00
17-509906,2,3863,CA,LCP - Title Only,Refinance,50000.00,1.00,34.00,611.00,4.00,9.00,52.00
2301-204716,1,3860,VA,Title and Escrow,Reverse Mortgage,150000.00,4.00,53.00,528.00,23.00,15.00,45.00
2301-204718,1,3863,CA,Title and Escrow,Reverse Mortgage,287000.00,1.00,47.00,440.00,16.00,8.00,45.00
17-509909,2,3863,CA,Title & Sub-Escrow,Refinance,233148.00,1.00,59.00,989.00,18.00,18.00,66.00
2301-204719,1,29189,DE,Title and Escrow,Reverse Mortgage,155000.00,0.00,42.00,327.00,1.00,4.00,45.00
2301-204721,1,3860,SC,Title and Escrow,Reverse Mortgage,364666.50,2.00,85.00,1551.00,21.00,75.00,41.00
2301-204722,1,3863,FL,Title and Escrow,Reverse Mortgage,675000.00,0.00,57.00,488.00,23.00,13.00,45.00
17-509911,2,3863,CA,LCP & Sub-Escrow,Refinance,30000.00,2.00,49.00,952.00,6.00,25.00,72.00
2301-204723,1,3863,CA,Title and Escrow,Reverse Mortgage,625500.00,1.00,51.00,588.00,20.00,17.00,45.00
2301-204724,1,3860,IL,Title and Escrow,Reverse Mortgage,160000.00,2.00,51.00,574.00,21.00,15.00,45.00
2301-204725,1,3860,IL,Title and Escrow,Reverse Mortgage,73401.00,1.00,79.00,1116.00,21.00,34.00,38.00
2301-204726,1,3860,TN,Title and Escrow,Reverse Mortgage,35926.00,2.00,75.00,1443.00,21.00,51.00,71.00
2301-204727,1,3860,TX,Title and Escrow,Reverse Mortgage,73875.00,1.00,74.00,1784.00,4.00,56.00,69.00
2301-204728,1,3863,CA,Title and Escrow,Reverse Mortgage,110425.00,2.00,74.00,1545.00,17.00,59.00,71.00
17-509912,2,3860,UT,Title & Sub-Escrow,Refinance,157600.00,1.00,58.00,858.00,21.00,17.00,31.00
17-509913,2,3860,UT,Title & Sub-Escrow,Refinance,156000.00,1.00,58.00,894.00,21.00,18.00,44.00
17-509914,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),20001.00,1.00,27.00,397.00,6.00,7.00,22.00
2301-204729,1,3860,VA,Title and Escrow,Reverse Mortgage,183490.00,0.00,89.00,1452.00,18.00,64.00,44.00
17-509916,2,3863,CA,LCP - Title Only,Refinance,80000.00,1.00,35.00,635.00,4.00,10.00,69.00
17-509917,2,3863,CA,Title Only,Refinance,208000.00,2.00,40.00,755.00,17.00,12.00,43.00
17-509918,2,3863,CA,Title Only,Refinance,140000.00,1.00,47.00,884.00,18.00,12.00,58.00
17-509919,2,3862,CA,Title & Sub-Escrow,Refinance,262700.00,1.00,65.00,1034.00,18.00,33.00,45.00
2301-204730,1,3860,MN,Title and Escrow,Reverse Mortgage,179500.00,1.00,51.00,489.00,19.00,12.00,45.00
2301-204731,1,3860,SC,Title and Escrow,Reverse Mortgage,225000.00,0.00,51.00,435.00,18.00,9.00,45.00
2301-204732,1,3863,CA,Title and Escrow,Reverse Mortgage,332140.50,2.00,65.00,1192.00,20.00,46.00,30.00
2301-204733,1,3860,RI,Title and Escrow,Reverse Mortgage,200000.00,0.00,64.00,646.00,21.00,22.00,45.00
2301-204734,1,3860,MI,Title and Escrow,Reverse Mortgage,16520.00,0.00,89.00,1118.00,20.00,34.00,49.00
17-509921,2,3862,CA,Title & Full Escrow,Refinance,148200.00,2.00,62.00,1014.00,20.00,23.00,35.00
17-509922,2,3863,CA,Reverse Mortgage - Title Only,Refinance,137000.00,0.00,50.00,796.00,15.00,19.00,62.00
17-509923,2,3860,IA,Title & Full Escrow,Refinance,107600.00,2.00,104.00,1370.00,23.00,25.00,29.00
2301-204737,1,3863,FL,Title and Escrow,Reverse Mortgage,119700.00,1.00,83.00,1185.00,27.00,40.00,16.00
2301-204740,1,3863,AZ,Title and Escrow,Reverse Mortgage,67850.00,1.00,78.00,1545.00,18.00,44.00,62.00
2301-204742,1,3863,NV,Title and Escrow,Reverse Mortgage,117390.00,1.00,75.00,1544.00,20.00,41.00,55.00
2301-204743,1,3860,MO,Title and Escrow,Reverse Mortgage,170000.00,0.00,60.00,473.00,2.00,21.00,45.00
17-509925,2,3860,NC,Title & Sub-Escrow,Refinance,99875.00,1.00,95.00,1306.00,23.00,40.00,41.00
2301-204744,1,3863,NV,Title and Escrow,Reverse Mortgage,270240.00,0.00,73.00,1235.00,18.00,30.00,45.00
2301-204745,1,3863,NV,Title and Escrow,Reverse Mortgage,70680.00,0.00,86.00,1618.00,20.00,41.00,31.00
17-509926,2,3863,CA,Title Only,Refinance,75000.00,1.00,63.00,1423.00,17.00,32.00,38.00
2301-204746,1,3863,CA,Title and Escrow,Reverse Mortgage,292160.00,1.00,89.00,1456.00,16.00,42.00,45.00
2301-204747,1,3863,NV,Title and Escrow,Reverse Mortgage,64505.00,0.00,78.00,1633.00,21.00,38.00,57.00
2301-204748,1,3863,NV,Title and Escrow,Reverse Mortgage,134673.00,0.00,76.00,1501.00,20.00,35.00,55.00
2301-204750,1,3863,CA,Title and Escrow,Reverse Mortgage,346627.00,1.00,61.00,1098.00,16.00,23.00,34.00
2301-204751,1,3860,VA,Title and Escrow,Reverse Mortgage,285120.00,1.00,86.00,1523.00,21.00,55.00,59.00
2301-204752,1,3863,CA,Title and Escrow,Reverse Mortgage,62215.00,1.00,93.00,1409.00,18.00,49.00,36.00
2301-204753,1,3863,FL,Title and Escrow,Reverse Mortgage,44080.00,0.00,80.00,1292.00,25.00,39.00,28.00
2301-204756,1,3863,CA,Title and Escrow,Reverse Mortgage,405324.00,1.00,76.00,1125.00,16.00,41.00,58.00
17-509928,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),50950.00,1.00,33.00,508.00,6.00,8.00,65.00
2301-204757,1,3863,CA,Title and Escrow,Reverse Mortgage,384057.00,1.00,47.00,509.00,19.00,12.00,45.00
17-509930,2,3860,CO,Title & Full Escrow,Refinance,223137.00,1.00,63.00,810.00,20.00,14.00,55.00
17-509932,2,3863,NV,Title & Full Escrow,Refinance,73300.00,1.00,66.00,867.00,18.00,16.00,51.00
17-509935,2,3863,FL,Title & Full Escrow,Refinance,171000.00,1.00,67.00,937.00,26.00,18.00,86.00
2301-204758,1,3863,CA,Title and Escrow,Reverse Mortgage,155250.00,0.00,96.00,1459.00,15.00,59.00,62.00
2301-204759,1,3863,CA,Title and Escrow,Reverse Mortgage,366300.00,0.00,71.00,1237.00,16.00,47.00,13.00
2301-204760,1,3860,NY,Title and Escrow,Reverse Mortgage,625500.00,0.00,98.00,2082.00,20.00,89.00,36.00
2301-204761,1,3863,CA,Title and Escrow,Reverse Mortgage,347050.00,1.00,68.00,1286.00,17.00,44.00,50.00
2301-204762,1,3863,CA,Title and Escrow,Reverse Mortgage,303600.00,1.00,84.00,1389.00,18.00,57.00,44.00
2301-204763,1,3863,CA,Title and Escrow,Reverse Mortgage,440000.00,1.00,46.00,442.00,20.00,8.00,45.00
17-509937,2,3862,CA,Title & Full Escrow,Refinance,199500.00,1.00,46.00,384.00,19.00,7.00,45.00
2301-204766,1,3860,VA,Title and Escrow,Reverse Mortgage,136080.00,1.00,73.00,1086.00,18.00,33.00,41.00
17-509938,2,3863,CA,LCP - Title Only,Refinance,30000.00,1.00,36.00,699.00,4.00,12.00,28.00
17-509939,2,3863,CA,Title & Full Escrow,Refinance,180000.00,1.00,40.00,346.00,16.00,6.00,45.00
17-509941,2,3863,CA,Title Only,Refinance,243700.00,1.00,36.00,562.00,18.00,13.00,29.00
2301-204767,1,3863,CA,Title and Escrow,Reverse Mortgage,309515.00,1.00,66.00,1191.00,16.00,54.00,35.00
2301-204768,1,3863,CA,Title and Escrow,Reverse Mortgage,260580.00,1.00,77.00,1267.00,15.00,39.00,36.00
2301-204770,1,3863,CA,Title and Escrow,Reverse Mortgage,174528.00,1.00,71.00,1089.00,18.00,35.00,29.00
2301-204771,1,3863,CA,Title and Escrow,Reverse Mortgage,164725.00,1.00,66.00,1127.00,17.00,32.00,49.00
2301-204773,1,3860,MS,Title and Escrow,Reverse Mortgage,100833.00,0.00,84.00,1356.00,18.00,55.00,43.00
2301-204775,1,3860,NJ,Title and Escrow,Reverse Mortgage,385000.00,1.00,53.00,531.00,12.00,8.00,45.00
17-509942,2,3863,CA,Title Only,Refinance,50000.00,2.00,50.00,804.00,19.00,18.00,57.00
2301-204776,1,3860,MI,Title and Escrow,Reverse Mortgage,56400.00,1.00,116.00,1737.00,23.00,66.00,93.00
17-509944,2,3863,CA,Title & Full Escrow,Refinance,85000.00,0.00,77.00,1031.00,15.00,22.00,64.00
2301-204778,1,3863,CA,Title and Escrow,Reverse Mortgage,75060.00,1.00,92.00,1491.00,19.00,45.00,42.00
17-509948,2,3863,CA,Title Only,Refinance,225000.00,1.00,64.00,880.00,18.00,19.00,86.00
2301-204780,1,3863,CA,Title and Escrow,Reverse Mortgage,440000.00,0.00,40.00,269.00,1.00,3.00,45.00
2301-204782,1,3863,AZ,Title and Escrow,Reverse Mortgage,87291.00,0.00,94.00,1234.00,16.00,32.00,66.00
2301-204783,1,3863,TX,Title and Escrow,Reverse Mortgage,82232.00,2.00,68.00,1507.00,8.00,42.00,86.00
2301-204784,1,3860,MA,Title and Escrow,Reverse Mortgage,160000.00,0.00,47.00,232.00,2.00,5.00,45.00
17-509949,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),250000.00,1.00,38.00,554.00,4.00,13.00,30.00
17-509955,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,246405.39,5.00,18.00,463.00,15.00,8.00,0.00
17-509957,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,196202.04,2.00,18.00,417.00,13.00,7.00,0.00
17-509958,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,149451.57,9.00,21.00,494.00,21.00,7.00,0.00
17-509959,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,163970.51,5.00,18.00,494.00,24.00,6.00,0.00
17-509961,2,3862,CA,Title & Sub-Escrow,Refinance,258910.00,2.00,63.00,1040.00,19.00,27.00,82.00
17-509962,2,3863,CA,Title & Sub-Escrow,Refinance,277000.00,1.00,54.00,801.00,16.00,17.00,15.00
2301-204787,1,3860,IL,Title and Escrow,Reverse Mortgage,70000.00,1.00,49.00,493.00,19.00,9.00,45.00
17-509963,2,3860,CA,TSG - Trustee Sale Guarantee,TSG,247217.65,1.00,12.00,422.00,6.00,5.00,0.00
17-509964,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,116167.55,3.00,15.00,440.00,10.00,6.00,0.00
17-509965,2,3862,CA,Title & Sub-Escrow,Refinance,407000.00,1.00,68.00,1042.00,19.00,26.00,34.00
17-509966,2,3862,CA,Title & Sub-Escrow,Refinance,579000.00,1.00,64.00,920.00,19.00,26.00,42.00
2301-204788,1,3860,OH,Title and Escrow,Reverse Mortgage,80000.00,2.00,71.00,755.00,22.00,26.00,45.00
2301-204789,1,3863,CA,Title and Escrow,Reverse Mortgage,262350.00,1.00,66.00,1064.00,15.00,24.00,61.00
17-509968,2,3863,CA,LCP - Title Only,Refinance,30000.00,1.00,40.00,652.00,4.00,12.00,56.00
2301-204790,1,3863,FL,Title and Escrow,Reverse Mortgage,64000.00,1.00,86.00,1326.00,27.00,44.00,33.00
2301-204791,1,3860,NJ,Title and Escrow,Reverse Mortgage,625500.00,0.00,47.00,307.00,1.00,5.00,45.00
2301-204793,1,3863,CA,Title and Escrow,Reverse Mortgage,118998.00,1.00,65.00,1318.00,18.00,39.00,41.00
2301-204794,1,3863,CA,Title and Escrow,Reverse Mortgage,119238.00,1.00,72.00,1473.00,20.00,39.00,34.00
2301-204795,1,3863,CA,Title and Escrow,Reverse Mortgage,60372.00,0.00,70.00,1501.00,17.00,47.00,37.00
2301-204796,1,3863,CA,Title and Escrow,Reverse Mortgage,150000.00,2.00,55.00,579.00,19.00,15.00,45.00
2301-204798,1,3860,PA,Title and Escrow,Reverse Mortgage,82411.20,0.00,90.00,1415.00,21.00,59.00,86.00
17-509970,2,3863,CA,Title & Sub-Escrow,Refinance,475500.00,2.00,50.00,785.00,19.00,17.00,48.00
2301-204799,1,3860,ME,Title and Escrow,Reverse Mortgage,120000.00,0.00,62.00,945.00,17.00,21.00,45.00
2301-204800,1,3860,LA,Title and Escrow,Reverse Mortgage,62500.00,1.00,105.00,1558.00,19.00,57.00,28.00
2301-204802,1,3863,NV,Title and Escrow,Reverse Mortgage,57768.00,0.00,75.00,1609.00,18.00,37.00,44.00
2301-204804,1,3860,AL,Title and Escrow,Reverse Mortgage,82500.00,1.00,48.00,462.00,19.00,9.00,45.00
2301-204806,1,29189,WV,Title and Escrow,Reverse Mortgage,120000.00,0.00,47.00,393.00,1.00,17.00,45.00
2301-204807,1,3863,CA,Title and Escrow,Reverse Mortgage,352000.00,1.00,64.00,1170.00,17.00,29.00,28.00
17-509972,2,3863,CA,LCP - Title Only,Refinance,20000.00,0.00,39.00,655.00,4.00,8.00,57.00
17-509973,2,3863,CA,LCP - Title Only,Refinance,22000.00,1.00,39.00,595.00,3.00,8.00,41.00
17-509974,2,3862,CA,Title & Full Escrow,Refinance,60000.00,1.00,58.00,785.00,16.00,14.00,40.00
17-509976,2,3863,CA,Title Only,Refinance,50000.00,1.00,76.00,1292.00,17.00,24.00,57.00
17-509978,2,3863,CA,Title Only,Refinance,74000.00,0.00,39.00,573.00,14.00,12.00,26.00
17-509979,2,3863,CA,Title Only,Refinance,125000.00,0.00,19.00,231.00,2.00,2.00,45.00
17-509980,2,3863,CA,Title & Full Escrow,Refinance,135000.00,1.00,42.00,399.00,18.00,8.00,45.00
17-509982,2,3863,CA,Title & Sub-Escrow,Refinance,100000.00,1.00,72.00,931.00,17.00,23.00,55.00
17-509986,2,3863,CA,LCP - Title Only,Refinance,75000.00,1.00,34.00,628.00,4.00,8.00,72.00
17-509988,2,3863,CA,Title Only,Refinance,121000.00,1.00,51.00,752.00,16.00,19.00,37.00
2301-204811,1,3863,CA,Title and Escrow,Reverse Mortgage,314720.00,1.00,72.00,1287.00,17.00,43.00,40.00
2301-204812,1,3860,NJ,Title and Escrow,Reverse Mortgage,108200.00,1.00,90.00,1534.00,10.00,40.00,26.00
17-509990,2,3860,NJ,Title & Full Escrow,Refinance,172975.00,1.00,70.00,1099.00,11.00,23.00,70.00
17-509991,2,3862,CA,LCP - Title Only,Refinance,25001.00,1.00,40.00,692.00,4.00,17.00,14.00
17-509993,2,3862,CA,Title & Full Escrow,Refinance,56000.00,0.00,83.00,1133.00,18.00,25.00,20.00
17-509994,2,3860,AL,Reverse Mortgage - Title & Sub-Escrow,Refinance,100000.00,0.00,99.00,1351.00,22.00,42.00,43.00
17-509995,2,3863,CA,Title & Full Escrow,Refinance,157250.00,1.00,58.00,850.00,16.00,18.00,37.00
17-509996,2,3863,CA,LCP - Title Only,Refinance,20000.00,1.00,36.00,643.00,4.00,13.00,36.00
17-509999,2,3863,FL,Title & Full Escrow,Refinance,133903.00,1.00,77.00,1011.00,30.00,18.00,55.00
17-510001,2,3863,CA,Title & Full Escrow,Refinance,171957.00,1.00,63.00,809.00,16.00,14.00,30.00
17-510002,2,3863,FL,Title & Full Escrow,Refinance,250000.00,1.00,63.00,862.00,27.00,13.00,43.00
17-510005,2,3863,CA,Title & Full Escrow,Refinance,250000.00,1.00,83.00,1363.00,18.00,38.00,37.00
17-510006,2,3863,CA,Title & Full Escrow,Refinance,200000.00,1.00,88.00,1392.00,18.00,40.00,36.00
17-510007,2,3863,FL,Title & Full Escrow,Refinance,175000.00,1.00,64.00,1002.00,28.00,18.00,56.00
2301-204815,1,3860,CO,Title and Escrow,Reverse Mortgage,161280.00,1.00,80.00,1211.00,19.00,46.00,29.00
17-510008,2,3863,CA,Title & Sub-Escrow,Refinance,200000.00,1.00,65.00,1037.00,20.00,27.00,42.00
2301-204816,1,3860,MS,Title and Escrow,Reverse Mortgage,50000.00,0.00,52.00,455.00,18.00,9.00,45.00
2301-204818,1,3863,CA,Title and Escrow,Reverse Mortgage,126200.00,1.00,66.00,1068.00,16.00,22.00,44.00
17-510011,2,3860,OH,Title Only,Refinance,49730.00,1.00,68.00,1153.00,24.00,27.00,78.00
2301-204819,1,3860,TX,Title and Escrow,Reverse Mortgage,146491.00,2.00,73.00,1681.00,8.00,40.00,68.00
17-510013,2,3863,CA,Stand Alone Modification,Refinance,169149.00,0.00,11.00,206.00,0.00,5.00,45.00
2301-204821,1,3860,KS,Title and Escrow,Reverse Mortgage,21090.00,0.00,104.00,1722.00,22.00,62.00,56.00
2301-204822,1,3860,LA,Title and Escrow,Reverse Mortgage,87291.00,2.00,86.00,1385.00,19.00,49.00,50.00
2301-204823,1,3863,CA,Title and Escrow,Reverse Mortgage,79488.00,2.00,79.00,1393.00,23.00,54.00,28.00
2301-204824,1,3860,SC,Title and Escrow,Reverse Mortgage,60000.00,0.00,49.00,441.00,22.00,13.00,45.00
2301-204825,1,3860,RI,Title and Escrow,Reverse Mortgage,113440.00,0.00,93.00,1531.00,18.00,62.00,44.00
2301-204826,1,3860,KS,Title and Escrow,Reverse Mortgage,110000.00,3.00,55.00,684.00,20.00,26.00,45.00
2301-204830,1,3863,CA,Title and Escrow,Reverse Mortgage,190000.00,1.00,54.00,592.00,19.00,16.00,45.00
2301-204831,1,3863,CA,Title and Escrow,Reverse Mortgage,338395.50,5.00,83.00,1872.00,21.00,93.00,40.00
2301-204832,1,3863,CA,Title and Escrow,Reverse Mortgage,376551.00,1.00,76.00,1247.00,20.00,49.00,42.00
2301-204833,1,3863,CA,Title and Escrow,Reverse Mortgage,415957.50,1.00,67.00,1323.00,17.00,48.00,48.00
2301-204835,1,3863,CA,HECM for Purchase,PRC Purchase,230000.00,0.00,60.00,272.00,4.00,3.00,45.00
2301-204836,1,3863,CA,HECM for Purchase,PRC Purchase,265000.00,0.00,52.00,237.00,4.00,3.00,45.00
2301-204837,1,3860,MS,Title and Escrow,Reverse Mortgage,53000.00,2.00,58.00,798.00,24.00,32.00,45.00
17-510015,2,3862,CA,Title & Full Escrow,Refinance,282700.00,2.00,71.00,1136.00,17.00,27.00,90.00
17-510016,2,3862,CA,Title & Sub-Escrow,Refinance,218500.00,1.00,59.00,1066.00,21.00,32.00,36.00
17-510017,2,3863,CA,Title & Full Escrow,Refinance,104000.00,2.00,58.00,983.00,20.00,12.00,44.00
17-510018,2,3863,CA,Title Only,Refinance,163000.00,1.00,40.00,833.00,16.00,14.00,58.00
17-510020,2,3863,CA,Title & Sub-Escrow,Refinance,50000.00,0.00,76.00,1209.00,19.00,30.00,29.00
17-510021,2,3863,CA,LCP - Title Only,Refinance,10000.00,0.00,35.00,545.00,6.00,13.00,28.00
2301-204840,1,3860,MN,Title and Escrow,Reverse Mortgage,112660.00,1.00,76.00,1101.00,21.00,34.00,61.00
2301-204841,1,3860,MI,Title and Escrow,Reverse Mortgage,490500.00,4.00,53.00,619.00,22.00,22.00,45.00
17-510022,2,3863,CA,LCP & Sub-Escrow,Refinance,54340.00,2.00,56.00,897.00,6.00,27.00,37.00
2301-204843,1,3863,CA,Title and Escrow,Reverse Mortgage,357555.00,1.00,71.00,1331.00,18.00,57.00,62.00
2301-204845,1,3863,CA,Title and Escrow,Reverse Mortgage,334642.50,1.00,67.00,1122.00,17.00,54.00,27.00
17-510024,2,3863,CA,LCP & Sub-Escrow,Refinance,75000.00,2.00,49.00,771.00,6.00,19.00,55.00
17-510025,2,3863,CA,LCP - Title Only,Refinance,30000.00,1.00,45.00,797.00,3.00,13.00,58.00
17-510026,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),50000.00,1.00,27.00,453.00,4.00,8.00,15.00
17-510027,2,3863,CA,Title & Full Escrow,Refinance,250000.00,0.00,63.00,880.00,15.00,12.00,71.00
2301-204846,1,3863,CA,Title and Escrow,Reverse Mortgage,399600.00,0.00,89.00,1758.00,17.00,97.00,44.00
2301-204847,1,3863,AZ,Title and Escrow,Reverse Mortgage,232630.00,1.00,87.00,1504.00,22.00,53.00,42.00
17-510031,2,3860,UT,Title Only,Refinance,348000.00,1.00,48.00,652.00,21.00,15.00,42.00
17-510032,2,3860,UT,Title & Sub-Escrow,Refinance,139700.00,2.00,78.00,1138.00,24.00,28.00,43.00
17-510034,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),33500.00,1.00,27.00,404.00,6.00,7.00,20.00
17-510035,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,183921.94,9.00,23.00,570.00,20.00,12.00,0.00
17-510036,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,254458.79,3.00,18.00,463.00,15.00,8.00,0.00
17-510037,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,136372.10,1.00,23.00,498.00,14.00,11.00,0.00
17-510038,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,109377.62,3.00,23.00,561.00,16.00,10.00,0.00
2301-204849,1,3860,CO,Title and Escrow,Reverse Mortgage,106444.00,0.00,75.00,1073.00,19.00,36.00,33.00
17-510039,2,3863,CA,Title Only,Refinance,452000.00,1.00,37.00,557.00,17.00,14.00,70.00
17-510041,2,3863,CA,LCP - Title Only,Refinance,41000.00,1.00,33.00,607.00,4.00,9.00,41.00
17-510042,2,3863,CA,LCP - Title Only,Refinance,25000.00,1.00,39.00,635.00,4.00,9.00,60.00
2301-204851,1,3863,CA,Title and Escrow,Reverse Mortgage,483000.00,2.00,56.00,1004.00,24.00,36.00,45.00
17-510044,2,3863,CA,Title & Sub-Escrow,Refinance,417000.00,1.00,51.00,821.00,17.00,15.00,21.00
17-510045,2,3863,CA,Title Only,Refinance,237590.00,2.00,56.00,844.00,18.00,20.00,76.00
17-510048,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,220495.15,1.00,11.00,385.00,8.00,3.00,0.00
17-510049,2,3863,CA,Title Only,Refinance,398050.00,1.00,40.00,621.00,21.00,14.00,75.00
2301-204853,1,3860,CO,Title and Escrow,Reverse Mortgage,216400.00,1.00,67.00,1097.00,20.00,29.00,20.00
2301-204855,1,3863,CA,Title and Escrow,Conventional - Refinance,417000.00,2.00,74.00,1568.00,18.00,44.00,43.00
17-510052,2,3863,CA,LCP - Title Only,Refinance,20489.00,2.00,35.00,617.00,8.00,11.00,60.00
17-510053,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),35000.00,2.00,27.00,451.00,7.00,9.00,21.00
17-510054,2,3860,CO,Title Only,Refinance,100000.00,0.00,61.00,852.00,20.00,20.00,33.00
17-510057,2,3863,CA,Title & Full Escrow,Refinance,82400.00,2.00,58.00,871.00,18.00,14.00,53.00
2301-204860,1,3863,AZ,Title and Escrow,Reverse Mortgage,326550.00,1.00,79.00,1368.00,17.00,42.00,29.00
17-510059,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),25000.00,1.00,33.00,473.00,7.00,13.00,26.00
17-510060,2,3863,CA,Title Only,Refinance,295000.00,1.00,39.00,647.00,17.00,11.00,56.00
2301-204862,1,3863,AZ,Title and Escrow,Reverse Mortgage,329013.00,2.00,107.00,1948.00,20.00,58.00,42.00
2301-204864,1,3863,NV,Title and Escrow,Reverse Mortgage,195520.00,0.00,93.00,1750.00,18.00,39.00,69.00
2301-204866,1,3860,IA,Title and Escrow,Reverse Mortgage,215000.00,1.00,53.00,610.00,27.00,16.00,45.00
17-510063,2,3863,CA,Title & Full Escrow,Refinance,118850.00,1.00,59.00,812.00,17.00,14.00,42.00
17-510066,2,3862,CA,Title & Full Escrow,Refinance,366000.00,3.00,70.00,1189.00,21.00,27.00,50.00
17-510067,2,3863,CA,Title & Sub-Escrow,Refinance,260000.00,1.00,62.00,1017.00,19.00,25.00,55.00
2301-204871,1,3863,FL,Title and Escrow,Reverse Mortgage,259700.00,0.00,67.00,693.00,28.00,22.00,45.00
17-510069,2,3863,CA,LCP - Title Only,Refinance,20000.00,1.00,35.00,561.00,4.00,7.00,27.00
2301-204873,1,3860,VA,Title and Escrow,Reverse Mortgage,132975.00,2.00,88.00,1275.00,24.00,55.00,36.00
17-510070,2,3863,CA,Title & Full Escrow,Refinance,200000.00,3.00,68.00,1151.00,20.00,34.00,69.00
17-510072,2,3860,IL,Title & Sub-Escrow,Refinance,97795.00,2.00,114.00,1159.00,23.00,41.00,61.00
17-510075,2,3863,CA,LCP - Title Only,Refinance,15000.00,1.00,34.00,592.00,5.00,9.00,50.00
17-510076,2,3863,CA,Title & Full Escrow,Refinance,187000.00,1.00,58.00,815.00,16.00,13.00,47.00
2301-204874,1,3863,CA,Title and Escrow,Reverse Mortgage,112955.00,1.00,70.00,1245.00,16.00,35.00,39.00
17-510077,2,3863,CA,Title Only,Refinance,125450.00,1.00,47.00,713.00,17.00,13.00,70.00
