"vCoverageType(p0)","vCoverageType(p1)","vCoverageType(p2)","vTransaction(p0)","vTransaction(p1)","vTransaction(p2)","vTransaction(p3)","vTransaction(p4)","nLoanAmount","nLiens","nAuditEntries","nTotalNotes","oCancelled","oNumDays"
0.091751709536137,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0271782573940847,0.05,0.00683123602383343,0.00341880342307692,1,0.177165354330709
0.5,0.971404520791032,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0359712230215827,0.05,0.00613374436600894,0.00256410255769231,1,0.177165354330709
0.5,0.971404520791032,0.333333333333333,0.5,0.5,0.5,0.5,1,0.00799360511590727,0.05,0.00319804314875725,0.00345721694230769,0,0.350393700787402
0.091751709536137,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0326714628297362,0.1,0.0159632707279578,0.0156453715769231,0,0.232283464566929
0.5,0.971404520791032,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0209496402877698,0.05,0.0160136395369267,0.0150641025576923,0,0.236220472440945
0.5,0.971404520791032,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0190247801758593,0.05,0.00775895207464122,0.00363825363461538,0,0.291338582677165
0.5,0.971404520791032,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0227418065547562,0.2,0.0102226338040028,0.00545738046153846,0,0.291338582677165
0.5,0.971404520791032,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0426858513189448,0.1,0.00866549069146282,0.00435897436538461,0,0.295275590551181
0.5,0.971404520791032,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.00639488409272582,0.05,0.00656411155799799,0.00427350426923077,1,0.177165354330709
0.091751709536137,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0343725019984013,0.05,0.0104819370591438,0.00726495726923077,1,0.177165354330709
0.091751709536137,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0108713029576339,0.05,0.0105709785455296,0.00897435898076923,1,0.177165354330709
0.091751709536137,0.264297739604484,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0150279776179057,0.05,0.00804813636671085,0.002991453,1,0.177165354330709
0.5,0.971404520791032,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0615,0.1,0.0133090043203428,0.0113122171923077,0,0.267716535433071
0.5,0.971404520791032,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0254412470023981,0.05,0.0201835310166014,0.0141402715,0,0.133858267716535
0.091751709536137,0.264297739604484,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0115785771382894,0.15,0.0123814888132278,0.00512820513461539,1,0.177165354330709
0.091751709536137,0.264297739604484,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0266983213429257,0.05,0.0232546205910579,0.0123626373653846,0,0.110236220472441
0.091751709536137,0.264297739604484,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0136439648281375,0.1,0.00646022981831615,0.00213675213461538,1,0.177165354330709
0.5,0.971404520791032,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.00639488409272582,0.05,0.00549561369465623,0.00213675213461538,1,0.177165354330709
0.5,0.971404520791032,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0593,0.15,0.0231485624347563,0.0204582651346154,0,0.18503937007874
0.5,0.971404520791032,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0153637090327738,0.05,0.00753720782830655,0.00778388278846154,0,0.165354330708661
0.5,0.971404520791032,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0431654676258993,0.05,0.00554013443918474,0.00170940171153846,1,0.177165354330709
0.5,0.971404520791032,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0294164668265388,0.05,0.0139410398858745,0.0123626373653846,0,0.220472440944882
0.091751709536137,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0535571542765787,0.05,0.0118472398815569,0.0106837606923077,1,0.177165354330709
0.5,0.971404520791032,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0237032773780975,0.05,0.0160573041161551,0.0118343195192308,0,0.204724409448819
0.5,0.971404520791032,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0108713029576339,0,0.00579241865372755,0.00341880342307692,1,0.177165354330709
0.5,0.971404520791032,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0593,0.05,0.0869166348912684,0.0641025640961539,0,0.0708661417322835
0.091751709536137,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0227018385291767,0,0.00703899949651898,0.00470085469230769,1,0.177165354330709
0.5,0.971404520791032,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.00745003996802558,0.05,0.0233964677026397,0.0101214574807692,0,0.149606299212598
0.5,0.971404520791032,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.00799360511590727,0.05,0.00978908297588314,0.00641025640384615,0,0.188976377952756
0.5,0.971404520791032,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0268585131894484,0.1,0.0140826879897293,0.0159474671730769,0,0.161417322834646
0.091751709536137,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.00819184652278178,0.05,0.0170710072119659,0.0158119658076923,1,0.177165354330709
0.5,0.971404520791032,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0418539264588329,0.1,0.0488499144997482,0.0315384615384615,0,0.0984251968503937
0.091751709536137,0.264297739604484,0.333333333333333,0.5,0.5,0.5,0.5,1,0.0207833733013589,0.05,0.0104020616015414,0.00735294117307692,0,0.133858267716535
0.091751709536137,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0236610711430855,0.2,0.0106600200319154,0.00427350426923077,1,0.177165354330709
0.5,0.971404520791032,0.333333333333333,0.5,0.5,0.5,0.5,1,0.0127897681854516,0.05,0.00906562087646008,0.00520833332692308,0,0.188976377952756
0.5,0.971404520791032,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.00959232613908873,0.05,0.00561433567962038,0.00256410255769231,1,0.177165354330709
0.5,0.971404520791032,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.00803971542765787,0,0.0362473059898752,0.0349650349615385,0,0.12992125984252
0.5,0.971404520791032,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0579,0.1,0.0364438910916828,0.0329670329615385,0,0.110236220472441
0.5,0.971404520791032,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0374508393285372,0.05,0.0319437775625697,0.0384615384615385,0,0.18503937007874
0.5,0.971404520791032,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0461,0.15,0.0175050844689485,0.0160256410192308,0,0.236220472440945
0.5,0.971404520791032,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0211031175059952,0.1,0.019376005749325,0.0145137880961538,0,0.208661417322835
0.091751709536137,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0567,0.05,0.0186258085912324,0.0173816568076923,0,0.204724409448819
0.5,0.971404520791032,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.1,0.1,0.0178814664808815,0.0176609105192308,0,0.192913385826772
0.5,0.971404520791032,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0611510791366906,0.05,0.0172817993084546,0.0133437990576923,0,0.192913385826772
0.5,0.971404520791032,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0000159872102318146,0.05,0.00040970445676268,0.000337381923076923,0,0.897637795275591
0.5,0.971404520791032,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0118449240607514,0,0.0521811791902116,0.0336538461538462,0,0.094488188976378
0.5,0.971404520791032,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0319744204636291,0.05,0.0164477167939093,0.0158653846153846,0,0.15748031496063
0.5,0.971404520791032,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.00563549160671463,0.05,0.00637238512967466,0.00341191067307692,0,0.244094488188976
0.091751709536137,0.264297739604484,0.333333333333333,0.5,0.5,0.5,0.5,1,0.0183852917665867,0.1,0.00753098598528265,0.00501672240384615,0,0.181102362204724
0.091751709536137,0.264297739604484,0.333333333333333,0.5,0.5,0.5,0.5,1,0.0183852917665867,0.1,0.0000751028756623451,0.000666412788461538,0,0.795275590551181
