nLiens,nAuditEntries,nTotalNotes,oCancelled,oNumDays
0.050000000000000,0.365800187911055,0.248062015503876,0.000000000000000,0.233766233766234
0.050000000000000,0.164735358596931,0.062015503875969,1.000000000000000,0.194805194805195
0.050000000000000,0.460068900720326,0.279069767441860,0.000000000000000,0.238095238095238
0.150000000000000,0.233009708737864,0.100775193798450,0.000000000000000,0.471861471861472
0.050000000000000,0.090510491700595,0.023255813953488,1.000000000000000,0.194805194805195
0.000000000000000,0.321327904791732,0.271317829457364,0.000000000000000,0.246753246753247
0.050000000000000,0.218916379580332,0.162790697674419,0.000000000000000,0.238095238095238
0.050000000000000,0.254306295020357,0.263565891472868,0.000000000000000,0.246753246753247
0.050000000000000,0.348888192922017,0.240310077519380,0.000000000000000,0.216450216450216
0.050000000000000,0.235202004384591,0.201550387596899,0.000000000000000,0.233766233766234
0.050000000000000,0.414657062323833,0.279069767441860,0.000000000000000,0.233766233766234
0.150000000000000,0.573755089257751,0.457364341085271,0.000000000000000,0.155844155844156
0.100000000000000,0.364234262449107,0.302325581395349,0.000000000000000,0.207792207792208
0.150000000000000,0.714062010648293,0.565891472868217,0.000000000000000,0.329004329004329
0.100000000000000,0.278108362041967,0.155038759689922,0.000000000000000,0.229437229437229
0.050000000000000,0.312871907297213,0.139534883720930,0.000000000000000,0.203463203463203
0.050000000000000,0.192922016911995,0.093023255813954,0.000000000000000,0.116883116883117
0.050000000000000,0.230191042906358,0.046511627906977,1.000000000000000,0.194805194805195
0.050000000000000,0.257438145944253,0.147286821705426,0.000000000000000,0.216450216450216
0.050000000000000,0.169433134982775,0.062015503875969,0.000000000000000,0.177489177489178
0.100000000000000,0.248982148449734,0.155038759689922,0.000000000000000,0.216450216450216
0.150000000000000,0.253366739743188,0.232558139534884,1.000000000000000,0.194805194805195
0.000000000000000,0.165988098966489,0.108527131782946,1.000000000000000,0.194805194805195
0.000000000000000,0.185092389602255,0.093023255813954,1.000000000000000,0.194805194805195
0.100000000000000,0.145004697776386,0.108527131782946,0.000000000000000,0.121212121212121
0.000000000000000,0.642655809583464,0.379844961240310,0.000000000000000,0.121212121212121
0.000000000000000,0.112433448167867,0.046511627906977,1.000000000000000,0.194805194805195
0.050000000000000,0.109301597243971,0.046511627906977,1.000000000000000,0.194805194805195
0.050000000000000,0.411525211399937,0.271317829457364,0.000000000000000,0.242424242424242
0.050000000000000,0.095834638271218,0.054263565891473,1.000000000000000,0.194805194805195
0.000000000000000,0.500469777638584,0.387596899224806,0.000000000000000,0.168831168831169
0.000000000000000,0.037895396179142,0.054263565891473,1.000000000000000,0.194805194805195
0.050000000000000,0.123394926401503,0.069767441860465,0.000000000000000,0.125541125541126
0.050000000000000,0.258377701221422,0.209302325581395,1.000000000000000,0.194805194805195
0.000000000000000,0.438772314437833,0.372093023255814,0.000000000000000,0.168831168831169
0.100000000000000,0.261509552145318,0.193798449612403,0.000000000000000,0.186147186147186
0.050000000000000,0.152207954901347,0.054263565891473,1.000000000000000,0.194805194805195
0.050000000000000,0.136235515189477,0.077519379844961,1.000000000000000,0.194805194805195
0.050000000000000,0.149076103977451,0.085271317829457,0.000000000000000,0.216450216450216
0.100000000000000,0.395552771688068,0.348837209302326,0.000000000000000,0.147186147186147
0.000000000000000,0.463200751644222,0.387596899224806,0.000000000000000,0.168831168831169
0.050000000000000,0.141872846852490,0.093023255813954,0.000000000000000,0.125541125541126
0.050000000000000,0.507046664578766,0.325581395348837,0.000000000000000,0.186147186147186
0.100000000000000,0.146883808330723,0.108527131782946,1.000000000000000,0.194805194805195
0.050000000000000,0.178515502662073,0.186046511627907,0.000000000000000,0.883116883116883
0.000000000000000,0.127466332602568,0.077519379844961,1.000000000000000,0.194805194805195
0.000000000000000,0.443156905731287,0.379844961240310,0.000000000000000,0.264069264069264
0.100000000000000,0.146883808330723,0.116279069767442,0.000000000000000,0.151515151515152
0.000000000000000,0.489821484497338,0.341085271317829,0.000000000000000,0.199134199134199
