sFileNumber,vOffice,vCoverageType,vState,vProduct,vTransaction,nLoanAmount,nLienAmounts,nEquity,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
2301-203040,1,3863,FL,Title and Escrow,Reverse Mortgage,128000.0000000,67258.0000000,60742.0000000,1.0000000,59.0000000,15.733333333333300,30.0000000,0.422222222222222,1.0000000,45.0000000
17-506305,2,3863,CA,Title & Sub-Escrow,Refinance,200000.0000000,300000.0000000,-100000.0000000,1.0000000,28.0000000,7.466666666666670,17.0000000,0.111111111111111,1.0000000,45.0000000
2301-203041,1,3863,AZ,Title and Escrow,Reverse Mortgage,270000.0000000,139000.0000000,131000.0000000,1.0000000,49.0000000,10.155555555555600,19.0000000,0.177777777777778,1.0000000,45.0000000
17-506306,2,3863,CA,LCP - Title Only,Refinance,25000.0000000,315065.0000000,-290065.0000000,1.0000000,34.0000000,17.833333333333300,4.0000000,0.533333333333333,0.0000000,30.0000000
2301-203042,1,3863,FL,Title and Escrow,Reverse Mortgage,188940.0000000,0.0000000,188940.0000000,0.0000000,69.0000000,39.666666666666700,29.0000000,0.814814814814815,0.0000000,27.0000000
17-506307,2,3863,CA,LCP & Sub-Escrow,Refinance,50000.0000000,928950.0000000,-878950.0000000,2.0000000,66.0000000,12.244444444444400,5.0000000,0.322222222222222,0.0000000,90.0000000
2301-203043,1,3860,IL,Title and Escrow,Reverse Mortgage,151750.0000000,90000.0000000,61750.0000000,1.0000000,88.0000000,71.550000000000000,21.0000000,2.600000000000000,0.0000000,20.0000000
2301-203044,1,3863,CA,Title and Escrow,Reverse Mortgage,346527.0000000,1304611.7200000,-958084.7200000,6.0000000,80.0000000,28.263157894736800,21.0000000,1.157894736842110,0.0000000,57.0000000
2301-203045,1,3863,AZ,Title and Escrow,Reverse Mortgage,111926.0000000,0.0000000,111926.0000000,0.0000000,80.0000000,56.652173913043500,17.0000000,2.173913043478260,0.0000000,23.0000000
17-506308,2,3863,CA,Title Only,Refinance,141200.0000000,402000.0000000,-260800.0000000,2.0000000,54.0000000,23.657894736842100,19.0000000,0.578947368421053,0.0000000,38.0000000
17-506309,2,3863,CA,Title Only,Refinance,533500.0000000,573600.0000000,-40100.0000000,1.0000000,24.0000000,7.422222222222220,19.0000000,0.177777777777778,1.0000000,45.0000000
17-506310,2,3863,CA,Reverse Mortgage - Title Only,Refinance,300000.0000000,155000.0000000,145000.0000000,2.0000000,24.0000000,9.244444444444440,22.0000000,0.133333333333333,1.0000000,45.0000000
17-506311,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),36500.0000000,246400.0000000,-209900.0000000,1.0000000,35.0000000,22.250000000000000,4.0000000,0.666666666666667,0.0000000,24.0000000
2301-203049,1,3863,NV,Title and Escrow,Reverse Mortgage,230000.0000000,0.0000000,230000.0000000,0.0000000,41.0000000,6.000000000000000,2.0000000,0.066666666666667,1.0000000,45.0000000
17-506312,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),35000.0000000,257000.0000000,-222000.0000000,1.0000000,27.0000000,14.166666666666700,6.0000000,0.300000000000000,0.0000000,30.0000000
2301-203051,1,3863,CA,Title and Escrow,Reverse Mortgage,267525.0000000,0.0000000,267525.0000000,0.0000000,76.0000000,31.473684210526300,16.0000000,0.973684210526316,0.0000000,38.0000000
17-506313,2,3863,CA,Title & Full Escrow,Refinance,313000.0000000,434581.2500000,-121581.2500000,3.0000000,60.0000000,13.333333333333300,27.0000000,0.200000000000000,1.0000000,45.0000000
2301-203052,1,3863,TX,Title and Escrow,Reverse Mortgage,125280.0000000,0.0000000,125280.0000000,0.0000000,74.0000000,34.438596491228100,13.0000000,0.982456140350877,0.0000000,57.0000000
2301-203054,1,3863,CA,Title and Escrow,Reverse Mortgage,169200.0000000,138700.0000000,30500.0000000,1.0000000,70.0000000,41.387096774193600,18.0000000,1.451612903225810,0.0000000,31.0000000
2301-203055,1,3863,CA,Title and Escrow,Reverse Mortgage,189350.0000000,0.0000000,189350.0000000,0.0000000,95.0000000,19.197183098591500,17.0000000,0.549295774647887,0.0000000,71.0000000
2301-203056,1,3863,CA,Title and Escrow,Conventional - Refinance,1312000.0000000,1462000.0000000,-150000.0000000,2.0000000,84.0000000,35.944444444444400,21.0000000,1.388888888888890,0.0000000,36.0000000
17-506315,2,3863,CA,Title Only,Refinance,324328.0000000,380000.0000000,-55672.0000000,2.0000000,38.0000000,12.750000000000000,20.0000000,0.392857142857143,0.0000000,56.0000000
2301-203057,1,3860,VA,Title and Escrow,Reverse Mortgage,140000.0000000,106318.0000000,33682.0000000,2.0000000,50.0000000,10.200000000000000,20.0000000,0.288888888888889,1.0000000,45.0000000
17-506318,2,3860,OH,Title Only,Refinance,53708.0000000,109193.2400000,-55485.2400000,1.0000000,55.0000000,8.562500000000000,24.0000000,0.270833333333333,0.0000000,96.0000000
17-506321,2,3860,AL,Title Only,Refinance,59676.0000000,73067.3600000,-13391.3600000,1.0000000,87.0000000,11.450450450450500,23.0000000,0.405405405405405,0.0000000,111.0000000
17-506324,2,3860,AL,Title Only,Refinance,78347.0000000,85520.3900000,-7173.3900000,1.0000000,64.0000000,11.800000000000000,23.0000000,0.373333333333333,0.0000000,75.0000000
2301-203059,1,3860,MO,Title Only,Reverse Mortgage,152500.0000000,80242.6800000,72257.3200000,4.0000000,39.0000000,10.822222222222200,23.0000000,0.355555555555556,1.0000000,45.0000000
17-506326,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,511551.8300000,330000.0000000,181551.8300000,1.0000000,12.0000000,35.083333333333300,7.0000000,0.333333333333333,0.0000000,12.0000000
17-506327,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,9105.5400000,0.0000000,9105.5400000,0.0000000,10.0000000,5.711111111111110,0.0000000,0.044444444444444,1.0000000,45.0000000
2301-203060,1,3860,VA,Title and Escrow,Reverse Mortgage,180000.0000000,53940.0000000,126060.0000000,1.0000000,48.0000000,10.066666666666700,22.0000000,0.200000000000000,1.0000000,45.0000000
17-506328,2,3863,CA,LCP - Title Only,Refinance,100000.0000000,315000.0000000,-215000.0000000,1.0000000,36.0000000,28.409090909090900,4.0000000,0.454545454545455,0.0000000,22.0000000
2301-203061,1,3860,NC,Title and Escrow,Reverse Mortgage,220000.0000000,0.0000000,220000.0000000,0.0000000,52.0000000,11.733333333333300,19.0000000,0.244444444444444,1.0000000,45.0000000
2301-203062,1,3860,IN,Title and Escrow,Reverse Mortgage,79500.0000000,0.0000000,79500.0000000,0.0000000,74.0000000,20.755555555555600,21.0000000,0.577777777777778,1.0000000,45.0000000
17-506329,2,3863,CA,LCP - Title Only,Refinance,25000.0000000,206196.0000000,-181196.0000000,1.0000000,25.0000000,7.844444444444440,4.0000000,0.088888888888889,1.0000000,45.0000000
17-506330,2,3862,CA,Title & Sub-Escrow,Refinance,675000.0000000,715000.0000000,-40000.0000000,1.0000000,29.0000000,8.422222222222220,18.0000000,0.177777777777778,1.0000000,45.0000000
17-506331,2,3860,UT,Title & Sub-Escrow,Refinance,166350.0000000,176483.0000000,-10133.0000000,1.0000000,58.0000000,17.916666666666700,22.0000000,0.520833333333333,0.0000000,48.0000000
17-506333,2,3863,CA,Title Only,Refinance,40000.0000000,0.0000000,40000.0000000,0.0000000,67.0000000,22.937500000000000,17.0000000,0.604166666666667,0.0000000,48.0000000
2301-203064,1,3860,GA,Title and Escrow,Reverse Mortgage,98363.0000000,98500.0000000,-137.0000000,2.0000000,86.0000000,43.896551724137900,21.0000000,1.586206896551720,0.0000000,29.0000000
2301-203065,1,3860,NH,Title and Escrow,Reverse Mortgage,110751.0000000,0.0000000,110751.0000000,0.0000000,120.0000000,36.047619047619100,20.0000000,1.285714285714290,0.0000000,42.0000000
17-506334,2,3863,CA,Title Only,Refinance,300000.0000000,625500.0000000,-325500.0000000,1.0000000,44.0000000,12.285714285714300,22.0000000,0.392857142857143,0.0000000,56.0000000
17-506337,2,3863,CA,Title & Full Escrow,Refinance,168000.0000000,113700.0000000,54300.0000000,1.0000000,59.0000000,20.928571428571400,17.0000000,0.285714285714286,0.0000000,42.0000000
17-506338,2,3863,CA,LCP - Title Only,Refinance,70700.0000000,358000.0000000,-287300.0000000,1.0000000,36.0000000,12.122448979591800,4.0000000,0.183673469387755,0.0000000,49.0000000
2301-203066,1,3860,NJ,Title and Escrow,Reverse Mortgage,243000.0000000,100000.0000000,143000.0000000,1.0000000,66.0000000,17.844444444444400,11.0000000,0.555555555555556,1.0000000,45.0000000
17-506339,2,3862,CA,Title & Sub-Escrow,Refinance,344000.0000000,327000.0000000,17000.0000000,2.0000000,47.0000000,25.405405405405400,21.0000000,0.594594594594595,0.0000000,37.0000000
17-506340,2,3860,MN,Reverse Mortgage - Title & Sub-Escrow,Refinance,300000.0000000,51960.9000000,248039.1000000,1.0000000,35.0000000,11.222222222222200,25.0000000,0.288888888888889,1.0000000,45.0000000
17-506341,2,3860,UT,Title & Sub-Escrow,Refinance,232902.0000000,168643.2100000,64258.7900000,2.0000000,32.0000000,10.222222222222200,25.0000000,0.155555555555556,1.0000000,45.0000000
17-506342,2,3862,CA,Title Only,Refinance,525000.0000000,622500.0000000,-97500.0000000,1.0000000,37.0000000,4.967741935483870,18.0000000,0.088709677419355,0.0000000,124.0000000
17-506343,2,3863,NV,Reverse Mortgage - Title & Sub-Escrow,Refinance,165000.0000000,50000.0000000,115000.0000000,1.0000000,71.0000000,26.645833333333300,23.0000000,0.687500000000000,0.0000000,48.0000000
17-506344,2,3863,CA,Title Only,Refinance,210000.0000000,210000.0000000,0.0000000,1.0000000,45.0000000,12.043478260869600,19.0000000,0.260869565217391,0.0000000,69.0000000
17-506345,2,3860,MO,Title Only,Refinance,224867.0000000,148800.0000000,76067.0000000,1.0000000,50.0000000,11.904761904761900,21.0000000,0.269841269841270,0.0000000,63.0000000
17-506346,2,3863,CA,Title Only,Refinance,405919.0000000,403450.0000000,2469.0000000,1.0000000,37.0000000,24.869565217391300,18.0000000,0.391304347826087,0.0000000,23.0000000
17-506347,2,3863,CA,Title & Sub-Escrow,Refinance,212000.0000000,162011.0000000,49989.0000000,1.0000000,50.0000000,26.071428571428600,18.0000000,0.428571428571429,0.0000000,28.0000000
17-506348,2,3863,CA,Title & Sub-Escrow,Refinance,486000.0000000,593750.0000000,-107750.0000000,2.0000000,62.0000000,18.470588235294100,21.0000000,0.333333333333333,0.0000000,51.0000000
17-506349,2,3862,CA,Title Only,Refinance,125953.0000000,127687.0000000,-1734.0000000,1.0000000,41.0000000,26.918918918918900,18.0000000,0.648648648648649,0.0000000,37.0000000
17-506350,2,3862,CA,Title & Sub-Escrow,Refinance,745000.0000000,727250.0000000,17750.0000000,1.0000000,27.0000000,7.644444444444440,18.0000000,0.133333333333333,1.0000000,45.0000000
17-506351,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),25000.0000000,374950.0000000,-349950.0000000,1.0000000,37.0000000,15.305555555555600,3.0000000,0.277777777777778,0.0000000,36.0000000
17-506352,2,3863,CA,Property Report / O&E & Full Escrow,Uninsured (Info Products),102600.0000000,542000.0000000,-439400.0000000,2.0000000,66.0000000,25.000000000000000,8.0000000,0.696969696969697,0.0000000,33.0000000
17-506353,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),40000.0000000,542400.0000000,-502400.0000000,1.0000000,39.0000000,19.862068965517200,6.0000000,0.413793103448276,0.0000000,29.0000000
17-506354,2,3863,CA,Title Only,Refinance,750000.0000000,0.0000000,750000.0000000,0.0000000,52.0000000,14.723076923076900,18.0000000,0.338461538461538,0.0000000,65.0000000
2301-203069,1,3863,CA,Title and Escrow,Reverse Mortgage,176350.0000000,6399.0600000,169950.9400000,1.0000000,84.0000000,17.706666666666700,17.0000000,0.426666666666667,0.0000000,75.0000000
2301-203071,1,3860,NE,Title Only,Reverse Mortgage,80000.0000000,50000.0000000,30000.0000000,1.0000000,31.0000000,9.000000000000000,23.0000000,0.111111111111111,1.0000000,45.0000000
17-506356,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),20000.0000000,164024.0000000,-144024.0000000,1.0000000,38.0000000,13.047619047619000,4.0000000,0.285714285714286,0.0000000,42.0000000
17-506357,2,3863,CA,Title Only,Refinance,402500.0000000,0.0000000,402500.0000000,0.0000000,36.0000000,16.333333333333300,20.0000000,0.309523809523810,0.0000000,42.0000000
17-506358,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),53000.0000000,230000.0000000,-177000.0000000,1.0000000,27.0000000,14.275862068965500,6.0000000,0.241379310344828,0.0000000,29.0000000
17-506359,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),99000.0000000,76700.0000000,22300.0000000,1.0000000,33.0000000,10.645833333333300,6.0000000,0.166666666666667,0.0000000,48.0000000
17-506360,2,3863,CA,Title & Full Escrow,Refinance,225000.0000000,280000.0000000,-55000.0000000,1.0000000,75.0000000,14.305882352941200,18.0000000,0.423529411764706,0.0000000,85.0000000
17-506361,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),18100.0000000,138000.0000000,-119900.0000000,1.0000000,27.0000000,5.139240506329110,7.0000000,0.088607594936709,0.0000000,79.0000000
17-506362,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),34000.0000000,409000.0000000,-375000.0000000,1.0000000,38.0000000,20.107142857142900,3.0000000,0.392857142857143,0.0000000,28.0000000
17-506363,2,3863,CA,Title & Full Escrow,Refinance,221000.0000000,298000.0000000,-77000.0000000,2.0000000,63.0000000,34.370370370370400,18.0000000,0.814814814814815,0.0000000,27.0000000
17-506364,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),25000.0000000,178525.0000000,-153525.0000000,1.0000000,37.0000000,19.310344827586200,3.0000000,0.379310344827586,0.0000000,29.0000000
2301-203072,1,3863,CA,Title and Escrow,Reverse Mortgage,264825.0000000,111247.5900000,153577.4100000,7.0000000,67.0000000,32.595238095238100,25.0000000,0.904761904761905,0.0000000,42.0000000
17-506365,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),80000.0000000,263500.0000000,-183500.0000000,2.0000000,39.0000000,12.660714285714300,5.0000000,0.321428571428571,0.0000000,56.0000000
2301-203073,1,3860,NC,Title and Escrow,Reverse Mortgage,197937.5000000,305209.0000000,-107271.5000000,2.0000000,70.0000000,37.647058823529400,19.0000000,1.235294117647060,0.0000000,34.0000000
17-506366,2,3863,CA,LCP - Title Only,Refinance,10000.0000000,129000.0000000,-119000.0000000,2.0000000,36.0000000,17.514285714285700,5.0000000,0.342857142857143,0.0000000,35.0000000
17-506367,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),25000.0000000,153700.0000000,-128700.0000000,1.0000000,37.0000000,18.793103448275900,3.0000000,0.379310344827586,0.0000000,29.0000000
17-506368,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),25000.0000000,301405.0000000,-276405.0000000,1.0000000,36.0000000,14.470588235294100,4.0000000,0.352941176470588,0.0000000,34.0000000
17-506370,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),25000.0000000,251200.0000000,-226200.0000000,1.0000000,24.0000000,2.542056074766350,5.0000000,0.028037383177570,0.0000000,107.0000000
17-506371,2,3863,CA,LCP - Title Only,Refinance,15000.0000000,145000.0000000,-130000.0000000,1.0000000,37.0000000,33.421052631578900,4.0000000,0.473684210526316,0.0000000,19.0000000
17-506372,2,3863,CA,Title & Sub-Escrow,Refinance,50000.0000000,0.0000000,50000.0000000,0.0000000,30.0000000,7.933333333333330,18.0000000,0.111111111111111,1.0000000,45.0000000
17-506373,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),353050.0000000,904000.0000000,-550950.0000000,1.0000000,33.0000000,7.695652173913040,6.0000000,0.130434782608696,0.0000000,69.0000000
17-506374,2,3863,CA,Title & Full Escrow,Refinance,189750.0000000,227000.0000000,-37250.0000000,1.0000000,61.0000000,28.638888888888900,19.0000000,0.527777777777778,0.0000000,36.0000000
17-506375,2,3863,CA,LCP - Title Only,Refinance,15000.0000000,195000.0000000,-180000.0000000,1.0000000,35.0000000,21.344827586206900,4.0000000,0.482758620689655,0.0000000,29.0000000
2301-203074,1,3860,IN,Title and Escrow,Reverse Mortgage,69381.0000000,0.0000000,69381.0000000,0.0000000,86.0000000,42.371428571428600,20.0000000,1.771428571428570,0.0000000,35.0000000
17-506377,2,3860,CO,Title & Sub-Escrow,Refinance,180000.0000000,472000.0000000,-292000.0000000,2.0000000,55.0000000,29.464285714285700,23.0000000,0.821428571428571,0.0000000,28.0000000
2301-203075,1,3863,CA,Title and Escrow,Reverse Mortgage,359662.5000000,310885.0000000,48777.5000000,2.0000000,71.0000000,31.475000000000000,19.0000000,1.275000000000000,0.0000000,40.0000000
2301-203076,1,3863,FL,Title and Escrow,Reverse Mortgage,344650.5000000,298000.0000000,46650.5000000,1.0000000,81.0000000,41.878787878787900,26.0000000,1.454545454545450,0.0000000,33.0000000
2301-203077,1,3860,GA,Title and Escrow,Reverse Mortgage,66640.0000000,35000.0000000,31640.0000000,1.0000000,113.0000000,13.449275362318800,21.0000000,0.463768115942029,0.0000000,138.0000000
17-506380,2,3863,CA,LCP - Title Only,Refinance,75000.0000000,0.0000000,75000.0000000,0.0000000,25.0000000,7.622222222222220,4.0000000,0.088888888888889,1.0000000,45.0000000
17-506381,2,3863,CA,LCP - Title Only,Refinance,33000.0000000,335900.0000000,-302900.0000000,1.0000000,35.0000000,28.666666666666700,4.0000000,0.428571428571429,0.0000000,21.0000000
2301-203078,1,3863,CA,Title and Escrow,Reverse Mortgage,625500.0000000,1251000.0000000,-625500.0000000,2.0000000,48.0000000,12.377777777777800,19.0000000,0.311111111111111,1.0000000,45.0000000
17-506382,2,3860,MD,Property Report / O&E - Title Only,Uninsured (Info Products),120.0000000,1365000.0000000,-1364880.0000000,2.0000000,33.0000000,3.822429906542060,4.0000000,0.084112149532710,0.0000000,107.0000000
17-506383,2,3860,MD,Property Report / O&E - Title Only,Uninsured (Info Products),120.0000000,1847000.0000000,-1846880.0000000,3.0000000,27.0000000,2.869158878504670,5.0000000,0.056074766355140,0.0000000,107.0000000
2301-203079,1,3860,PA,Title and Escrow,Reverse Mortgage,220400.0000000,176000.0000000,44400.0000000,1.0000000,69.0000000,36.941176470588200,23.0000000,1.058823529411760,0.0000000,34.0000000
17-506385,2,3863,CA,Title & Full Escrow,Refinance,36500.0000000,48000.0000000,-11500.0000000,1.0000000,57.0000000,20.400000000000000,18.0000000,0.300000000000000,0.0000000,40.0000000
17-506386,2,3863,CA,Title Only,Refinance,253085.0000000,191422.0000000,61663.0000000,1.0000000,37.0000000,10.890909090909100,18.0000000,0.163636363636364,0.0000000,55.0000000
17-506387,2,3863,CA,Title & Sub-Escrow,Refinance,388600.0000000,400000.0000000,-11400.0000000,1.0000000,62.0000000,23.292682926829300,21.0000000,0.439024390243902,0.0000000,41.0000000
17-506388,2,3862,CA,Title & Sub-Escrow,Refinance,236000.0000000,251750.0000000,-15750.0000000,1.0000000,76.0000000,16.569230769230800,19.0000000,0.338461538461538,0.0000000,65.0000000
17-506389,2,3860,IL,Title & Sub-Escrow,Refinance,151161.0000000,183455.9900000,-32294.9900000,1.0000000,72.0000000,21.061224489795900,23.0000000,0.734693877551020,0.0000000,49.0000000
17-506390,2,3860,WI,Title & Sub-Escrow,Refinance,134000.0000000,136000.0000000,-2000.0000000,1.0000000,45.0000000,27.896551724137900,22.0000000,0.793103448275862,0.0000000,29.0000000
17-506391,2,3862,CA,Title & Sub-Escrow,Refinance,285525.0000000,300250.0000000,-14725.0000000,1.0000000,53.0000000,13.892857142857100,18.0000000,0.267857142857143,0.0000000,56.0000000
17-506392,2,3862,CA,Title & Sub-Escrow,Refinance,417000.0000000,453000.0000000,-36000.0000000,2.0000000,50.0000000,19.085106382978700,19.0000000,0.510638297872340,0.0000000,47.0000000
17-506393,2,3863,CA,Title & Full Escrow,Refinance,417000.0000000,307500.0000000,109500.0000000,1.0000000,61.0000000,43.027027027027000,17.0000000,0.891891891891892,0.0000000,37.0000000
2301-203080,1,3860,SC,Title and Escrow,Reverse Mortgage,240000.0000000,192456.7400000,47543.2600000,3.0000000,53.0000000,11.133333333333300,20.0000000,0.288888888888889,1.0000000,45.0000000
17-506394,2,3860,UT,Title & Sub-Escrow,Refinance,456000.0000000,558700.0000000,-102700.0000000,2.0000000,94.0000000,12.855932203389800,24.0000000,0.381355932203390,0.0000000,118.0000000
17-506395,2,3863,CA,LCP - Title Only,Refinance,70000.0000000,236000.0000000,-166000.0000000,1.0000000,40.0000000,23.700000000000000,4.0000000,0.533333333333333,0.0000000,30.0000000
17-506397,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),100000.0000000,277500.0000000,-177500.0000000,1.0000000,38.0000000,5.880952380952380,5.0000000,0.154761904761905,0.0000000,84.0000000
17-506402,2,3863,AZ,Title & Full Escrow,Refinance,275793.0000000,232707.0000000,43086.0000000,1.0000000,61.0000000,26.878787878787900,19.0000000,0.393939393939394,0.0000000,33.0000000
17-506403,2,3860,CO,Title & Full Escrow,Refinance,180000.0000000,160000.0000000,20000.0000000,1.0000000,69.0000000,23.025000000000000,22.0000000,0.575000000000000,0.0000000,40.0000000
17-506405,2,3863,CA,Title & Sub-Escrow,Refinance,417000.0000000,625000.0000000,-208000.0000000,1.0000000,30.0000000,7.600000000000000,19.0000000,0.088888888888889,1.0000000,45.0000000
17-506407,2,3860,WI,Title & Full Escrow,Refinance,114600.0000000,117500.0000000,-2900.0000000,1.0000000,66.0000000,22.350000000000000,21.0000000,0.475000000000000,0.0000000,40.0000000
17-506408,2,3863,CA,LCP - Title Only,Refinance,45000.0000000,483261.0000000,-438261.0000000,1.0000000,25.0000000,8.066666666666670,4.0000000,0.088888888888889,1.0000000,45.0000000
17-506409,2,3863,CA,Title & Full Escrow,Refinance,98000.0000000,89600.0000000,8400.0000000,1.0000000,56.0000000,21.848484848484800,17.0000000,0.333333333333333,0.0000000,33.0000000
17-506410,2,3863,CA,Title & Full Escrow,Refinance,132275.0000000,125715.0000000,6560.0000000,1.0000000,56.0000000,23.600000000000000,17.0000000,0.366666666666667,0.0000000,30.0000000
17-506412,2,3863,CA,Title & Full Escrow,Refinance,259000.0000000,212970.0000000,46030.0000000,1.0000000,66.0000000,24.925000000000000,20.0000000,0.525000000000000,0.0000000,40.0000000
17-506413,2,3862,CA,Title & Full Escrow,Refinance,417000.0000000,468000.0000000,-51000.0000000,1.0000000,74.0000000,23.475000000000000,17.0000000,0.375000000000000,0.0000000,40.0000000
17-506414,2,3863,CA,Title & Full Escrow,Refinance,99255.0000000,78600.0000000,20655.0000000,1.0000000,62.0000000,6.704545454545450,17.0000000,0.136363636363636,0.0000000,132.0000000
17-506415,2,3863,CA,Title & Full Escrow,Refinance,117000.0000000,220000.0000000,-103000.0000000,2.0000000,63.0000000,6.515151515151520,19.0000000,0.159090909090909,0.0000000,132.0000000
17-506416,2,3863,CA,LCP - Title Only,Refinance,50000.0000000,107000.0000000,-57000.0000000,3.0000000,35.0000000,16.675675675675700,6.0000000,0.405405405405405,0.0000000,37.0000000
2301-203083,1,3863,AZ,Title and Escrow,Reverse Mortgage,160000.0000000,0.0000000,160000.0000000,0.0000000,42.0000000,6.822222222222220,2.0000000,0.111111111111111,1.0000000,45.0000000
17-506417,2,3863,CA,LCP - Title Only,Refinance,45000.0000000,317500.0000000,-272500.0000000,1.0000000,37.0000000,18.705882352941200,4.0000000,0.411764705882353,0.0000000,34.0000000
17-506419,2,3863,CA,Title & Full Escrow,Refinance,105000.0000000,58108.0000000,46892.0000000,1.0000000,69.0000000,15.871428571428600,21.0000000,0.385714285714286,0.0000000,70.0000000
17-506420,2,3863,CA,Title Only,Refinance,300000.0000000,601000.0000000,-301000.0000000,2.0000000,21.0000000,8.222222222222220,20.0000000,0.088888888888889,1.0000000,45.0000000
17-506421,2,3863,CA,Title & Full Escrow,Refinance,22965.0000000,80000.0000000,-57035.0000000,2.0000000,50.0000000,9.866666666666670,23.0000000,0.111111111111111,1.0000000,45.0000000
17-506422,2,3863,CA,LCP - Title Only,Refinance,15000.0000000,200000.0000000,-185000.0000000,1.0000000,32.0000000,19.000000000000000,4.0000000,0.433333333333333,0.0000000,30.0000000
17-506423,2,3863,CA,LCP & Sub-Escrow,Refinance,75000.0000000,152000.0000000,-77000.0000000,2.0000000,29.0000000,9.488888888888890,6.0000000,0.111111111111111,1.0000000,45.0000000
17-506424,2,3863,CA,Title Only,Refinance,142037.0000000,134330.0000000,7707.0000000,1.0000000,36.0000000,7.118421052631580,18.0000000,0.118421052631579,0.0000000,76.0000000
17-506425,2,3863,CA,Title Only,Refinance,1.0000000,135000.0000000,-134999.0000000,1.0000000,26.0000000,8.600000000000000,20.0000000,0.177777777777778,1.0000000,45.0000000
2301-203086,1,3863,CA,Title and Escrow,Reverse Mortgage,356535.0000000,0.0000000,356535.0000000,0.0000000,61.0000000,36.071428571428600,14.0000000,1.321428571428570,0.0000000,28.0000000
2301-203087,1,3863,CA,Title and Escrow,Reverse Mortgage,375300.0000000,264000.0000000,111300.0000000,1.0000000,64.0000000,40.538461538461500,17.0000000,1.269230769230770,0.0000000,26.0000000
17-506426,2,3863,CA,LCP & Sub-Escrow,Refinance,22000.0000000,215531.0000000,-193531.0000000,2.0000000,52.0000000,22.638888888888900,5.0000000,0.444444444444444,0.0000000,36.0000000
2301-203088,1,3863,CA,Title and Escrow,Reverse Mortgage,234400.0000000,292500.0000000,-58100.0000000,1.0000000,68.0000000,32.340425531914900,16.0000000,1.404255319148940,0.0000000,47.0000000
2301-203089,1,3863,CA,Title and Escrow,Reverse Mortgage,625500.0000000,0.0000000,625500.0000000,0.0000000,72.0000000,17.533333333333300,17.0000000,0.511111111111111,1.0000000,45.0000000
2301-203090,1,3863,CA,Title and Escrow,Reverse Mortgage,318750.0000000,0.0000000,318750.0000000,0.0000000,83.0000000,13.180180180180200,17.0000000,0.513513513513513,0.0000000,111.0000000
17-506428,2,3863,CA,Title & Sub-Escrow,Refinance,35000.0000000,100000.0000000,-65000.0000000,1.0000000,32.0000000,10.644444444444400,25.0000000,0.111111111111111,1.0000000,45.0000000
17-506429,2,3863,CA,Title & Sub-Escrow,Refinance,35000.0000000,0.0000000,35000.0000000,0.0000000,29.0000000,6.400000000000000,0.0000000,0.133333333333333,1.0000000,45.0000000
2301-203092,1,3860,MD,Title and Escrow,Reverse Mortgage,194000.0000000,130000.0000000,64000.0000000,1.0000000,57.0000000,12.444444444444400,19.0000000,0.377777777777778,1.0000000,45.0000000
2301-203093,1,3860,IN,Title and Escrow,Reverse Mortgage,81320.0000000,2796.2900000,78523.7100000,2.0000000,92.0000000,42.230769230769200,28.0000000,1.128205128205130,0.0000000,39.0000000
17-506431,2,3863,AZ,Title Only,Refinance,119800.0000000,267000.0000000,-147200.0000000,1.0000000,57.0000000,10.898550724637700,20.0000000,0.275362318840580,0.0000000,69.0000000
17-506432,2,3860,MO,Title Only,Refinance,185000.0000000,164704.0000000,20296.0000000,1.0000000,56.0000000,11.419354838709700,22.0000000,0.258064516129032,0.0000000,62.0000000
17-506433,2,3862,CA,Title & Full Escrow,Refinance,250000.0000000,235806.0000000,14194.0000000,1.0000000,64.0000000,13.089552238806000,17.0000000,0.268656716417910,0.0000000,67.0000000
17-506435,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,655975.1000000,686486.1600000,-30511.0600000,3.0000000,16.0000000,43.727272727272700,18.0000000,0.454545454545455,0.0000000,11.0000000
17-506436,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,353111.4400000,332000.0000000,21111.4400000,1.0000000,20.0000000,46.181818181818200,13.0000000,0.636363636363636,0.0000000,11.0000000
