sFileNumber,vOffice,vCoverageType,vState,vProduct,vTransaction,nLoanAmount,nLienAmounts,nEquity,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
17-500000,2,3860,UT,Title & Sub-Escrow,Refinance,111200.0000000,120000.0000000,-8800.0000000,1.0000000,52.0000000,24.425925925925900,18.0000000,0.592592592592593,0.0000000,54.0000000
17-500001,2,3863,CA,Title & Sub-Escrow,Refinance,415000.0000000,400000.0000000,15000.0000000,1.0000000,44.0000000,15.044444444444400,19.0000000,0.177777777777778,1.0000000,45.0000000
2301-200000,1,3863,CA,Title and Escrow,Reverse Mortgage,322000.0000000,809250.0000000,-487250.0000000,1.0000000,80.0000000,29.454545454545500,17.0000000,0.654545454545455,0.0000000,55.0000000
17-500003,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,391054.8900000,835020.1600000,-443965.2700000,3.0000000,26.0000000,8.211009174311930,26.0000000,0.119266055045872,0.0000000,109.0000000
17-500004,2,3863,CA,LCP - Title Only,Refinance,275000.0000000,78000.0000000,197000.0000000,1.0000000,19.0000000,9.777777777777780,8.0000000,0.066666666666667,1.0000000,45.0000000
17-500005,2,3863,CA,Reverse Mortgage - Title Only,Refinance,300000.0000000,0.0000000,300000.0000000,0.0000000,66.0000000,20.649122807017500,17.0000000,0.614035087719298,0.0000000,57.0000000
17-500006,2,3863,CA,Title Only,Refinance,138380.0000000,107211.0000000,31169.0000000,1.0000000,61.0000000,15.454545454545500,18.0000000,0.381818181818182,0.0000000,55.0000000
17-500007,2,3863,CA,Title Only,Refinance,389441.0000000,321810.0000000,67631.0000000,1.0000000,77.0000000,16.894736842105300,16.0000000,0.596491228070175,0.0000000,57.0000000
2301-200001,1,3863,CA,Title and Escrow,Reverse Mortgage,189000.0000000,139500.0000000,49500.0000000,1.0000000,80.0000000,25.300000000000000,16.0000000,0.620000000000000,0.0000000,50.0000000
17-500008,2,3860,UT,Title & Sub-Escrow,Refinance,86000.0000000,126000.0000000,-40000.0000000,1.0000000,53.0000000,16.703703703703700,21.0000000,0.481481481481481,0.0000000,54.0000000
17-500009,2,3860,VA,Title & Full Escrow,Refinance,264000.0000000,309294.0000000,-45294.0000000,1.0000000,82.0000000,27.314814814814800,21.0000000,0.666666666666667,0.0000000,54.0000000
2301-200003,1,3860,PA,Title and Escrow,Reverse Mortgage,57420.0000000,24544.1600000,32875.8400000,3.0000000,97.0000000,55.083333333333300,24.0000000,1.638888888888890,0.0000000,36.0000000
2301-200004,1,3863,CA,Title and Escrow,Reverse Mortgage,388435.5000000,466500.0000000,-78064.5000000,2.0000000,73.0000000,27.375000000000000,19.0000000,0.812500000000000,0.0000000,48.0000000
17-500011,2,3860,NJ,Title & Full Escrow,Refinance,145714.0000000,270667.4400000,-124953.4400000,3.0000000,137.0000000,31.986842105263200,18.0000000,0.960526315789474,0.0000000,76.0000000
17-500012,2,3863,AZ,Title & Full Escrow,Refinance,268111.0000000,190660.5000000,77450.5000000,2.0000000,76.0000000,19.603773584905700,18.0000000,0.377358490566038,0.0000000,53.0000000
17-500014,2,3863,CA,Title & Full Escrow,Refinance,209000.0000000,185000.0000000,24000.0000000,1.0000000,73.0000000,24.468085106383000,21.0000000,0.382978723404255,0.0000000,47.0000000
17-500015,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),25000.0000000,228250.0000000,-203250.0000000,1.0000000,50.0000000,28.407407407407400,4.0000000,0.444444444444444,0.0000000,27.0000000
2301-200007,1,3863,TX,Title and Escrow,Reverse Mortgage,131000.0000000,75000.0000000,56000.0000000,1.0000000,60.0000000,19.688888888888900,4.0000000,0.133333333333333,1.0000000,45.0000000
17-500016,2,3863,CA,Title & Full Escrow,Refinance,259462.0000000,216015.0000000,43447.0000000,1.0000000,72.0000000,19.460000000000000,17.0000000,0.380000000000000,0.0000000,50.0000000
17-500018,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),59400.0000000,420778.0000000,-361378.0000000,1.0000000,48.0000000,16.878048780487800,4.0000000,0.195121951219512,0.0000000,41.0000000
17-500019,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),125000.0000000,175000.0000000,-50000.0000000,2.0000000,51.0000000,18.920000000000000,5.0000000,0.400000000000000,0.0000000,50.0000000
2301-200008,1,3860,MO,Title and Escrow,Reverse Mortgage,290000.0000000,332000.0000000,-42000.0000000,3.0000000,75.0000000,21.333333333333300,24.0000000,0.666666666666667,1.0000000,45.0000000
2301-200009,1,3860,UT,Title and Escrow,Reverse Mortgage,153000.0000000,0.0000000,153000.0000000,0.0000000,57.0000000,15.133333333333300,18.0000000,0.311111111111111,1.0000000,45.0000000
2301-200010,1,3860,KY,Title and Escrow,Reverse Mortgage,145000.0000000,0.0000000,145000.0000000,0.0000000,66.0000000,16.488888888888900,21.0000000,0.266666666666667,1.0000000,45.0000000
17-500020,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),113000.0000000,408500.0000000,-295500.0000000,2.0000000,49.0000000,21.928571428571400,6.0000000,0.500000000000000,0.0000000,28.0000000
2301-200011,1,3860,FL,Title and Escrow,Reverse Mortgage,83360.0000000,0.0000000,83360.0000000,0.0000000,94.0000000,78.678571428571400,31.0000000,1.750000000000000,0.0000000,28.0000000
2301-200012,1,3863,CA,Title and Escrow,Reverse Mortgage,379678.5000000,0.0000000,379678.5000000,0.0000000,53.0000000,11.333333333333300,17.0000000,0.133333333333333,1.0000000,45.0000000
17-500022,2,3863,CA,Title & Sub-Escrow,Refinance,120000.0000000,193500.0000000,-73500.0000000,1.0000000,39.0000000,11.111111111111100,17.0000000,0.133333333333333,1.0000000,45.0000000
2301-200013,1,3863,FL,Title and Escrow,Reverse Mortgage,97170.0000000,100000.0000000,-2830.0000000,1.0000000,86.0000000,26.160714285714300,27.0000000,0.625000000000000,0.0000000,56.0000000
17-500023,2,3863,CA,Title & Sub-Escrow,Refinance,337500.0000000,433600.0000000,-96100.0000000,1.0000000,40.0000000,10.155555555555600,16.0000000,0.155555555555556,1.0000000,45.0000000
2301-200014,1,3860,MS,Title and Escrow,Reverse Mortgage,133750.0000000,0.0000000,133750.0000000,0.0000000,99.0000000,44.846153846153800,21.0000000,1.282051282051280,0.0000000,39.0000000
17-500024,2,3863,CA,Title Only,Refinance,1250000.0000000,0.0000000,1250000.0000000,0.0000000,23.0000000,6.044444444444440,1.0000000,0.155555555555556,1.0000000,45.0000000
17-500025,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),60000.0000000,550000.0000000,-490000.0000000,1.0000000,42.0000000,18.793103448275900,7.0000000,0.310344827586207,0.0000000,29.0000000
2301-200015,1,3863,TX,Title and Escrow,Reverse Mortgage,146000.0000000,70000.3200000,75999.6800000,1.0000000,71.0000000,21.688888888888900,7.0000000,0.600000000000000,1.0000000,45.0000000
2301-200016,1,3863,CA,Title and Escrow,Reverse Mortgage,200313.7500000,0.0000000,200313.7500000,0.0000000,85.0000000,39.794871794871800,16.0000000,1.230769230769230,0.0000000,39.0000000
17-500026,2,3863,CA,Title & Sub-Escrow,Refinance,320000.0000000,215421.0000000,104579.0000000,2.0000000,63.0000000,22.930232558139500,21.0000000,0.581395348837209,0.0000000,43.0000000
2301-200017,1,3863,FL,Title and Escrow,Reverse Mortgage,80000.0000000,15000.0000000,65000.0000000,1.0000000,57.0000000,14.155555555555600,29.0000000,0.155555555555556,1.0000000,45.0000000
17-500027,2,3863,CA,Title & Full Escrow,Refinance,179900.0000000,193500.0000000,-13600.0000000,1.0000000,50.0000000,13.022222222222200,18.0000000,0.222222222222222,1.0000000,45.0000000
17-500028,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),60000.0000000,206400.0000000,-146400.0000000,1.0000000,41.0000000,12.540000000000000,4.0000000,0.220000000000000,0.0000000,50.0000000
2301-200018,1,3860,AL,Title Only,Reverse Mortgage,101306.5500000,137850.0000000,-36543.4500000,2.0000000,79.0000000,41.588235294117600,25.0000000,1.323529411764710,0.0000000,34.0000000
2301-200019,1,3860,PA,Title and Escrow,Reverse Mortgage,87408.0000000,0.0000000,87408.0000000,0.0000000,111.0000000,41.794871794871800,20.0000000,1.282051282051280,0.0000000,39.0000000
17-500029,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),50000.0000000,304000.0000000,-254000.0000000,1.0000000,43.0000000,20.827586206896600,4.0000000,0.413793103448276,0.0000000,29.0000000
17-500031,2,3863,CA,Title Only,Refinance,25000.0000000,40000.0000000,-15000.0000000,1.0000000,74.0000000,41.162790697674400,17.0000000,0.976744186046512,0.0000000,43.0000000
17-500032,2,3863,CA,Title Only,Refinance,230521.0000000,244228.3100000,-13707.3100000,2.0000000,44.0000000,13.777777777777800,24.0000000,0.311111111111111,1.0000000,45.0000000
17-500033,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),84000.0000000,91000.0000000,-7000.0000000,1.0000000,51.0000000,3.534313725490200,13.0000000,0.117647058823529,0.0000000,204.0000000
17-500034,2,3863,NV,Title & Sub-Escrow,Refinance,250000.0000000,0.0000000,250000.0000000,0.0000000,44.0000000,12.400000000000000,19.0000000,0.222222222222222,1.0000000,45.0000000
17-500035,2,3860,CO,Title Only,Refinance,50000.0000000,0.0000000,50000.0000000,0.0000000,93.0000000,25.672131147541000,20.0000000,0.803278688524590,0.0000000,61.0000000
17-500036,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),59500.0000000,205000.0000000,-145500.0000000,2.0000000,43.0000000,17.714285714285700,5.0000000,0.428571428571429,0.0000000,35.0000000
2301-200021,1,3863,AZ,Title and Escrow,Reverse Mortgage,285382.0000000,0.0000000,285382.0000000,0.0000000,101.0000000,37.282608695652200,15.0000000,0.956521739130435,0.0000000,46.0000000
17-500037,2,3860,OR,Property Report / O&E & Full Escrow,Uninsured (Info Products),202400.0000000,629000.0000000,-426600.0000000,2.0000000,61.0000000,17.320754716981100,6.0000000,0.433962264150943,0.0000000,53.0000000
2301-200023,1,3860,UT,Title and Escrow,Reverse Mortgage,625500.0000000,0.0000000,625500.0000000,0.0000000,52.0000000,11.066666666666700,1.0000000,0.200000000000000,1.0000000,45.0000000
17-500038,2,3863,CA,LCP - Title Only,Refinance,95500.0000000,351000.0000000,-255500.0000000,1.0000000,42.0000000,24.103448275862100,4.0000000,0.275862068965517,0.0000000,29.0000000
17-500039,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),28800.0000000,159000.0000000,-130200.0000000,2.0000000,38.0000000,21.862068965517200,7.0000000,0.551724137931034,0.0000000,29.0000000
17-500042,2,3863,CA,Title Only,Refinance,100000.0000000,0.0000000,100000.0000000,0.0000000,55.0000000,15.981132075471700,21.0000000,0.452830188679245,0.0000000,53.0000000
2301-200024,1,3863,CA,Title and Escrow,Reverse Mortgage,326700.0000000,227700.0000000,99000.0000000,1.0000000,110.0000000,59.441176470588200,19.0000000,1.470588235294120,0.0000000,34.0000000
17-500043,2,3863,CA,LCP & Sub-Escrow,Refinance,65000.0000000,225600.0000000,-160600.0000000,2.0000000,67.0000000,48.666666666666700,9.0000000,1.037037037037040,0.0000000,27.0000000
17-500044,2,3863,CA,LCP - Title Only,Refinance,35200.0000000,189576.2400000,-154376.2400000,2.0000000,56.0000000,20.709090909090900,6.0000000,0.618181818181818,0.0000000,55.0000000
17-500045,2,3860,ID,Property Report / O&E - Title Only,Uninsured (Info Products),25000.0000000,130500.0000000,-105500.0000000,1.0000000,39.0000000,22.500000000000000,4.0000000,0.428571428571429,0.0000000,28.0000000
2301-200025,1,3863,CA,Title and Escrow,Reverse Mortgage,359662.5000000,156000.0000000,203662.5000000,1.0000000,74.0000000,22.750000000000000,14.0000000,0.661764705882353,0.0000000,68.0000000
2301-200026,1,3860,MI,Title and Escrow,Reverse Mortgage,11396.0000000,1920.9400000,9475.0600000,2.0000000,97.0000000,41.880952380952400,26.0000000,1.666666666666670,0.0000000,42.0000000
17-500046,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),100000.0000000,1062448.0000000,-962448.0000000,1.0000000,44.0000000,22.178571428571400,6.0000000,0.285714285714286,0.0000000,28.0000000
17-500047,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),75000.0000000,328800.0000000,-253800.0000000,1.0000000,43.0000000,14.769230769230800,4.0000000,0.333333333333333,0.0000000,39.0000000
17-500048,2,3863,CA,LCP - Title Only,Refinance,35000.0000000,289000.0000000,-254000.0000000,1.0000000,57.0000000,14.709090909090900,7.0000000,0.236363636363636,0.0000000,55.0000000
17-500049,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),100000.0000000,400000.0000000,-300000.0000000,1.0000000,43.0000000,31.842105263157900,5.0000000,0.789473684210526,0.0000000,19.0000000
17-500050,2,3863,CA,LCP - Title Only,Refinance,50000.0000000,456000.0000000,-406000.0000000,1.0000000,45.0000000,14.422222222222200,4.0000000,0.444444444444444,1.0000000,45.0000000
17-500051,2,3863,CA,LCP - Title Only,Refinance,40000.0000000,172675.0000000,-132675.0000000,1.0000000,64.0000000,14.796875000000000,4.0000000,0.234375000000000,0.0000000,64.0000000
17-500052,2,3863,CA,Title Only,Refinance,272435.0000000,246453.0000000,25982.0000000,1.0000000,56.0000000,22.200000000000000,18.0000000,0.444444444444444,1.0000000,45.0000000
2301-200028,1,3860,LA,Title and Escrow,Reverse Mortgage,45073.5000000,0.0000000,45073.5000000,0.0000000,92.0000000,11.333333333333300,19.0000000,0.286821705426357,0.0000000,129.0000000
17-500053,2,3860,PA,Title & Sub-Escrow,Refinance,36500.0000000,12500.0000000,24000.0000000,1.0000000,141.0000000,24.796296296296300,39.0000000,0.870370370370370,0.0000000,108.0000000
17-500054,2,3863,CA,Title & Sub-Escrow,Refinance,76000.0000000,1737.5600000,74262.4400000,2.0000000,49.0000000,12.333333333333300,22.0000000,0.244444444444444,1.0000000,45.0000000
17-500055,2,3860,UT,Title & Sub-Escrow,Refinance,188830.0000000,206755.0000000,-17925.0000000,1.0000000,63.0000000,23.339285714285700,21.0000000,0.660714285714286,0.0000000,56.0000000
17-500056,2,3860,UT,Title & Sub-Escrow,Refinance,126030.0000000,272000.0000000,-145970.0000000,2.0000000,57.0000000,19.571428571428600,19.0000000,0.482142857142857,0.0000000,56.0000000
2301-200030,1,3863,FL,Title and Escrow,Reverse Mortgage,156300.0000000,0.0000000,156300.0000000,0.0000000,71.0000000,23.216666666666700,29.0000000,0.450000000000000,0.0000000,60.0000000
2301-200032,1,3863,TX,Title and Escrow,Reverse Mortgage,535000.0000000,307439.3900000,227560.6100000,2.0000000,67.0000000,14.866666666666700,7.0000000,0.311111111111111,1.0000000,45.0000000
17-500057,2,3863,CA,LCP - Title Only,Refinance,100000.0000000,417000.0000000,-317000.0000000,1.0000000,40.0000000,12.936170212766000,4.0000000,0.340425531914894,0.0000000,47.0000000
2301-200035,1,3863,CA,Title and Escrow,Reverse Mortgage,625500.0000000,0.0000000,625500.0000000,0.0000000,40.0000000,5.888888888888890,2.0000000,0.022222222222222,1.0000000,45.0000000
2301-200036,1,3860,VA,Title and Escrow,Reverse Mortgage,184100.0000000,108750.0000000,75350.0000000,1.0000000,112.0000000,47.975000000000000,23.0000000,1.875000000000000,0.0000000,40.0000000
17-500059,2,3863,CA,LCP - Title Only,Refinance,28000.0000000,156820.0000000,-128820.0000000,1.0000000,40.0000000,9.864406779661020,4.0000000,0.288135593220339,0.0000000,59.0000000
2301-200038,1,3860,ME,Title and Escrow,Reverse Mortgage,120000.0000000,0.0000000,120000.0000000,0.0000000,63.0000000,18.644444444444400,21.0000000,0.422222222222222,1.0000000,45.0000000
17-500060,2,3860,IN,Title Only,Refinance,147700.0000000,151699.0000000,-3999.0000000,1.0000000,50.0000000,26.714285714285700,21.0000000,0.619047619047619,0.0000000,42.0000000
17-500061,2,3863,CA,Title Only,Refinance,187000.0000000,193498.0000000,-6498.0000000,1.0000000,40.0000000,12.466666666666700,18.0000000,0.177777777777778,1.0000000,45.0000000
17-500062,2,3863,CA,Title & Sub-Escrow,Refinance,417000.0000000,403000.0000000,14000.0000000,1.0000000,56.0000000,19.500000000000000,17.0000000,0.476190476190476,0.0000000,42.0000000
17-500063,2,3863,AZ,Escrow Only,Refinance,310000.0000000,0.0000000,310000.0000000,0.0000000,19.0000000,19.968750000000000,2.0000000,0.156250000000000,0.0000000,32.0000000
2301-200040,1,3860,TN,Title and Escrow,Reverse Mortgage,72072.0000000,65000.0000000,7072.0000000,1.0000000,75.0000000,19.774193548387100,20.0000000,0.467741935483871,0.0000000,62.0000000
17-500064,2,3863,AZ,Title & Sub-Escrow,Refinance,400000.0000000,852227.4200000,-452227.4200000,2.0000000,65.0000000,19.333333333333300,19.0000000,0.688888888888889,1.0000000,45.0000000
17-500065,2,3863,NV,Title & Sub-Escrow,Refinance,292000.0000000,311250.0000000,-19250.0000000,1.0000000,59.0000000,8.552083333333330,19.0000000,0.250000000000000,0.0000000,96.0000000
2301-200042,1,3860,AL,Title and Escrow,Reverse Mortgage,147618.0000000,0.0000000,147618.0000000,0.0000000,119.0000000,55.142857142857100,20.0000000,1.942857142857140,0.0000000,35.0000000
17-500067,2,3863,CA,LCP - Title Only,Refinance,30000.0000000,260356.0000000,-230356.0000000,1.0000000,38.0000000,9.888888888888890,6.0000000,0.177777777777778,1.0000000,45.0000000
17-500069,2,3863,CA,Title & Full Escrow,Refinance,179244.0000000,199327.0000000,-20083.0000000,2.0000000,84.0000000,15.513513513513500,19.0000000,0.378378378378378,0.0000000,74.0000000
2301-200043,1,3860,IL,Title and Escrow,Reverse Mortgage,175000.0000000,125000.0000000,50000.0000000,1.0000000,55.0000000,12.622222222222200,18.0000000,0.222222222222222,1.0000000,45.0000000
17-500070,2,3863,CA,Title & Full Escrow,Refinance,262500.0000000,229500.0000000,33000.0000000,1.0000000,80.0000000,24.367346938775500,18.0000000,0.469387755102041,0.0000000,49.0000000
17-500071,2,3863,CA,Title & Full Escrow,Refinance,212000.0000000,262670.0000000,-50670.0000000,2.0000000,73.0000000,12.000000000000000,21.0000000,0.210526315789474,0.0000000,76.0000000
17-500072,2,3863,CA,Title Only,Refinance,80000.0000000,198475.0000000,-118475.0000000,2.0000000,48.0000000,26.185185185185200,20.0000000,0.703703703703704,0.0000000,27.0000000
17-500074,2,3863,CA,LCP - Title Only,Refinance,95000.0000000,75000.0000000,20000.0000000,1.0000000,40.0000000,11.688888888888900,4.0000000,0.222222222222222,1.0000000,45.0000000
17-500076,2,3863,CA,Title & Full Escrow,Refinance,319000.0000000,299000.0000000,20000.0000000,1.0000000,69.0000000,22.959183673469400,20.0000000,0.346938775510204,0.0000000,49.0000000
17-500078,2,3863,CA,LCP - Title Only,Refinance,80000.0000000,194778.0000000,-114778.0000000,2.0000000,48.0000000,55.736842105263200,7.0000000,0.842105263157895,0.0000000,19.0000000
17-500079,2,3860,OH,Title Only & Sub Escrow,Refinance,213000.0000000,240000.0000000,-27000.0000000,1.0000000,94.0000000,7.995454545454550,22.0000000,0.240909090909091,0.0000000,220.0000000
2301-200044,1,3860,PA,Title and Escrow,Reverse Mortgage,170000.0000000,50000.0000000,120000.0000000,1.0000000,52.0000000,11.800000000000000,19.0000000,0.177777777777778,1.0000000,45.0000000
17-500081,2,3863,CA,Reverse Mortgage - Title Only,Refinance,225000.0000000,81000.0000000,144000.0000000,1.0000000,35.0000000,10.755555555555600,22.0000000,0.133333333333333,1.0000000,45.0000000
17-500082,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),50000.0000000,179250.0000000,-129250.0000000,1.0000000,41.0000000,6.359550561797750,8.0000000,0.179775280898876,0.0000000,89.0000000
2301-200047,1,3860,VA,Title and Escrow,Reverse Mortgage,204360.0000000,251994.0000000,-47634.0000000,2.0000000,80.0000000,25.474576271186400,28.0000000,0.813559322033898,0.0000000,59.0000000
2301-200048,1,3863,AZ,Title and Escrow,Reverse Mortgage,131040.0000000,108400.0000000,22640.0000000,1.0000000,88.0000000,25.550000000000000,19.0000000,0.783333333333333,0.0000000,60.0000000
17-500085,2,3863,CA,Title & Full Escrow,Refinance,119000.0000000,125000.0000000,-6000.0000000,1.0000000,73.0000000,13.162162162162200,17.0000000,0.189189189189189,0.0000000,74.0000000
17-500086,2,3863,CA,Title & Full Escrow,Refinance,142250.0000000,152157.5300000,-9907.5300000,4.0000000,81.0000000,16.878378378378400,23.0000000,0.283783783783784,0.0000000,74.0000000
17-500087,2,3863,CA,Title & Full Escrow,Refinance,267000.0000000,292481.6700000,-25481.6700000,2.0000000,74.0000000,14.546666666666700,21.0000000,0.226666666666667,0.0000000,75.0000000
17-500088,2,3863,CA,Title & Full Escrow,Refinance,40000.0000000,229552.0000000,-189552.0000000,1.0000000,52.0000000,11.400000000000000,22.0000000,0.222222222222222,1.0000000,45.0000000
2301-200050,1,3860,GA,Title and Escrow,Reverse Mortgage,215000.0000000,143560.0000000,71440.0000000,1.0000000,76.0000000,17.266666666666700,20.0000000,0.377777777777778,1.0000000,45.0000000
2301-200051,1,3860,IL,Title and Escrow,Reverse Mortgage,68000.0000000,24999.0000000,43001.0000000,1.0000000,81.0000000,17.400000000000000,18.0000000,0.466666666666667,1.0000000,45.0000000
17-500089,2,3860,MS,Title & Sub-Escrow,Refinance,94000.0000000,79591.0000000,14409.0000000,1.0000000,36.0000000,13.622222222222200,23.0000000,0.155555555555556,1.0000000,45.0000000
2301-200052,1,3863,FL,Title and Escrow,Reverse Mortgage,384682.5000000,111300.0000000,273382.5000000,2.0000000,81.0000000,21.500000000000000,32.0000000,0.588235294117647,0.0000000,68.0000000
17-500090,2,3863,FL,Title Only,Refinance,159135.0000000,159137.0000000,-2.0000000,1.0000000,69.0000000,31.794117647058800,32.0000000,0.735294117647059,0.0000000,34.0000000
17-500092,2,3860,IA,Title Only,Refinance,166998.0000000,166999.0000000,-1.0000000,1.0000000,43.0000000,36.392857142857100,25.0000000,0.642857142857143,0.0000000,28.0000000
17-500094,2,3863,CA,LCP - Title Only,Refinance,40000.0000000,352000.0000000,-312000.0000000,1.0000000,35.0000000,9.800000000000000,4.0000000,0.111111111111111,1.0000000,45.0000000
2301-200054,1,3863,CA,Title and Escrow,Reverse Mortgage,370921.5000000,347871.9500000,23049.5500000,3.0000000,70.0000000,36.234042553191500,20.0000000,1.063829787234040,0.0000000,47.0000000
17-500095,2,3863,CA,LCP - Title Only,Refinance,96100.0000000,237500.0000000,-141400.0000000,1.0000000,37.0000000,12.857142857142900,4.0000000,0.404761904761905,0.0000000,42.0000000
2301-200055,1,3863,CA,Title and Escrow,Reverse Mortgage,270000.0000000,133000.0000000,137000.0000000,1.0000000,47.0000000,9.866666666666670,18.0000000,0.088888888888889,1.0000000,45.0000000
17-500096,2,3863,CA,Title & Sub-Escrow,Refinance,184000.0000000,140924.0000000,43076.0000000,1.0000000,74.0000000,22.446428571428600,18.0000000,0.642857142857143,0.0000000,56.0000000
2301-200057,1,3860,CO,Title and Escrow,Reverse Mortgage,335000.0000000,120000.0000000,215000.0000000,1.0000000,61.0000000,19.311111111111100,20.0000000,0.555555555555556,1.0000000,45.0000000
2301-200058,1,3863,CA,Title and Escrow,Reverse Mortgage,148264.0000000,80000.0000000,68264.0000000,1.0000000,66.0000000,25.615384615384600,22.0000000,0.615384615384615,0.0000000,52.0000000
17-500097,2,3863,CA,Title Only,Refinance,68000.0000000,0.0000000,68000.0000000,0.0000000,34.0000000,10.244444444444400,20.0000000,0.177777777777778,1.0000000,45.0000000
2301-200059,1,3863,CA,Title and Escrow,Reverse Mortgage,370921.5000000,130000.0000000,240921.5000000,1.0000000,112.0000000,131.722222222222000,18.0000000,3.333333333333330,0.0000000,18.0000000
2301-200060,1,3860,IL,Title and Escrow,Reverse Mortgage,142000.0000000,0.0000000,142000.0000000,0.0000000,58.0000000,12.111111111111100,18.0000000,0.244444444444444,1.0000000,45.0000000
17-500098,2,3863,CA,LCP & Sub-Escrow,Refinance,46600.0000000,402000.0000000,-355400.0000000,1.0000000,78.0000000,36.605263157894700,4.0000000,0.526315789473684,0.0000000,38.0000000
17-500099,2,3863,CA,LCP - Title Only,Refinance,50000.0000000,396000.0000000,-346000.0000000,1.0000000,53.0000000,16.229166666666700,4.0000000,0.333333333333333,0.0000000,48.0000000
17-500100,2,3863,CA,Title Only,Refinance,168000.0000000,284058.0000000,-116058.0000000,2.0000000,57.0000000,22.658536585365900,20.0000000,0.829268292682927,0.0000000,41.0000000
2301-200063,1,3860,AL,Title and Escrow,Reverse Mortgage,51240.0000000,50000.0000000,1240.0000000,1.0000000,90.0000000,27.133333333333300,20.0000000,0.822222222222222,1.0000000,45.0000000
2301-200064,1,3863,CA,Title and Escrow,Reverse Mortgage,261796.3100000,417440.0000000,-155643.6900000,2.0000000,84.0000000,74.640000000000000,21.0000000,1.640000000000000,0.0000000,25.0000000
17-500101,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),130000.0000000,270283.0000000,-140283.0000000,1.0000000,41.0000000,17.147058823529400,3.0000000,0.382352941176471,0.0000000,34.0000000
2301-200065,1,3860,PA,Title and Escrow,Reverse Mortgage,148000.0000000,149952.9000000,-1952.9000000,4.0000000,53.0000000,17.533333333333300,26.0000000,0.222222222222222,1.0000000,45.0000000
17-500102,2,3863,AZ,Property Report / O&E - Title Only,Uninsured (Info Products),80000.0000000,135000.0000000,-55000.0000000,1.0000000,52.0000000,15.145833333333300,4.0000000,0.270833333333333,0.0000000,48.0000000
17-500103,2,3863,CA,LCP - Title Only,Refinance,60000.0000000,130000.0000000,-70000.0000000,1.0000000,35.0000000,9.977777777777780,4.0000000,0.133333333333333,1.0000000,45.0000000
2301-200066,1,3863,CA,Title and Escrow,Reverse Mortgage,50288.4200000,0.0000000,50288.4200000,0.0000000,105.0000000,55.848484848484900,17.0000000,1.818181818181820,0.0000000,33.0000000
2301-200067,1,3863,CA,Title and Escrow,Reverse Mortgage,362164.5000000,325000.0000000,37164.5000000,2.0000000,88.0000000,56.142857142857100,20.0000000,1.714285714285710,0.0000000,28.0000000
2301-200068,1,3863,CA,Title and Escrow,Reverse Mortgage,234255.0000000,59.2300000,234195.7700000,1.0000000,103.0000000,49.404255319148900,17.0000000,2.000000000000000,0.0000000,47.0000000
2301-200069,1,3863,CA,Title and Escrow,Reverse Mortgage,288355.5000000,69824.0300000,218531.4700000,3.0000000,71.0000000,27.783333333333300,20.0000000,0.833333333333333,0.0000000,60.0000000
17-500106,2,3863,CA,Title & Sub-Escrow,Refinance,132000.0000000,123556.0000000,8444.0000000,2.0000000,95.0000000,30.433962264150900,23.0000000,0.735849056603774,0.0000000,53.0000000
2301-200070,1,3860,UT,Title and Escrow,Reverse Mortgage,354658.5000000,233700.0000000,120958.5000000,1.0000000,96.0000000,29.461538461538500,21.0000000,0.903846153846154,0.0000000,52.0000000
17-500107,2,3863,CA,Title & Full Escrow,Refinance,625500.0000000,762000.0000000,-136500.0000000,2.0000000,85.0000000,28.346938775510200,20.0000000,0.918367346938776,0.0000000,49.0000000
17-500109,2,3863,CA,Title & Full Escrow,Refinance,382500.0000000,248000.0000000,134500.0000000,1.0000000,85.0000000,27.448979591836700,19.0000000,0.693877551020408,0.0000000,49.0000000
17-500110,2,3863,CA,LCP - Title Only,Refinance,100.0000000,1306.6500000,-1206.6500000,1.0000000,33.0000000,2.184210526315790,7.0000000,0.017543859649123,0.0000000,228.0000000
2301-200074,1,3863,NV,Title and Escrow,Reverse Mortgage,74090.0000000,0.0000000,74090.0000000,0.0000000,87.0000000,79.708333333333300,25.0000000,1.750000000000000,0.0000000,24.0000000
17-500112,2,3863,CA,Title Only,Refinance,200000.0000000,185600.0000000,14400.0000000,1.0000000,60.0000000,26.200000000000000,19.0000000,0.825000000000000,0.0000000,40.0000000
