"vCoverageType(p0)","vCoverageType(p1)","vCoverageType(p2)","vTransaction(p0)","vTransaction(p1)","vTransaction(p2)","vTransaction(p3)","vTransaction(p4)","nLoanAmount","nLiens","nActions","nAuditEntries","nTotalNotes","oCancelled","oNumDays"
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0539568345323741,0.05,0.118110236220472,0.0183073410305016,0.00634920634920653,1,0.187772925764192
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.021382893685052,0,0.350393700787402,0.0922856546348704,0.0523286237571951,0,0.161572052401747
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.199840127897682,0,0.0511811023622047,0.00954032397036015,0.00634920634920653,1,0.187772925764192
0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.00959232613908873,0.05,0.125984251968504,0.0367270644791339,0.0126671358198453,0,0.117903930131004
0.5,0.5,1,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0233413269384492,0.05,0.240157480314961,0.0429023780803033,0.0244897959183673,1,0.187772925764192
0.5,0.5,1,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0320245883293365,0,0.295275590551181,0.0815137064383144,0.0502354788069073,0,0.161572052401747
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0511590727418066,0.1,0.208661417322835,0.0455495653811781,0.0237304224015188,0,0.179039301310044
0.5,0.5,1,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0127897681854516,0.05,0.18503937007874,0.026837411683612,0.00634920634920653,1,0.187772925764192
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0287609912070344,0.05,0.15748031496063,0.0244205583318973,0.00907029478458041,1,0.187772925764192
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.5,0.5,1,0.00959232613908873,0.05,0.122047244094488,0.0233922109253834,0.00897959183673469,0,0.209606986899563
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0161960991207034,0.1,0.271653543307087,0.0853380857771334,0.0540216086434576,0,0.139737991266376
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0139741007194245,0,0.397637795275591,0.0857787417648696,0.0523286237571951,0,0.161572052401747
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.5,0.5,1,0.00799360511590727,0.05,0.12992125984252,0.0410656348975264,0.0168895144264604,0,0.117903930131004
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.00399680255795364,0.05,0.251968503937008,0.0844308176604723,0.0398671096345514,0,0.179039301310044
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0368538768984812,0.1,0.133858267716535,0.0260317938997071,0.0126984126984127,1,0.187772925764192
0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.0134292565947242,0.05,0.161417322834646,0.00418742587505449,0.00480192076830735,0,0.882096069868996
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0399680255795364,0,0.133858267716535,0.0230936584525246,0.00907029478458041,1,0.187772925764192
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.00799360511590727,0,0.326771653543307,0.0513967125539927,0.0327868852459016,0,0.25764192139738
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.5,0.5,1,0.00951239008792966,0.1,0.12992125984252,0.0344264666059427,0.0174927113702625,0,0.14410480349345
0.5,0.5,1,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.045624620303757,0,0.358267716535433,0.076156261004428,0.0390417036379771,0,0.192139737991266
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.5,0.5,1,0.0323581135091926,0.1,0.200787401574803,0.0335872548031434,0.0177127454755486,0,0.222707423580786
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.1,0,0.165354330708661,0.0202503015681545,0.00816326530612245,1,0.187772925764192
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0152677857713829,0.05,0.125984251968504,0.0480514686220564,0.0112596762843069,0,0.117903930131004
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.5,0.5,1,0.00460431654676259,0.1,0.110236220472441,0.0432716876526409,0.0225193525686135,0,0.117903930131004
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0159872102318145,0,0.177165354330709,0.030730485857998,0.018482864844051,0,0.222707423580786
0.5,0.5,1,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0522302158273381,0.05,0.393700787401575,0.123409798177413,0.0600240096038416,0,0.139737991266376
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0103916866506795,0.1,0.224409448818898,0.100432965707393,0.0423280423280425,0,0.109170305676856
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.00562749800159872,0.1,0.181102362204724,0.0408129415819404,0.0252319109461967,0,0.231441048034935
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.5,0.5,1,0.00399680255795364,0.05,0.114173228346457,0.0446320868516285,0.0174927113702625,0,0.11353711790393
0.5,0.5,1,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0575,0.05,0.251968503937008,0.0451652162674479,0.0270108043217286,0,0.2882096069869
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.00182190247801759,0.1,0.34251968503937,0.0859623101351518,0.0680272108843539,0,0.174672489082969
0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.0159872102318145,0.05,0.133858267716535,0.0439466347455749,0.0116618075801751,0,0.11353711790393
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.5,0.5,1,0.0119904076738609,0.05,0.12992125984252,0.02814608491629,0.0136054421768706,0,0.161572052401747
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.00559552358113509,0.05,0.18503937007874,0.0280178356022747,0.00964749536178122,0,0.231441048034935
0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.0159872102318145,0.05,0.12992125984252,0.0645542913375115,0.0322234156820624,0,0.074235807860262
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.00799360511590727,0.05,0.137795275590551,0.0274060830604859,0.0181405895691608,1,0.187772925764192
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.00639488409272582,0.05,0.21259842519685,0.0282050367266931,0.00956632653061225,0,0.270742358078603
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.043554756195044,0.05,0.181102362204724,0.0439923315526452,0.0181405895691608,1,0.187772925764192
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.00720599520383693,0,0.322834645669291,0.0208189729450284,0.0117070083847494,0,0.554585152838428
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.00583533173461231,0.05,0.515748031496063,0.0495289792635993,0.0355253212396069,0,0.462882096069869
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0121502797761791,0.1,0.153543307086614,0.022951490608306,0.00997732426303837,1,0.187772925764192
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0301886490807354,0.05,0.208661417322835,0.0464218784618793,0.0269679300291547,0,0.235807860262009
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0201486810551559,0.1,0.18503937007874,0.0383868565520298,0.0196793002915453,0,0.235807860262009
0.5,0.5,1,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0249880095923261,0,0.240157480314961,0.0461603911769775,0.0183673469387755,0,0.253275109170306
0.5,0.5,1,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0855315747402078,0.1,0.224409448818898,0.0283538686886094,0.0126984126984127,1,0.187772925764192
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0159872102318145,0.05,0.118110236220472,0.0242370509017714,0.0138949196699955,0,0.196506550218341
0.5,0.5,1,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.1,0,0.118110236220472,0.00920859900051698,0.000907029478457959,1,0.187772925764192
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0294324540367706,0.05,0.401574803149606,0.0989579743236257,0.076530612244898,0,0.165938864628821
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.00447641886490807,0.05,0.118110236220472,0.0176864611232647,0.0117606364579731,0,0.248908296943231
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0191846522781775,0,0.208661417322835,0.036410046527658,0.0172335600907029,1,0.187772925764192
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0236131095123901,0.05,0.15748031496063,0.0536191255754412,0.0252672497570457,0,0.174672489082969
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0298960831334932,0.05,0.118110236220472,0.0232358262967431,0.00725623582766449,1,0.187772925764192
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0666666666666667,0.05,0.181102362204724,0.0382345338617956,0.0194363459669584,0,0.174672489082969
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0495603517186251,0,0.0354330708661417,0.039234151516457,0.00637755102040816,0,0.131004366812227
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0115223021582734,0.05,0.255905511811024,0.0388192564468879,0.0190915075707702,0,0.262008733624454
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0639488409272582,0.1,0.216535433070866,0.0378791142512493,0.0281179138321996,1,0.187772925764192
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0466826538768985,0.05,0.192913385826772,0.0148879081940376,0.0102040816326531,0,0.410480349344978
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0236,0,0.429133858267717,0.114243556288619,0.0793002915451894,0,0.14410480349345
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.00479616306954436,0.05,0.110236220472441,0.0177386696536274,0.00725623582766449,1,0.187772925764192
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0286561151079137,0.1,0.291338582677165,0.0297332810149456,0.0154440154440155,0,0.314410480349345
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0279776179056755,0.05,0.177165354330709,0.0235675512665862,0.00907029478458041,1,0.187772925764192
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0419664268585132,0.05,0.275590551181102,0.0486142371820346,0.0191586838817159,0,0.205240174672489
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0338928856914468,0.1,0.248031496062992,0.0222406513872135,0.0085929108485498,0,0.323144104803493
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0127897681854516,0.1,0.149606299212598,0.0524908093514849,0.0287226001511714,0,0.109170305676856
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0151878497202238,0.05,0.118110236220472,0.0215772014475272,0.00907029478458041,1,0.187772925764192
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0509992006394884,0.05,0.232283464566929,0.0456113041459907,0.0141607663473551,0,0.205240174672489
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0127897681854516,0.1,0.149606299212598,0.115510239712671,0.0343716433942,0,0.074235807860262
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.034052757793765,0.05,0.330708661417323,0.0137008874719973,0.00983302411873837,0,0.951965065502183
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0271782573940847,0.05,0.165354330708661,0.021814147854558,0.00725623582766449,1,0.187772925764192
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0359712230215827,0.05,0.0984251968503937,0.0195868516284681,0.00544217687074816,1,0.187772925764192
0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.00799360511590727,0.05,0.122047244094488,0.0102122933314229,0.00733776656730123,0,0.379912663755459
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0326714628297362,0.1,0.275590551181102,0.0509754232906999,0.0332065029401592,0,0.248908296943231
0.5,0.5,1,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0209496402877698,0.05,0.307086614173228,0.0511362657246252,0.0319727891156461,0,0.253275109170306
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0190247801758593,0.05,0.248031496062992,0.0247189827256173,0.00772200772200776,0,0.314410480349345
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0227418065547562,0.2,0.279527559055118,0.0326438794472571,0.0115830115830114,0,0.314410480349345
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0426858513189448,0.1,0.251968503937008,0.0276714630363606,0.00925170068027224,0,0.318777292576419
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.00639488409272582,0.05,0.165354330708661,0.0209611407892469,0.00907029478458041,1,0.187772925764192
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0343725019984013,0.05,0.259842519685039,0.0334719110804757,0.0154195011337869,1,0.187772925764192
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0108713029576339,0.05,0.279527559055118,0.0337562467689126,0.0190476190476192,1,0.187772925764192
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0150279776179057,0.05,0.102362204724409,0.0257000689298638,0.00634920634920653,1,0.187772925764192
0.5,0.5,1,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0615,0.1,0.279527559055118,0.0424995691883509,0.0240096038415367,0,0.2882096069869
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0254412470023981,0.05,0.232283464566929,0.0644519568985615,0.0300120048019208,0,0.139737991266376
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0266983213429257,0.05,0.12992125984252,0.0742588501021638,0.0262390670553935,0,0.11353711790393
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.00639488409272582,0.05,0.0984251968503937,0.0175491125280028,0.0045351473922902,1,0.187772925764192
0.5,0.5,1,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0593,0.15,0.236220472440945,0.0739201751845157,0.0434216239687363,0,0.196506550218341
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0153637090327738,0.05,0.106299212598425,0.024068523670023,0.0165208940719147,0,0.174672489082969
0.5,0.5,1,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0431654676258993,0.05,0.145669291338583,0.0176912803722213,0.00362811791383224,1,0.187772925764192
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0294164668265388,0.05,0.251968503937008,0.0445178448339529,0.0262390670553935,0,0.235807860262009
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0535571542765787,0.05,0.200787401574803,0.0378317249698432,0.0226757369614514,1,0.187772925764192
0.5,0.5,1,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0237032773780975,0.05,0.220472440944882,0.0512756995718395,0.0251177394034539,0,0.218340611353712
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0108713029576339,0,0.094488188976378,0.018496898156126,0.00725623582766449,1,0.187772925764192
0.5,0.5,1,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0593,0.05,0.401574803149606,0.27755040496295,0.136054421768707,0,0.0698689956331878
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0227018385291767,0,0.188976377952756,0.0224775977942443,0.00997732426303837,1,0.187772925764192
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.00745003996802558,0.05,0.267716535433071,0.0747118096810179,0.0214822771213747,0,0.157205240174672
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.00799360511590727,0.05,0.169291338582677,0.0312594240048252,0.0136054421768706,0,0.200873362445415
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0268585131894484,0.1,0.18503937007874,0.044970168920197,0.0338476854156298,0,0.170305676855895
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.00819184652278178,0.05,0.31496062992126,0.0545127520248147,0.0335600907029478,1,0.187772925764192
0.5,0.5,1,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0418539248601119,0.1,0.291338582677165,0.155821557814923,0.0669387755102041,0,0.100436681222707
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.5,0.5,1,0.0207833733013589,0.05,0.122047244094488,0.0332168452423189,0.0156062424969988,0,0.139737991266376
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0236610711430855,0.2,0.169291338582677,0.0340405824573496,0.00907029478458041,1,0.187772925764192
0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.0127897681854516,0.05,0.165354330708661,0.0289491965362743,0.0110544217687073,0,0.200873362445415
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.00959232613908873,0.05,0.0984251968503937,0.0179282267792521,0.00544217687074816,1,0.187772925764192
0.5,0.5,1,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.00803971223021583,0,0.374015748031496,0.115748319834568,0.0742115027829314,0,0.135371179039301
0.5,0.5,1,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0579,0.1,0.307086614173228,0.116376073951897,0.0699708454810494,0,0.11353711790393
0.5,0.5,1,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0374508393285372,0.05,0.366141732283465,0.102005886537044,0.0816326530612245,0,0.196506550218341
0.5,0.5,1,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0461,0.15,0.240157480314961,0.0558988885059451,0.0340136054421767,0,0.253275109170306
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0211031175059952,0.1,0.334645669291339,0.0615514015197083,0.0300346553715824,0,0.222707423580786
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0567,0.05,0.338582677165354,0.0594776905844458,0.0368916797488224,0,0.218340611353712
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.1,0.1,0.295275590551181,0.0571007870665068,0.0374843815077053,0,0.205240174672489
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0611510791366906,0.05,0.295275590551181,0.0551858732464207,0.0283215326947106,0,0.205240174672489
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0000159872102318146,0.05,0.0905511811023622,0.00130830695556745,0.000716075904045714,0,0.986899563318777
0.5,0.5,1,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0118449240607514,0,0.303149606299213,0.166629868171635,0.0714285714285714,0,0.0960698689956332
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0319744204636291,0.05,0.196850393700787,0.0525224022057556,0.0336734693877551,0,0.165938864628821
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.00563549160671463,0.05,0.149606299212598,0.0202801109548453,0.00724160631994735,0,0.262008733624454
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.5,0.5,1,0.0183852917665867,0.1,0.12992125984252,0.0240486554930358,0.0106477373558118,0,0.192139737991266
0.908248290463863,0.264297739604484,0.333333333333333,0.5,0.5,0.5,0.5,1,0.0183852917665867,0.1,0.0669291338582677,0.000239825593794942,0.00141442715700163,0,0.873362445414847
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0607513988808953,0.05,0.122047244094488,0.0184021195933138,0.00725623582766449,1,0.187772925764192
0.5,0.5,1,0.5,0.5,0.974341649025257,0.377525512860841,0.4,0.0378177458033573,0.05,0.322834645669291,0.109140746165776,0.064139941690962,0,0.11353711790393
0.5,0.5,1,0.5,0.947213595499958,0.341886116991581,0.377525512860841,0.4,0.0421440447641886,0.05,0.283464566929134,0.0341499423375178,0.0207221350078494,0,0.275109170305677
