sFileNumber,vCoverageType,vProduct,nLiens,nAuditEntries,nTotalNotes,oCancelled,oNumDays
17-513057,3860,Title & Full Escrow,2.00,916.00,16.00,0.00,38.00
2301-206978,3860,Title and Escrow,0.00,1428.00,44.00,0.00,34.00
17-513061,3863,LCP - Title Only,1.00,510.00,10.00,0.00,30.00
2301-206979,3860,Title and Escrow,0.00,1097.00,38.00,0.00,24.00
2301-206980,3863,Title and Escrow,1.00,1192.00,54.00,0.00,42.00
17-513064,3863,Title & Full Escrow,1.00,854.00,12.00,0.00,35.00
2301-206981,3860,Title and Escrow,0.00,1282.00,44.00,0.00,27.00
17-513065,3860,Title & Sub-Escrow,1.00,847.00,22.00,0.00,27.00
17-513066,3860,Title & Sub-Escrow,2.00,1164.00,34.00,0.00,28.00
17-513067,3863,Property Report / O&E - Title Only,2.00,503.00,9.00,0.00,29.00
17-513070,3863,LCP - Title Only,2.00,481.00,10.00,0.00,17.00
2301-206984,3863,Title and Escrow,1.00,1287.00,37.00,0.00,36.00
17-513073,3862,Title & Full Escrow,1.00,902.00,20.00,0.00,34.00
17-513075,3863,LCP - Title Only,1.00,540.00,10.00,0.00,16.00
2301-206989,3863,Title and Escrow,0.00,501.00,18.00,1.00,45.00
2301-206990,3863,Title and Escrow,1.00,1112.00,58.00,0.00,43.00
17-513082,3863,Property Report / O&E & Full Escrow,2.00,703.00,17.00,0.00,37.00
17-513085,3860,Property Report / O&E - Title Only,2.00,698.00,13.00,0.00,35.00
2301-206991,3863,Title and Escrow,1.00,1283.00,50.00,0.00,35.00
17-513088,3863,Title & Sub-Escrow,1.00,874.00,16.00,0.00,34.00
17-513089,3863,Title Only,1.00,493.00,11.00,0.00,35.00
17-513097,3860,Property Report / O&E - Title Only,1.00,503.00,10.00,0.00,24.00
17-513098,3860,Property Report / O&E - Title Only,1.00,509.00,12.00,0.00,35.00
17-513099,3863,Legal & Vesting - Title Only,0.00,372.00,6.00,0.00,21.00
17-513100,3860,Property Report / O&E - Title Only,1.00,510.00,13.00,0.00,34.00
2301-206994,3863,Title and Escrow,1.00,453.00,8.00,1.00,45.00
17-513103,3863,Title Only,0.00,259.00,4.00,1.00,45.00
2301-206998,3860,Title and Escrow,0.00,1347.00,57.00,0.00,43.00
2301-207000,3863,Title and Escrow,2.00,1435.00,52.00,0.00,27.00
17-513127,3863,LCP - Title Only,1.00,607.00,7.00,0.00,28.00
17-513128,3863,Title & Sub-Escrow,1.00,312.00,5.00,1.00,45.00
2301-207007,3860,Title and Escrow,1.00,1224.00,67.00,0.00,42.00
17-513130,3863,Title & Sub-Escrow,1.00,918.00,18.00,0.00,22.00
2301-207009,3863,Title and Escrow,1.00,1353.00,38.00,0.00,44.00
2301-207010,3863,Title and Escrow,0.00,1381.00,40.00,0.00,30.00
17-513132,3862,Title Only,1.00,694.00,19.00,0.00,42.00
2301-207021,3863,Title and Escrow,0.00,1003.00,34.00,0.00,26.00
17-513134,3863,Title & Sub-Escrow,1.00,491.00,13.00,1.00,45.00
17-513137,3862,Title & Sub-Escrow,0.00,407.00,11.00,1.00,45.00
2301-207024,3863,Title and Escrow,2.00,1150.00,37.00,0.00,21.00
2301-207025,3860,Title and Escrow,1.00,1335.00,47.00,0.00,30.00
2301-207026,3863,Title and Escrow,1.00,1493.00,46.00,0.00,34.00
17-513139,3860,TSG - Trustee Sale Guarantee,1.00,439.00,4.00,0.00,0.00
17-513140,3863,Title & Sub-Escrow,2.00,780.00,15.00,0.00,33.00
17-513141,3863,TSG - Trustee Sale Guarantee,1.00,436.00,3.00,0.00,0.00
17-513143,3860,TSG - Trustee Sale Guarantee,3.00,496.00,7.00,0.00,0.00
17-513144,3860,TSG - Trustee Sale Guarantee,3.00,468.00,5.00,0.00,0.00
17-513146,3863,TSG - Trustee Sale Guarantee,1.00,436.00,3.00,0.00,0.00
17-513147,3860,TSG - Trustee Sale Guarantee,1.00,442.00,4.00,0.00,0.00
17-513148,3863,TSG - Trustee Sale Guarantee,1.00,435.00,3.00,0.00,0.00
17-513150,3863,TSG - Trustee Sale Guarantee,1.00,447.00,3.00,0.00,0.00
17-513152,3863,TSG - Trustee Sale Guarantee,8.00,786.00,4.00,0.00,0.00
17-513153,3860,Title Only,0.00,290.00,4.00,1.00,45.00
17-513154,3863,TSG - Trustee Sale Guarantee,3.00,499.00,4.00,0.00,0.00
17-513155,3863,TSG - Trustee Sale Guarantee,3.00,725.00,13.00,0.00,0.00
17-513156,3863,Title & Sub-Escrow,1.00,684.00,12.00,0.00,44.00
17-513157,3863,TSG - Trustee Sale Guarantee,4.00,466.00,3.00,0.00,0.00
17-513158,3863,TSG - Trustee Sale Guarantee,6.00,498.00,3.00,0.00,0.00
17-513159,3863,TSG - Trustee Sale Guarantee,2.00,436.00,3.00,0.00,0.00
17-513160,3863,TSG - Trustee Sale Guarantee,3.00,423.00,3.00,0.00,0.00
17-513162,3863,TSG - Trustee Sale Guarantee,2.00,512.00,3.00,0.00,0.00
2301-207029,3863,Title and Escrow,0.00,1336.00,55.00,0.00,42.00
2301-207032,3863,Title and Escrow,1.00,1232.00,38.00,0.00,27.00
2301-207033,3860,Title and Escrow,1.00,1143.00,45.00,0.00,28.00
17-513167,3863,Title & Full Escrow,1.00,744.00,11.00,0.00,35.00
17-513169,3863,Title & Full Escrow,1.00,903.00,12.00,0.00,33.00
2301-207035,3860,Title and Escrow,0.00,1091.00,40.00,0.00,41.00
2301-207036,3863,Title and Escrow,0.00,1464.00,48.00,0.00,26.00
2301-207037,3860,Title and Escrow,2.00,1233.00,47.00,0.00,26.00
17-513173,3862,Title & Full Escrow,1.00,835.00,16.00,0.00,29.00
17-513175,3863,LCP - Title Only,0.00,201.00,3.00,1.00,45.00
17-513178,3860,Title & Full Escrow,2.00,1034.00,20.00,0.00,34.00
17-513180,3860,Title & Sub-Escrow,0.00,1338.00,35.00,0.00,27.00
17-513181,3862,Title Only,2.00,747.00,20.00,0.00,30.00
2301-207040,3863,Title and Escrow,1.00,1281.00,40.00,0.00,42.00
2301-207041,3863,Title and Escrow,1.00,1238.00,34.00,0.00,35.00
2301-207042,3863,Title and Escrow,0.00,1286.00,34.00,0.00,27.00
17-513184,3863,LCP - Title Only,1.00,645.00,11.00,0.00,35.00
17-513189,3860,Property Report / O&E - Title Only,1.00,513.00,11.00,0.00,33.00
17-513190,3863,Title Only,1.00,682.00,12.00,0.00,29.00
17-513193,3862,Title Only,1.00,701.00,14.00,0.00,30.00
2301-207045,3860,Title and Escrow,2.00,587.00,19.00,1.00,45.00
17-513199,3863,LCP - Title Only,1.00,684.00,11.00,0.00,37.00
2301-207048,3863,Title Only,0.00,1081.00,16.00,0.00,28.00
17-513200,3862,Title Only,1.00,778.00,21.00,0.00,41.00
17-513201,3863,LCP - Title Only,1.00,670.00,16.00,0.00,21.00
2301-207050,3863,Title and Escrow,1.00,1086.00,35.00,0.00,26.00
17-513202,3863,Title & Sub-Escrow,1.00,942.00,20.00,0.00,33.00
2301-207051,3860,Title Only,0.00,751.00,20.00,0.00,37.00
2301-207052,3860,Title and Escrow,0.00,559.00,11.00,1.00,45.00
2301-207053,3863,Title and Escrow,1.00,865.00,24.00,1.00,45.00
17-513205,3863,LCP & Sub-Escrow,1.00,959.00,17.00,0.00,23.00
17-513208,3860,Property Report / O&E - Title Only,1.00,508.00,8.00,0.00,23.00
17-513209,3863,Title Only,1.00,618.00,14.00,0.00,33.00
17-513211,3863,LCP - Title Only,1.00,449.00,5.00,1.00,45.00
17-513213,3860,Property Report / O&E - Title Only,1.00,556.00,10.00,0.00,23.00
17-513214,3863,Title & Sub-Escrow,0.00,266.00,5.00,1.00,45.00
17-513218,3860,Title & Full Escrow,2.00,500.00,15.00,1.00,45.00
17-513223,3863,Property Report / O&E & Full Escrow,1.00,702.00,11.00,0.00,22.00
17-513224,3860,Property Report / O&E - Title Only,1.00,551.00,11.00,0.00,33.00
17-513225,3863,Property Report / O&E - Title Only,1.00,563.00,9.00,0.00,27.00
17-513226,3863,LCP - Title Only,1.00,590.00,8.00,0.00,30.00
2301-207059,3863,Title and Escrow,1.00,1792.00,62.00,0.00,27.00
17-513230,3863,Title Only,2.00,542.00,12.00,0.00,27.00
17-513231,3863,LCP - Title Only,1.00,510.00,10.00,0.00,16.00
2301-207061,3863,Title and Escrow,3.00,480.00,6.00,1.00,45.00
17-513233,3863,Title & Full Escrow,2.00,359.00,3.00,1.00,45.00
17-513234,3863,Title & Full Escrow,0.00,1136.00,21.00,0.00,36.00
17-513237,3863,Title & Sub-Escrow,0.00,205.00,4.00,1.00,45.00
2301-207063,3860,Title and Escrow,1.00,928.00,25.00,0.00,36.00
2301-207065,3863,Title and Escrow,1.00,1229.00,39.00,0.00,25.00
2301-207066,3863,Title and Escrow,2.00,485.00,13.00,1.00,45.00
2301-207068,3860,Title and Escrow,1.00,1145.00,44.00,0.00,27.00
17-513243,3863,Title Only,0.00,608.00,10.00,0.00,41.00
17-513245,3860,TSG - Trustee Sale Guarantee,2.00,453.00,7.00,0.00,0.00
17-513246,3860,TSG - Trustee Sale Guarantee,8.00,545.00,10.00,0.00,0.00
17-513247,3860,TSG - Trustee Sale Guarantee,3.00,445.00,7.00,0.00,0.00
17-513249,3860,TSG - Trustee Sale Guarantee,3.00,465.00,7.00,0.00,0.00
17-513250,3860,TSG - Trustee Sale Guarantee,6.00,521.00,11.00,0.00,0.00
17-513253,3863,Title & Sub-Escrow,1.00,872.00,21.00,0.00,33.00
17-513256,3863,Title Only,0.00,214.00,4.00,1.00,45.00
17-513262,3860,Property Report / O&E - Title Only,2.00,556.00,11.00,0.00,32.00
17-513265,3860,Property Report / O&E - Title Only,1.00,533.00,9.00,0.00,32.00
2301-207071,3863,Title and Escrow,1.00,1205.00,34.00,0.00,35.00
17-513268,3863,Title & Full Escrow,1.00,811.00,20.00,0.00,35.00
2301-207075,3863,Title and Escrow,1.00,1528.00,48.00,0.00,33.00
2301-207082,3863,Title and Escrow,0.00,1621.00,50.00,0.00,43.00
2301-207084,3863,Title and Escrow,0.00,1519.00,39.00,0.00,26.00
2301-207085,3863,Title and Escrow,0.00,1309.00,36.00,0.00,42.00
2301-207089,3863,Title and Escrow,1.00,1416.00,42.00,0.00,40.00
2301-207090,3863,Title and Escrow,6.00,319.00,9.00,1.00,45.00
2301-207099,3863,Title and Escrow,1.00,488.00,8.00,1.00,45.00
2301-207100,3863,Title and Escrow,0.00,1687.00,46.00,0.00,32.00
2301-207103,29189,Title and Escrow,0.00,293.00,7.00,1.00,45.00
17-513274,3863,LCP - Title Only,1.00,339.00,5.00,1.00,45.00
2301-207106,3863,Title and Escrow,0.00,1487.00,44.00,0.00,36.00
17-513276,3863,Title & Full Escrow,0.00,948.00,18.00,0.00,12.00
17-513277,3863,LCP - Title Only,1.00,519.00,10.00,0.00,22.00
17-513278,3863,LCP - Title Only,1.00,512.00,9.00,0.00,25.00
17-513279,3863,LCP & Sub-Escrow,3.00,730.00,17.00,0.00,42.00
17-513280,3863,Title & Sub-Escrow,1.00,319.00,4.00,1.00,45.00
17-513284,3863,LCP - Title Only,1.00,524.00,11.00,0.00,22.00
17-513285,3862,Title Only,1.00,639.00,14.00,0.00,35.00
17-513288,3863,Title Only,1.00,547.00,13.00,0.00,21.00
2301-207108,3860,Title and Escrow,1.00,397.00,6.00,1.00,45.00
2301-207109,29189,Title and Escrow,0.00,423.00,18.00,1.00,45.00
17-513289,3863,Title & Sub-Escrow,0.00,241.00,3.00,1.00,45.00
2301-207112,3863,Title and Escrow,1.00,1255.00,42.00,0.00,25.00
17-513295,3862,Title & Full Escrow,2.00,941.00,21.00,0.00,29.00
2301-207114,3863,Title and Escrow,1.00,1200.00,31.00,0.00,34.00
17-513296,3863,Title & Full Escrow,0.00,285.00,6.00,1.00,45.00
17-513299,3863,Property Report / O&E - Title Only,2.00,591.00,13.00,0.00,32.00
2301-207118,3863,Title and Escrow,1.00,1602.00,46.00,0.00,32.00
17-513300,3860,Property Report / O&E - Title Only,1.00,554.00,12.00,0.00,32.00
17-513303,3860,Title & Full Escrow,1.00,825.00,12.00,0.00,22.00
17-513305,3860,Property Report / O&E - Title Only,1.00,483.00,9.00,0.00,33.00
17-513306,3862,Title & Full Escrow,1.00,839.00,16.00,0.00,33.00
17-513307,3863,Title & Full Escrow,2.00,936.00,18.00,0.00,33.00
17-513308,3863,Property Report / O&E & Full Escrow,1.00,638.00,11.00,0.00,43.00
17-513309,3860,Title & Full Escrow,1.00,935.00,18.00,0.00,33.00
2301-207120,3863,Title and Escrow,1.00,1073.00,51.00,0.00,43.00
17-513314,3863,LCP - Title Only,1.00,510.00,12.00,0.00,27.00
2301-207124,3863,Title and Escrow,1.00,1162.00,49.00,0.00,41.00
17-513317,3863,LCP - Title Only,1.00,559.00,10.00,0.00,41.00
2301-207129,3863,Title and Escrow,1.00,1202.00,41.00,0.00,32.00
17-513320,3860,Property Report / O&E - Title Only,1.00,527.00,9.00,0.00,33.00
17-513321,3863,Title Only,2.00,658.00,12.00,0.00,35.00
17-513324,3860,Property Report / O&E - Title Only,1.00,559.00,11.00,0.00,32.00
2301-207133,29189,Title and Escrow,0.00,406.00,17.00,1.00,45.00
17-513326,3863,Title & Full Escrow,1.00,366.00,9.00,1.00,45.00
17-513328,3860,Property Report / O&E - Title Only,1.00,560.00,11.00,0.00,32.00
2301-207134,3863,Title and Escrow,1.00,1198.00,26.00,0.00,26.00
2301-207136,3860,Title and Escrow,0.00,1307.00,52.00,0.00,34.00
2301-207139,3863,Title and Escrow,1.00,309.00,5.00,1.00,45.00
2301-207140,3863,Title and Escrow,1.00,1227.00,44.00,0.00,36.00
17-513331,3863,LCP - Title Only,1.00,578.00,9.00,0.00,36.00
2301-207142,3863,Title and Escrow,1.00,352.00,6.00,1.00,45.00
17-513333,3863,Title Only,1.00,383.00,8.00,1.00,45.00
2301-207148,3860,Title and Escrow,0.00,1694.00,54.00,0.00,33.00
2301-207150,3863,Title and Escrow,1.00,1250.00,42.00,0.00,31.00
2301-207152,3860,Title and Escrow,0.00,1129.00,35.00,0.00,27.00
2301-207153,3860,Title and Escrow,0.00,1170.00,50.00,0.00,39.00
17-513338,3860,TSG - Trustee Sale Guarantee,7.00,464.00,8.00,0.00,0.00
17-513339,3860,TSG - Trustee Sale Guarantee,2.00,400.00,5.00,0.00,0.00
17-513340,3863,Title & Full Escrow,2.00,900.00,11.00,0.00,25.00
17-513341,3863,TSG - Trustee Sale Guarantee,0.00,293.00,4.00,1.00,45.00
17-513342,3863,Title & Full Escrow,1.00,1272.00,26.00,0.00,31.00
17-513343,3860,TSG - Trustee Sale Guarantee,8.00,541.00,4.00,0.00,0.00
17-513344,3863,Title & Full Escrow,2.00,1233.00,14.00,0.00,42.00
17-513345,3860,TSG - Trustee Sale Guarantee,1.00,457.00,4.00,0.00,0.00
17-513348,3863,LCP - Title Only,1.00,607.00,11.00,0.00,39.00
17-513349,3863,Property Report / O&E - Title Only,0.00,205.00,6.00,1.00,45.00
2301-207154,3860,Title and Escrow,3.00,1401.00,63.00,0.00,39.00
2301-207155,3860,Title and Escrow,2.00,1119.00,44.00,0.00,40.00
2301-207157,3860,Title and Escrow,1.00,1341.00,53.00,0.00,31.00
17-513355,3863,Title & Full Escrow,2.00,1000.00,24.00,0.00,41.00
17-513362,3863,Title & Full Escrow,1.00,379.00,6.00,1.00,45.00
2301-207164,3860,Title and Escrow,0.00,1595.00,41.00,0.00,32.00
17-513366,3863,LCP & Sub-Escrow,1.00,936.00,18.00,0.00,31.00
17-513368,3863,Title Only,1.00,530.00,12.00,0.00,42.00
2301-207167,3860,Title and Escrow,0.00,1194.00,49.00,0.00,32.00
2301-207173,3863,Title and Escrow,0.00,1597.00,48.00,0.00,34.00
17-513369,3863,Title & Full Escrow,1.00,326.00,4.00,1.00,45.00
17-513371,3863,Title Only,1.00,677.00,18.00,0.00,31.00
17-513373,3863,Property Report / O&E - Title Only,2.00,498.00,8.00,0.00,32.00
17-513385,3863,LCP - Title Only,1.00,647.00,11.00,0.00,35.00
2301-207188,3863,Title and Escrow,1.00,1456.00,40.00,0.00,28.00
2301-207189,3863,Title and Escrow,1.00,1086.00,17.00,0.00,31.00
17-513392,3863,LCP - Title Only,1.00,561.00,13.00,0.00,31.00
17-513398,3863,Title Only,2.00,644.00,20.00,0.00,35.00
2301-207190,3860,Title and Escrow,0.00,992.00,51.00,0.00,39.00
17-513404,3860,Property Report / O&E - Title Only,1.00,489.00,9.00,0.00,32.00
17-513407,3860,Property Report / O&E - Title Only,1.00,494.00,9.00,0.00,24.00
17-513409,3863,Title Only,0.00,653.00,11.00,0.00,12.00
2301-207194,3863,Title and Escrow,0.00,1309.00,36.00,0.00,25.00
2301-207196,3860,Title and Escrow,1.00,529.00,11.00,1.00,45.00
17-513412,3860,Property Report / O&E - Title Only,1.00,530.00,9.00,0.00,32.00
17-513413,3860,Property Report / O&E - Title Only,1.00,506.00,9.00,0.00,21.00
17-513414,3860,Property Report / O&E - Title Only,1.00,275.00,5.00,1.00,45.00
17-513415,3860,Property Report / O&E - Title Only,2.00,509.00,11.00,0.00,24.00
2301-207199,3863,Title and Escrow,1.00,1158.00,39.00,0.00,25.00
17-513418,3863,LCP - Title Only,0.00,729.00,14.00,0.00,21.00
17-513420,3860,Property Report / O&E - Title Only,1.00,513.00,9.00,0.00,42.00
17-513421,3860,Property Report / O&E - Title Only,1.00,565.00,13.00,0.00,24.00
17-513422,3860,Property Report / O&E - Title Only,1.00,501.00,8.00,0.00,32.00
2301-207202,3863,Title and Escrow,1.00,1286.00,54.00,0.00,39.00
17-513425,3860,Property Report / O&E & Full Escrow,2.00,705.00,16.00,0.00,35.00
17-513427,3860,Property Report / O&E - Title Only,1.00,534.00,10.00,0.00,31.00
17-513429,3863,LCP - Title Only,1.00,594.00,13.00,0.00,18.00
17-513430,3863,Title & Full Escrow,1.00,723.00,11.00,0.00,24.00
17-513431,3863,Title & Full Escrow,2.00,815.00,21.00,0.00,33.00
17-513434,3863,Title & Full Escrow,1.00,772.00,13.00,0.00,31.00
17-513436,3863,Title & Full Escrow,1.00,865.00,12.00,0.00,20.00
17-513440,3863,LCP - Title Only,1.00,667.00,11.00,0.00,39.00
2301-207207,3863,Title and Escrow,1.00,1142.00,24.00,0.00,25.00
17-513450,3860,Title & Sub-Escrow,1.00,1060.00,29.00,0.00,35.00
17-513451,3863,Title & Full Escrow,2.00,1000.00,13.00,0.00,24.00
2301-207208,3860,Title and Escrow,2.00,1199.00,39.00,0.00,30.00
2301-207209,3863,Title and Escrow,1.00,1096.00,26.00,0.00,24.00
17-513452,3862,Title & Sub-Escrow,1.00,399.00,7.00,1.00,45.00
2301-207210,3860,Title and Escrow,2.00,1176.00,46.00,0.00,37.00
17-513457,3860,TSG - Trustee Sale Guarantee,1.00,476.00,12.00,0.00,0.00
17-513458,3860,TSG - Trustee Sale Guarantee,1.00,410.00,7.00,0.00,0.00
17-513460,3860,TSG - Trustee Sale Guarantee,1.00,460.00,8.00,0.00,0.00
17-513461,3860,TSG - Trustee Sale Guarantee,1.00,426.00,7.00,0.00,0.00
17-513463,3860,TSG - Trustee Sale Guarantee,2.00,460.00,7.00,0.00,0.00
17-513466,3863,Title & Full Escrow,1.00,1279.00,19.00,0.00,18.00
17-513467,3863,TSG - Trustee Sale Guarantee,2.00,408.00,3.00,0.00,0.00
17-513468,3860,TSG - Trustee Sale Guarantee,1.00,398.00,6.00,0.00,0.00
17-513469,3863,TSG - Trustee Sale Guarantee,5.00,435.00,3.00,0.00,0.00
17-513470,3863,Title & Full Escrow,1.00,879.00,19.00,0.00,38.00
17-513478,3860,Property Report / O&E - Title Only,2.00,562.00,13.00,0.00,28.00
2301-207211,3863,Title and Escrow,0.00,447.00,7.00,1.00,45.00
2301-207212,3860,Title and Escrow,0.00,513.00,20.00,1.00,45.00
17-513482,3860,Property Report / O&E - Title Only,1.00,548.00,12.00,0.00,29.00
17-513483,3863,Property Report / O&E - Title Only,1.00,467.00,8.00,0.00,39.00
2301-207214,3863,Title and Escrow,1.00,728.00,24.00,1.00,45.00
2301-207216,3863,Title and Escrow,1.00,1142.00,23.00,0.00,22.00
17-513489,3860,Property Report / O&E - Title Only,1.00,571.00,10.00,0.00,29.00
17-513490,3863,Property Report / O&E - Title Only,2.00,532.00,12.00,0.00,30.00
2301-207217,3863,Title and Escrow,1.00,1450.00,50.00,0.00,36.00
2301-207220,3860,Title and Escrow,0.00,300.00,8.00,1.00,45.00
17-513494,3863,Property Report / O&E & Full Escrow,2.00,831.00,11.00,0.00,29.00
17-513495,3863,Property Report / O&E - Title Only,1.00,496.00,10.00,0.00,28.00
2301-207221,3863,Title and Escrow,1.00,1252.00,42.00,0.00,30.00
2301-207234,3863,Title and Escrow,1.00,1100.00,49.00,0.00,25.00
2301-207235,3860,Title and Escrow,1.00,1555.00,51.00,0.00,28.00
17-513499,3862,LCP - Title Only,2.00,579.00,13.00,0.00,37.00
17-513501,3863,LCP & Sub-Escrow,1.00,956.00,20.00,0.00,39.00
2301-207237,3860,Title and Escrow,0.00,1175.00,37.00,0.00,22.00
17-513504,3863,Title & Full Escrow,1.00,801.00,10.00,0.00,23.00
17-513505,3862,Title & Sub-Escrow,1.00,898.00,19.00,0.00,28.00
17-513507,3863,Title & Sub-Escrow,2.00,791.00,17.00,0.00,36.00
17-513508,3860,Title & Full Escrow,2.00,956.00,14.00,0.00,39.00
17-513509,3863,Title & Sub-Escrow,1.00,372.00,8.00,1.00,45.00
2301-207247,3860,Title and Escrow,1.00,1187.00,37.00,0.00,22.00
17-513513,3863,Title Only,1.00,747.00,10.00,0.00,25.00
2301-207250,3860,Title and Escrow,4.00,595.00,8.00,1.00,45.00
17-513520,3862,Title Only,1.00,776.00,17.00,0.00,25.00
2301-207252,3860,Title and Escrow,1.00,909.00,30.00,0.00,28.00
17-513525,3863,Title & Full Escrow,1.00,843.00,16.00,0.00,38.00
17-513530,3863,LCP - Title Only,1.00,544.00,9.00,0.00,29.00
2301-207257,3860,Title and Escrow,3.00,2002.00,107.00,0.00,36.00
2301-207258,3863,Title and Escrow,0.00,1028.00,33.00,0.00,28.00
2301-207260,3863,Title and Escrow,1.00,1147.00,37.00,0.00,25.00
17-513539,3863,Title Only,0.00,593.00,11.00,0.00,24.00
2301-207261,3860,Title and Escrow,0.00,550.00,15.00,1.00,45.00
17-513547,3863,Title & Sub-Escrow,2.00,804.00,16.00,0.00,36.00
2301-207264,3863,Title and Escrow,1.00,1190.00,29.00,0.00,22.00
17-513549,3863,Title & Sub-Escrow,1.00,751.00,15.00,0.00,38.00
2301-207265,3863,Title and Escrow,1.00,414.00,7.00,1.00,45.00
17-513553,3863,Title & Sub-Escrow,1.00,717.00,13.00,0.00,36.00
17-513554,3860,Title & Full Escrow,1.00,1002.00,20.00,0.00,38.00
17-513555,3863,Title Only,2.00,858.00,21.00,0.00,22.00
17-513565,3863,Title & Full Escrow,1.00,1135.00,32.00,0.00,30.00
17-513568,3863,LCP - Title Only,2.00,574.00,10.00,0.00,36.00
2301-207274,3863,Title and Escrow,0.00,1292.00,38.00,0.00,28.00
2301-207275,3863,Title and Escrow,1.00,1143.00,24.00,0.00,22.00
2301-207276,3863,Title and Escrow,1.00,979.00,23.00,0.00,18.00
17-513575,3862,Title & Sub-Escrow,3.00,469.00,7.00,1.00,45.00
17-513580,3860,TSG - Trustee Sale Guarantee,2.00,431.00,7.00,0.00,0.00
17-513581,3860,TSG - Trustee Sale Guarantee,1.00,430.00,8.00,0.00,0.00
2301-207277,3860,Title and Escrow,0.00,1235.00,30.00,0.00,21.00
2301-207278,3860,Title and Escrow,2.00,532.00,14.00,1.00,45.00
17-513584,3863,TSG - Trustee Sale Guarantee,7.00,422.00,3.00,0.00,0.00
17-513590,3863,LCP - Title Only,1.00,576.00,9.00,0.00,29.00
17-513591,3863,LCP - Title Only,1.00,631.00,9.00,0.00,35.00
17-513593,3863,Title Only,1.00,460.00,12.00,1.00,45.00
17-513597,3862,Title & Full Escrow,1.00,843.00,15.00,0.00,27.00
17-513610,3863,Title Only,1.00,734.00,12.00,0.00,23.00
2301-207291,3860,Title Only,0.00,798.00,19.00,0.00,35.00
17-513616,3860,Title & Full Escrow,1.00,961.00,17.00,0.00,21.00
17-513617,3860,Title & Full Escrow,1.00,882.00,14.00,0.00,21.00
2301-207293,3863,Title and Escrow,0.00,1368.00,39.00,0.00,38.00
2301-207307,3863,Title and Escrow,1.00,1147.00,34.00,0.00,27.00
2301-207309,29189,Title and Escrow,0.00,887.00,32.00,0.00,29.00
17-513624,3863,Title & Full Escrow,2.00,977.00,22.00,0.00,23.00
2301-207310,29189,Title and Escrow,0.00,832.00,38.00,0.00,36.00
2301-207312,3860,Title and Escrow,0.00,1014.00,39.00,0.00,35.00
17-513630,3863,Title & Sub-Escrow,2.00,686.00,13.00,0.00,29.00
2301-207315,3863,Title and Escrow,13.00,870.00,19.00,1.00,45.00
17-513633,3860,Title & Full Escrow,1.00,872.00,16.00,0.00,21.00
17-513634,3860,Title & Full Escrow,0.00,359.00,8.00,1.00,45.00
17-513640,3863,Title Only,1.00,861.00,22.00,0.00,27.00
2301-207322,3860,Title and Escrow,0.00,1031.00,37.00,0.00,21.00
17-513652,3863,Title Only,1.00,666.00,15.00,0.00,24.00
2301-207325,3860,Title and Escrow,0.00,323.00,8.00,1.00,45.00
17-513654,3863,Title Only,2.00,698.00,15.00,0.00,36.00
2301-207326,3860,Title and Escrow,0.00,364.00,4.00,1.00,45.00
2301-207328,3863,Title and Escrow,2.00,1666.00,65.00,0.00,31.00
17-513655,3863,LCP - Title Only,2.00,569.00,13.00,0.00,36.00
2301-207329,3860,Title and Escrow,2.00,1704.00,62.00,0.00,37.00
