sFileNumber,vCoverageType,vTransaction,nLoanAmount,nLiens,nActions,nAuditEntries,nTotalNotes,oCancelled,oNumDays
2301-205980,3860,Reverse Mortgage,48640.0,1.0,86.0,60.20689655172410,1.68965517241379,0.0,29.0
2301-205981,3860,Reverse Mortgage,65192.0,0.0,69.0,19.19047619047620,0.77777777777778,0.0,63.0
2301-205983,3860,Reverse Mortgage,271755.0,2.0,110.0,53.10344827586210,2.10344827586207,0.0,29.0
2301-205984,3863,Reverse Mortgage,28710.0,0.0,90.0,36.06122448979590,1.06122448979592,0.0,49.0
2301-205990,3863,Reverse Mortgage,140500.0,1.0,113.0,38.34883720930230,1.25581395348837,0.0,43.0
2301-205991,3863,Reverse Mortgage,100835.0,1.0,71.0,34.74418604651160,1.09302325581395,0.0,43.0
17-511647,3863,Refinance,595237.0,1.0,51.0,15.18181818181820,0.29545454545455,0.0,44.0
17-511649,3863,Refinance,25000.0,1.0,34.0,33.82352941176470,0.52941176470588,0.0,17.0
17-511652,3863,Refinance,30000.0,1.0,32.0,36.14285714285710,0.64285714285714,0.0,14.0
2301-205995,3860,Reverse Mortgage,37962.0,0.0,97.0,27.69387755102040,0.95918367346939,0.0,49.0
2301-205996,3863,Reverse Mortgage,266976.0,1.0,71.0,28.35714285714290,0.92857142857143,0.0,42.0
17-511655,3863,Refinance,237150.0,1.0,40.0,8.16666666666667,0.19696969696970,0.0,66.0
17-511658,3863,Refinance,90000.0,1.0,60.0,19.65909090909090,0.29545454545455,0.0,44.0
2301-205999,3860,Reverse Mortgage,203550.0,0.0,80.0,29.32653061224490,0.71428571428571,0.0,49.0
2301-206000,3863,Reverse Mortgage,211720.0,2.0,78.0,30.85714285714290,0.97619047619048,0.0,42.0
17-511661,3862,Refinance,100500.0,2.0,26.0,5.33333333333333,0.13333333333333,1.0,45.0
17-511662,3863,Refinance,50000.0,2.0,50.0,19.14634146341460,0.41463414634146,0.0,41.0
2301-206002,3860,Reverse Mortgage,339000.0,1.0,48.0,11.15555555555560,0.17777777777778,1.0,45.0
17-511664,3863,Refinance,70000.0,0.0,19.0,5.33333333333333,0.06666666666667,1.0,45.0
17-511666,3863,Refinance,20000.0,1.0,40.0,15.83333333333330,0.29166666666667,0.0,48.0
17-511667,3863,Refinance,50000.0,1.0,36.0,25.04347826086960,0.56521739130435,0.0,23.0
17-511668,3863,Refinance,75000.0,1.0,39.0,12.60416666666670,0.16666666666667,0.0,48.0
17-511669,3860,Refinance,127550.0,1.0,48.0,18.35135135135140,0.43243243243243,0.0,37.0
17-511670,3863,Refinance,70000.0,1.0,73.0,26.75609756097560,0.51219512195122,0.0,41.0
17-511671,3863,Refinance,595300.0,1.0,43.0,19.62857142857140,0.34285714285714,0.0,35.0
2301-206004,3860,Reverse Mortgage,520000.0,1.0,75.0,23.82222222222220,0.86666666666667,1.0,45.0
17-511672,3862,Refinance,275000.0,1.0,57.0,20.20930232558140,0.39534883720930,0.0,43.0
17-511674,3863,Refinance,25000.0,1.0,58.0,19.31250000000000,0.43750000000000,0.0,48.0
17-511676,3860,Refinance,220000.0,2.0,76.0,29.57894736842110,0.60526315789474,0.0,38.0
17-511677,3863,Refinance,25000.0,1.0,34.0,14.91666666666670,0.25000000000000,0.0,36.0
2301-206007,3863,Reverse Mortgage,336960.0,1.0,79.0,26.35294117647060,0.52941176470588,0.0,51.0
2301-206008,29189,Reverse Mortgage,138897.0,0.0,142.0,24.83636363636360,1.00000000000000,0.0,55.0
17-511682,3862,Refinance,238000.0,1.0,57.0,14.61818181818180,0.27272727272727,0.0,55.0
2301-206009,3860,Reverse Mortgage,196480.0,0.0,93.0,51.51724137931030,1.48275862068966,0.0,29.0
2301-206010,3863,Reverse Mortgage,179795.0,0.0,90.0,44.29032258064520,1.35483870967742,0.0,31.0
17-511687,3863,Refinance,147537.0,1.0,56.0,27.16129032258060,0.48387096774194,0.0,31.0
17-511688,3863,Refinance,142800.0,1.0,46.0,9.00000000000000,0.15555555555556,1.0,45.0
2301-206013,3860,Reverse Mortgage,150000.0,1.0,75.0,37.89285714285710,1.42857142857143,0.0,28.0
17-511689,3863,Refinance,50000.0,1.0,42.0,23.00000000000000,0.37037037037037,0.0,27.0
2301-206014,3863,Reverse Mortgage,394690.5,2.0,70.0,27.85714285714290,0.93877551020408,0.0,49.0
2301-206016,3860,Reverse Mortgage,186900.0,0.0,81.0,37.58333333333330,1.77777777777778,0.0,36.0
17-511692,3860,Refinance,207934.0,1.0,63.0,24.77272727272730,0.68181818181818,0.0,44.0
2301-206020,3860,Reverse Mortgage,19988.0,0.0,86.0,23.67857142857140,0.78571428571429,0.0,56.0
17-511695,3863,Refinance,40000.0,1.0,31.0,26.09090909090910,0.45454545454546,0.0,22.0
2301-206021,3863,Reverse Mortgage,120520.0,2.0,80.0,36.09756097560980,1.46341463414634,0.0,41.0
2301-206022,3863,Reverse Mortgage,207532.0,1.0,67.0,23.83673469387760,0.40816326530612,0.0,49.0
17-511696,3863,Refinance,75000.0,1.0,32.0,34.85714285714290,0.64285714285714,0.0,14.0
2301-206023,3860,Reverse Mortgage,131250.0,1.0,77.0,24.91836734693880,0.81632653061225,0.0,49.0
17-511698,3863,Refinance,75000.0,0.0,44.0,12.86538461538460,0.25000000000000,0.0,52.0
17-511699,3862,Refinance,154950.0,1.0,62.0,25.38636363636360,0.63636363636364,0.0,44.0
2301-206026,3863,Reverse Mortgage,178245.0,1.0,74.0,19.40000000000000,0.76923076923077,0.0,65.0
2301-206027,3860,Reverse Mortgage,291600.0,0.0,95.0,44.02857142857140,2.00000000000000,0.0,35.0
2301-206028,3863,Reverse Mortgage,103774.0,1.0,69.0,25.85714285714290,0.83673469387755,0.0,49.0
2301-206029,29189,Reverse Mortgage,79670.0,0.0,61.0,21.33333333333330,0.79166666666667,0.0,48.0
2301-206030,3863,Reverse Mortgage,135036.0,0.0,67.0,28.94444444444440,0.97222222222222,0.0,36.0
2301-206031,3860,Reverse Mortgage,33491.8,0.0,63.0,12.53125000000000,0.32812500000000,0.0,64.0
2301-206033,3863,Reverse Mortgage,189120.0,1.0,71.0,41.06896551724140,1.34482758620690,0.0,29.0
17-511701,3863,Refinance,700000.0,0.0,22.0,4.95555555555556,0.13333333333333,1.0,45.0
2301-206034,3863,Reverse Mortgage,625500.0,1.0,45.0,10.26666666666670,0.35555555555556,1.0,45.0
17-511703,3863,Refinance,96500.0,1.0,67.0,26.91666666666670,0.41666666666667,0.0,36.0
17-511704,3860,Refinance,122000.0,1.0,82.0,19.58730158730160,0.42857142857143,0.0,63.0
17-511705,3863,Refinance,401250.0,1.0,54.0,20.88095238095240,0.47619047619048,0.0,42.0
2301-206038,3863,Reverse Mortgage,343399.5,1.0,74.0,27.06818181818180,0.93181818181818,0.0,44.0
17-511709,3863,Refinance,96300.0,2.0,65.0,16.92156862745100,0.39215686274510,0.0,51.0
17-511710,3862,Refinance,222200.0,1.0,58.0,26.63636363636360,0.36363636363636,0.0,33.0
17-511711,3862,Refinance,725000.0,1.0,55.0,17.64583333333330,0.37500000000000,0.0,48.0
17-511712,3860,Refinance,83546.0,1.0,66.0,15.79687500000000,0.29687500000000,0.0,64.0
17-511713,3863,Refinance,50000.0,2.0,52.0,16.08000000000000,0.32000000000000,0.0,50.0
17-511714,3863,Refinance,30400.0,1.0,34.0,20.60000000000000,0.26666666666667,0.0,30.0
2301-206040,3860,Reverse Mortgage,89782.0,1.0,80.0,16.83870967741940,0.61290322580645,0.0,62.0
2301-206042,3860,Reverse Mortgage,93330.0,1.0,84.0,34.90909090909090,1.03030303030303,0.0,33.0
2301-206044,3860,Reverse Mortgage,106000.0,1.0,60.0,15.15555555555560,0.71111111111111,1.0,45.0
2301-206045,3860,Reverse Mortgage,70460.0,0.0,83.0,32.42857142857140,0.91428571428571,0.0,35.0
2301-206047,3863,Reverse Mortgage,130946.0,2.0,84.0,59.46428571428570,1.89285714285714,0.0,28.0
2301-206048,3863,Reverse Mortgage,83875.0,0.0,90.0,50.09090909090910,1.57575757575758,0.0,33.0
2301-206053,3863,Reverse Mortgage,407200.5,1.0,77.0,38.42857142857140,1.07142857142857,0.0,42.0
2301-206055,3863,Reverse Mortgage,67860.0,0.0,77.0,44.35714285714290,1.28571428571429,0.0,42.0
17-511718,3863,Refinance,54000.0,2.0,54.0,22.10810810810810,0.48648648648649,0.0,37.0
2301-206060,3863,Reverse Mortgage,250000.0,0.0,49.0,6.71111111111111,0.15555555555556,1.0,45.0
17-511719,3863,Refinance,529000.0,1.0,48.0,14.58333333333330,0.37500000000000,0.0,48.0
17-511720,3863,Refinance,263000.0,1.0,41.0,13.45833333333330,0.41666666666667,0.0,48.0
2301-206064,3860,Reverse Mortgage,225000.0,0.0,46.0,9.06666666666667,0.28888888888889,1.0,45.0
2301-206066,29189,Reverse Mortgage,112582.0,0.0,76.0,38.30303030303030,1.57575757575758,0.0,33.0
2301-206069,3863,Reverse Mortgage,255000.0,1.0,70.0,28.00000000000000,0.84444444444444,1.0,45.0
2301-206070,3863,Reverse Mortgage,625500.0,2.0,74.0,24.02222222222220,0.55555555555556,1.0,45.0
17-511722,3863,Refinance,250000.0,0.0,47.0,36.66666666666670,0.76190476190476,0.0,21.0
2301-206072,3860,Reverse Mortgage,143232.5,1.0,76.0,33.23809523809520,0.92857142857143,0.0,42.0
17-511723,3863,Refinance,149000.0,2.0,51.0,18.18181818181820,0.43181818181818,0.0,44.0
17-511724,3863,Refinance,256907.0,0.0,23.0,4.80000000000000,0.08888888888889,1.0,45.0
17-511725,3863,Refinance,100000.0,1.0,34.0,11.42857142857140,0.18367346938776,0.0,49.0
17-511726,3863,Refinance,25000.0,1.0,42.0,53.15384615384620,1.15384615384615,0.0,13.0
17-511727,3862,Refinance,164000.0,2.0,43.0,30.48148148148150,0.92592592592593,0.0,27.0
17-511728,3860,Refinance,64350.0,2.0,49.0,17.16279069767440,0.41860465116279,0.0,43.0
2301-206074,3860,Reverse Mortgage,93000.0,0.0,58.0,11.71111111111110,0.35555555555556,1.0,45.0
2301-206075,3863,Reverse Mortgage,70000.0,0.0,61.0,14.82222222222220,0.35555555555556,1.0,45.0
2301-206076,3860,Reverse Mortgage,136422.0,1.0,74.0,38.90000000000000,1.16666666666667,0.0,30.0
17-511731,3860,Uninsured (Info Products),133000.0,2.0,41.0,13.65116279069770,0.37209302325581,0.0,43.0
17-511734,3863,Refinance,385000.0,1.0,39.0,10.29629629629630,0.20370370370370,0.0,54.0
17-511736,3863,Refinance,25000.0,1.0,35.0,12.02127659574470,0.14893617021277,0.0,47.0
17-511737,3863,Refinance,341000.0,2.0,40.0,8.04444444444444,0.11111111111111,1.0,45.0
2301-206078,3863,Reverse Mortgage,90585.0,1.0,77.0,26.20408163265310,0.63265306122449,0.0,49.0
17-511745,3863,Refinance,104000.0,1.0,46.0,18.51162790697670,0.27906976744186,0.0,43.0
17-511746,3863,Refinance,45000.0,1.0,34.0,12.02040816326530,0.20408163265306,0.0,49.0
17-511747,3863,Refinance,75000.0,0.0,21.0,5.11111111111111,0.06666666666667,1.0,45.0
2301-206080,3860,Reverse Mortgage,139476.0,0.0,72.0,26.21428571428570,0.69047619047619,0.0,42.0
17-511752,3863,Refinance,50000.0,1.0,43.0,65.26666666666670,0.93333333333333,0.0,15.0
17-511753,3863,Refinance,35000.0,1.0,38.0,18.14634146341460,0.48780487804878,0.0,41.0
2301-206084,3863,Reverse Mortgage,116660.0,1.0,64.0,23.76744186046510,0.72093023255814,0.0,43.0
17-511759,3862,Refinance,53000.0,1.0,41.0,49.50000000000000,1.28571428571429,0.0,14.0
17-511760,3860,Refinance,166313.0,1.0,48.0,11.81538461538460,0.26153846153846,0.0,65.0
2301-206086,3863,Reverse Mortgage,199914.0,0.0,75.0,30.77142857142860,0.97142857142857,0.0,35.0
17-511763,3860,Refinance,214400.0,1.0,67.0,17.91666666666670,0.27083333333333,0.0,48.0
2301-206087,3863,Reverse Mortgage,423750.0,0.0,84.0,24.01612903225810,0.93548387096774,0.0,62.0
2301-206088,3863,Reverse Mortgage,353050.0,1.0,96.0,30.29629629629630,1.07407407407407,0.0,54.0
17-511769,3863,Refinance,239300.0,2.0,61.0,22.97297297297300,0.56756756756757,0.0,37.0
2301-206091,3863,Reverse Mortgage,286120.0,1.0,64.0,38.46428571428570,0.89285714285714,0.0,28.0
2301-206092,3863,Reverse Mortgage,416250.0,2.0,71.0,35.56097560975610,1.51219512195122,0.0,41.0
17-511775,3863,Uninsured (Info Products),50000.0,2.0,32.0,10.82978723404260,0.23404255319149,0.0,47.0
2301-206093,3860,Reverse Mortgage,250000.0,0.0,48.0,8.13333333333333,0.17777777777778,1.0,45.0
17-511776,3863,Refinance,322950.0,2.0,65.0,17.14814814814810,0.35185185185185,0.0,54.0
2301-206094,3863,Reverse Mortgage,409200.0,1.0,67.0,47.04545454545450,1.68181818181818,0.0,22.0
17-511777,3860,Uninsured (Info Products),250000.0,1.0,37.0,12.27272727272730,0.18181818181818,0.0,44.0
17-511780,3860,Uninsured (Info Products),95000.0,2.0,37.0,11.56818181818180,0.20454545454546,0.0,44.0
17-511781,3860,Uninsured (Info Products),35000.0,1.0,36.0,11.61904761904760,0.21428571428571,0.0,42.0
17-511782,3862,Refinance,116900.0,1.0,56.0,21.39024390243900,0.36585365853659,0.0,41.0
17-511783,3860,Uninsured (Info Products),17000.0,2.0,37.0,14.76470588235290,0.29411764705882,0.0,34.0
2301-206095,3863,Reverse Mortgage,103425.0,0.0,77.0,86.21428571428570,2.57142857142857,0.0,14.0
2301-206096,3860,Reverse Mortgage,70000.0,1.0,58.0,14.51111111111110,0.33333333333333,1.0,45.0
17-511785,3860,Uninsured (Info Products),60000.0,1.0,37.0,14.14705882352940,0.29411764705882,0.0,34.0
2301-206098,3863,Reverse Mortgage,181436.0,1.0,77.0,35.75000000000000,1.37500000000000,0.0,40.0
17-511786,3860,Uninsured (Info Products),100000.0,2.0,67.0,26.17857142857140,0.57142857142857,0.0,28.0
17-511787,3863,Refinance,18790.0,1.0,46.0,21.54285714285710,0.45714285714286,0.0,35.0
17-511788,3860,Uninsured (Info Products),28500.0,1.0,38.0,15.75757575757580,0.39393939393939,0.0,33.0
17-511789,3863,Refinance,50000.0,2.0,40.0,15.93181818181820,0.29545454545455,0.0,44.0
17-511790,3863,Uninsured (Info Products),200000.0,3.0,33.0,23.82608695652170,0.56521739130435,0.0,23.0
2301-206099,3860,Reverse Mortgage,85000.0,3.0,66.0,15.17777777777780,0.60000000000000,1.0,45.0
2301-206100,3863,Reverse Mortgage,335268.0,2.0,61.0,59.59090909090910,1.68181818181818,0.0,22.0
2301-206101,3860,Reverse Mortgage,58241.7,1.0,81.0,18.88709677419350,0.82258064516129,0.0,62.0
17-511791,3860,Refinance,257531.0,1.0,78.0,25.14634146341460,0.58536585365854,0.0,41.0
17-511793,3863,Refinance,22000.0,1.0,35.0,21.41379310344830,0.24137931034483,0.0,29.0
2301-206103,3863,Reverse Mortgage,300000.0,1.0,52.0,10.40000000000000,0.20000000000000,1.0,45.0
2301-206105,3860,Reverse Mortgage,40364.8,2.0,58.0,22.19512195121950,0.53658536585366,0.0,41.0
2301-206107,3863,Reverse Mortgage,335710.0,0.0,80.0,21.19642857142860,0.60714285714286,0.0,56.0
2301-206108,3863,Reverse Mortgage,260565.0,1.0,69.0,30.66666666666670,1.02777777777778,0.0,36.0
2301-206109,3863,Reverse Mortgage,117900.0,0.0,69.0,25.14893617021280,0.76595744680851,0.0,47.0
2301-206110,3860,Reverse Mortgage,103970.0,2.0,77.0,28.26829268292680,0.70731707317073,0.0,41.0
2301-206111,3863,Reverse Mortgage,425000.0,1.0,66.0,16.04444444444440,0.48888888888889,1.0,45.0
2301-206112,3860,Reverse Mortgage,124000.0,1.0,51.0,10.51111111111110,0.28888888888889,1.0,45.0
17-511802,3860,Refinance,250000.0,0.0,28.0,6.48888888888889,0.11111111111111,1.0,45.0
17-511803,3863,Refinance,50000.0,1.0,40.0,25.80000000000000,0.36000000000000,0.0,25.0
17-511804,3860,Refinance,65000.0,1.0,58.0,43.55000000000000,0.75000000000000,0.0,20.0
17-511805,3860,Refinance,171000.0,0.0,27.0,6.53333333333333,0.17777777777778,1.0,45.0
17-511806,3860,Refinance,75440.0,0.0,26.0,6.08888888888889,0.11111111111111,1.0,45.0
17-511807,3860,Refinance,142520.0,0.0,27.0,6.44444444444444,0.11111111111111,1.0,45.0
2301-206114,3860,Reverse Mortgage,83970.0,0.0,70.0,17.13333333333330,0.53333333333333,1.0,45.0
17-511809,3863,Refinance,10000.0,1.0,35.0,20.28125000000000,0.21875000000000,0.0,32.0
2301-206116,3860,Reverse Mortgage,127750.0,1.0,89.0,45.65517241379310,1.93103448275862,0.0,29.0
2301-206118,3863,Reverse Mortgage,101200.0,0.0,98.0,54.60000000000000,1.56000000000000,0.0,25.0
2301-206119,3863,Reverse Mortgage,296700.0,1.0,91.0,32.31914893617020,1.08510638297872,0.0,47.0
2301-206120,3863,Reverse Mortgage,160000.0,0.0,42.0,6.31111111111111,0.08888888888889,1.0,45.0
2301-206121,3860,Reverse Mortgage,76033.0,1.0,73.0,26.23913043478260,1.17391304347826,0.0,46.0
2301-206122,3860,Reverse Mortgage,150524.0,1.0,96.0,37.41463414634150,1.26829268292683,0.0,41.0
17-511817,3863,Refinance,19000.0,1.0,33.0,27.30000000000000,0.55000000000000,0.0,20.0
2301-206124,3860,Reverse Mortgage,51210.0,0.0,89.0,31.06521739130430,0.89130434782609,0.0,46.0
2301-206125,3863,Reverse Mortgage,103350.0,1.0,63.0,40.11111111111110,1.51851851851852,0.0,27.0
2301-206126,3860,Reverse Mortgage,394690.5,5.0,108.0,31.02083333333330,1.37500000000000,0.0,48.0
2301-206127,3863,Reverse Mortgage,151740.0,2.0,84.0,40.55882352941180,1.44117647058824,0.0,34.0
17-511818,3862,Refinance,330000.0,2.0,50.0,18.68750000000000,0.39583333333333,0.0,48.0
17-511819,3863,Refinance,378000.0,1.0,58.0,24.45714285714290,0.57142857142857,0.0,35.0
17-511821,3862,Refinance,1.0,3.0,41.0,9.15555555555556,0.15555555555556,1.0,45.0
17-511822,3860,Uninsured (Info Products),30000.0,1.0,37.0,18.13793103448280,0.27586206896552,0.0,29.0
17-511824,3863,Refinance,100000.0,2.0,54.0,30.02857142857140,0.51428571428571,0.0,35.0
17-511825,3860,Uninsured (Info Products),15000.0,1.0,37.0,15.38235294117650,0.23529411764706,0.0,34.0
17-511827,3863,Refinance,100000.0,1.0,34.0,9.19672131147541,0.11475409836066,0.0,61.0
17-511828,3863,Refinance,190000.0,2.0,58.0,18.22916666666670,0.39583333333333,0.0,48.0
2301-206131,3863,Reverse Mortgage,625500.0,0.0,53.0,13.62222222222220,0.28888888888889,1.0,45.0
17-511829,3860,Refinance,160000.0,1.0,79.0,29.05555555555560,0.66666666666667,0.0,36.0
2301-206132,3863,Reverse Mortgage,318655.0,1.0,66.0,23.80851063829790,0.46808510638298,0.0,47.0
2301-206133,3863,Reverse Mortgage,555000.0,1.0,47.0,9.51111111111111,0.17777777777778,1.0,45.0
17-511831,3863,Refinance,40000.0,1.0,42.0,30.22727272727270,0.54545454545455,0.0,22.0
17-511832,3860,Uninsured (Info Products),80000.0,3.0,37.0,17.02941176470590,0.41176470588235,0.0,34.0
17-511836,3863,Refinance,250000.0,1.0,44.0,10.68750000000000,0.21875000000000,0.0,64.0
2301-206134,3863,Reverse Mortgage,68328.0,1.0,73.0,26.04347826086960,0.95652173913044,0.0,46.0
2301-206135,3860,Reverse Mortgage,109354.0,0.0,76.0,43.29629629629630,1.37037037037037,0.0,27.0
2301-206136,3863,Reverse Mortgage,303312.0,0.0,50.0,6.57777777777778,0.15555555555556,1.0,45.0
17-511839,3863,Refinance,390000.0,1.0,73.0,37.07407407407410,0.74074074074074,0.0,27.0
17-511840,3860,Uninsured (Info Products),52300.0,1.0,37.0,11.58139534883720,0.18604651162791,0.0,43.0
17-511841,3863,Uninsured (Info Products),200000.0,2.0,32.0,13.94444444444440,0.25000000000000,0.0,36.0
17-511842,3863,Uninsured (Info Products),30000.0,1.0,32.0,18.61538461538460,0.30769230769231,0.0,26.0
17-511844,3863,Uninsured (Info Products),250000.0,2.0,32.0,13.08510638297870,0.19148936170213,0.0,47.0
17-511845,3860,Uninsured (Info Products),50000.0,2.0,80.0,26.54285714285710,0.42857142857143,0.0,35.0
17-511846,3863,Uninsured (Info Products),35000.0,2.0,67.0,18.82051282051280,0.30769230769231,0.0,39.0
2301-206137,3863,Reverse Mortgage,140450.0,1.0,61.0,26.46153846153850,0.56410256410256,0.0,39.0
17-511848,3860,Uninsured (Info Products),35000.0,1.0,37.0,12.82926829268290,0.19512195121951,0.0,41.0
2301-206138,3863,Reverse Mortgage,428467.5,2.0,72.0,22.83333333333330,0.81481481481482,0.0,54.0
17-511849,3862,Refinance,273750.0,1.0,71.0,20.71698113207550,0.52830188679245,0.0,53.0
17-511851,3862,Refinance,119000.0,1.0,23.0,9.15555555555556,0.11111111111111,1.0,45.0
17-511857,3863,Refinance,140000.0,2.0,60.0,44.45454545454550,0.77272727272727,0.0,22.0
2301-206143,3863,Reverse Mortgage,241920.0,1.0,75.0,87.09523809523810,2.38095238095238,0.0,21.0
2301-206144,3863,Reverse Mortgage,141120.0,1.0,73.0,47.55882352941180,1.38235294117647,0.0,34.0
2301-206145,3863,Reverse Mortgage,625500.0,1.0,47.0,10.08888888888890,0.28888888888889,1.0,45.0
17-511860,3863,Refinance,2000000.0,0.0,89.0,36.61538461538460,0.97435897435897,0.0,39.0
2301-206156,3863,Reverse Mortgage,237660.0,0.0,82.0,42.25581395348840,1.16279069767442,0.0,43.0
2301-206157,3863,Reverse Mortgage,259700.0,1.0,65.0,26.83333333333330,0.80555555555556,0.0,36.0
2301-206159,3860,Reverse Mortgage,126720.0,1.0,99.0,20.46666666666670,0.84444444444444,1.0,45.0
2301-206160,3860,Reverse Mortgage,48365.0,1.0,141.0,28.61403508771930,1.17543859649123,0.0,57.0
17-511863,3863,Refinance,175000.0,2.0,44.0,22.31250000000000,0.68750000000000,0.0,32.0
2301-206161,3863,Reverse Mortgage,61206.0,1.0,78.0,29.83720930232560,1.02325581395349,0.0,43.0
17-511864,3863,Refinance,85000.0,3.0,48.0,11.68852459016390,0.24590163934426,0.0,61.0
2301-206162,3860,Reverse Mortgage,73810.0,1.0,75.0,41.44444444444440,1.37037037037037,0.0,27.0
2301-206163,3860,Reverse Mortgage,52704.0,0.0,77.0,19.39344262295080,0.60655737704918,0.0,61.0
2301-206164,3863,Reverse Mortgage,312381.0,1.0,78.0,28.75609756097560,0.75609756097561,0.0,41.0
2301-206165,3860,Reverse Mortgage,45000.0,1.0,54.0,12.31111111111110,0.31111111111111,1.0,45.0
17-511868,3863,Refinance,60000.0,2.0,52.0,12.46031746031750,0.28571428571429,0.0,63.0
17-511869,3862,Refinance,788500.0,1.0,57.0,13.70175438596490,0.29824561403509,0.0,57.0
17-511870,3863,Refinance,337500.0,2.0,50.0,15.44444444444440,0.29629629629630,0.0,54.0
17-511871,3863,Refinance,115000.0,1.0,65.0,35.00000000000000,0.61538461538462,0.0,26.0
17-511872,3860,Refinance,107400.0,2.0,82.0,34.08823529411760,0.76470588235294,0.0,34.0
17-511873,3863,Refinance,75000.0,2.0,42.0,13.31111111111110,0.26666666666667,1.0,45.0
17-511874,3863,Refinance,363000.0,1.0,70.0,44.80000000000000,0.90000000000000,0.0,20.0
17-511878,3860,Refinance,254000.0,1.0,75.0,23.48837209302330,0.51162790697674,0.0,43.0
17-511880,3863,Refinance,192000.0,1.0,56.0,21.96969696969700,0.36363636363636,0.0,33.0
17-511881,3863,Refinance,455000.0,2.0,57.0,21.97619047619050,0.42857142857143,0.0,42.0
17-511884,3863,Refinance,125000.0,2.0,57.0,28.85714285714290,0.50000000000000,0.0,28.0
2301-206167,3863,Reverse Mortgage,403650.0,1.0,80.0,27.88679245283020,0.88679245283019,0.0,53.0
17-511887,3863,Refinance,149000.0,0.0,52.0,15.51063829787230,0.21276595744681,0.0,47.0
17-511889,3863,Refinance,50000.0,1.0,34.0,22.20689655172410,0.27586206896552,0.0,29.0
17-511891,3863,Refinance,150000.0,1.0,58.0,16.80357142857140,0.33928571428571,0.0,56.0
17-511893,3863,Refinance,20000.0,1.0,41.0,24.47058823529410,0.50000000000000,0.0,34.0
17-511894,3863,Refinance,50000.0,1.0,35.0,16.02325581395350,0.20930232558140,0.0,43.0
2301-206170,3863,Reverse Mortgage,48928.0,0.0,75.0,27.08510638297870,0.55319148936170,0.0,47.0
2301-206171,3863,Reverse Mortgage,469125.0,1.0,81.0,47.62068965517240,1.44827586206897,0.0,29.0
2301-206173,3863,Reverse Mortgage,323383.5,1.0,66.0,26.02173913043480,0.89130434782609,0.0,46.0
17-511895,3860,Uninsured (Info Products),162000.0,0.0,21.0,4.40000000000000,0.11111111111111,1.0,45.0
17-511896,3863,Refinance,228000.0,0.0,24.0,4.77777777777778,0.06666666666667,1.0,45.0
2301-206176,3863,Reverse Mortgage,125114.0,0.0,74.0,26.52500000000000,0.70000000000000,0.0,40.0
17-511899,3863,Refinance,340000.0,1.0,50.0,23.00000000000000,0.45454545454546,0.0,33.0
2301-206177,3860,Reverse Mortgage,19435.0,0.0,83.0,35.55263157894740,1.10526315789474,0.0,38.0
2301-206178,3860,Reverse Mortgage,57460.0,1.0,81.0,26.76190476190480,0.76190476190476,0.0,42.0
2301-206179,3860,Reverse Mortgage,65000.0,0.0,61.0,14.88888888888890,0.35555555555556,1.0,45.0
17-511903,3860,Refinance,135785.0,1.0,74.0,41.84000000000000,0.76000000000000,0.0,25.0
17-511904,3863,Refinance,60000.0,1.0,34.0,14.22222222222220,0.17777777777778,0.0,45.0
2301-206180,3863,Reverse Mortgage,326480.0,1.0,78.0,28.95652173913040,0.80434782608696,0.0,46.0
17-511905,3862,Refinance,520000.0,2.0,37.0,12.94545454545450,0.27272727272727,0.0,55.0
2301-206181,3860,Reverse Mortgage,100470.0,0.0,83.0,34.78947368421050,1.23684210526316,0.0,38.0
17-511908,3863,Refinance,253085.0,1.0,47.0,29.12500000000000,0.54166666666667,0.0,24.0
17-511921,3862,Refinance,214800.0,2.0,56.0,18.26086956521740,0.36956521739130,0.0,46.0
17-511922,3863,Refinance,211894.0,1.0,56.0,29.67741935483870,0.48387096774194,0.0,31.0
2301-206186,3860,Reverse Mortgage,75338.0,1.0,83.0,23.95744680851060,0.82978723404255,0.0,47.0
17-511929,3863,Refinance,355000.0,2.0,43.0,7.13333333333333,0.11111111111111,1.0,45.0
17-511930,3860,Refinance,204028.0,1.0,73.0,19.09433962264150,0.54716981132076,0.0,53.0
17-511931,3863,Refinance,280000.0,1.0,60.0,37.62500000000000,0.75000000000000,0.0,24.0
2301-206187,3860,Reverse Mortgage,107450.0,1.0,73.0,24.82608695652170,0.71739130434783,0.0,46.0
2301-206189,3860,Reverse Mortgage,97654.0,0.0,98.0,25.64150943396230,0.75471698113208,0.0,53.0
17-511934,3860,Refinance,40000.0,1.0,42.0,21.45161290322580,0.45161290322581,0.0,31.0
17-511935,3863,Refinance,374000.0,1.0,65.0,27.94285714285710,0.62857142857143,0.0,35.0
17-511937,3860,Refinance,324124.0,1.0,59.0,12.11111111111110,0.34920634920635,0.0,63.0
2301-206193,3860,Reverse Mortgage,125202.0,1.0,73.0,25.15217391304350,0.89130434782609,0.0,46.0
17-511938,3863,Refinance,166811.0,2.0,60.0,45.05000000000000,0.65000000000000,0.0,20.0
2301-206194,3860,Reverse Mortgage,68064.0,0.0,104.0,37.64102564102560,1.28205128205128,0.0,39.0
2301-206195,3860,Reverse Mortgage,100419.0,1.0,91.0,40.21739130434780,1.50000000000000,0.0,46.0
