nLiens,nAuditEntries,nTotalNotes,oCancelled,oNumDays
1.00,677.00,15.00,1.00,45.00
0.00,1545.00,61.00,0.00,37.00
1.00,397.00,5.00,1.00,45.00
1.00,1904.00,68.00,0.00,96.00
1.00,1219.00,44.00,0.00,20.00
1.00,838.00,20.00,0.00,30.00
2.00,410.00,11.00,1.00,45.00
2.00,564.00,13.00,0.00,70.00
2.00,882.00,30.00,0.00,55.00
2.00,992.00,30.00,0.00,43.00
2.00,571.00,12.00,0.00,35.00
1.00,1118.00,42.00,0.00,51.00
1.00,1085.00,20.00,0.00,54.00
1.00,346.00,6.00,0.00,112.00
2.00,706.00,15.00,1.00,45.00
1.00,1714.00,63.00,0.00,54.00
1.00,510.00,10.00,1.00,45.00
1.00,759.00,14.00,0.00,26.00
2.00,950.00,18.00,0.00,36.00
1.00,580.00,12.00,0.00,58.00
1.00,688.00,17.00,0.00,22.00
1.00,598.00,12.00,0.00,54.00
1.00,532.00,10.00,0.00,42.00
1.00,700.00,16.00,0.00,26.00
1.00,1008.00,25.00,0.00,34.00
1.00,865.00,19.00,0.00,49.00
2.00,582.00,9.00,0.00,21.00
2.00,1579.00,42.00,0.00,37.00
1.00,1043.00,21.00,0.00,40.00
0.00,367.00,4.00,1.00,45.00
1.00,415.00,9.00,0.00,15.00
1.00,1361.00,41.00,0.00,79.00
0.00,586.00,18.00,1.00,45.00
1.00,1152.00,29.00,0.00,55.00
1.00,428.00,7.00,0.00,22.00
1.00,874.00,19.00,0.00,98.00
1.00,875.00,14.00,0.00,20.00
1.00,988.00,25.00,1.00,45.00
1.00,733.00,18.00,0.00,19.00
0.00,1508.00,48.00,0.00,41.00
1.00,644.00,9.00,0.00,28.00
1.00,598.00,11.00,0.00,21.00
2.00,1296.00,31.00,0.00,20.00
0.00,1194.00,30.00,0.00,50.00
1.00,591.00,14.00,0.00,29.00
1.00,735.00,19.00,0.00,68.00
1.00,1103.00,27.00,0.00,118.00
1.00,603.00,8.00,0.00,16.00
1.00,536.00,10.00,1.00,45.00
2.00,1163.00,32.00,0.00,23.00
0.00,234.00,3.00,1.00,45.00
1.00,1289.00,36.00,0.00,79.00
2.00,720.00,12.00,0.00,23.00
1.00,632.00,2.00,1.00,45.00
1.00,586.00,8.00,0.00,27.00
2.00,632.00,13.00,0.00,37.00
1.00,556.00,11.00,0.00,21.00
1.00,733.00,12.00,0.00,23.00
1.00,333.00,4.00,1.00,45.00
1.00,1064.00,26.00,0.00,21.00
2.00,1103.00,33.00,0.00,27.00
1.00,618.00,14.00,1.00,45.00
0.00,310.00,7.00,1.00,45.00
2.00,422.00,7.00,0.00,53.00
1.00,399.00,7.00,0.00,53.00
1.00,408.00,6.00,0.00,53.00
1.00,410.00,6.00,0.00,53.00
3.00,1070.00,36.00,0.00,81.00
1.00,379.00,7.00,1.00,45.00
0.00,1211.00,26.00,0.00,57.00
1.00,405.00,6.00,0.00,53.00
0.00,327.00,4.00,0.00,148.00
2.00,293.00,3.00,0.00,148.00
1.00,661.00,15.00,0.00,36.00
1.00,1066.00,43.00,0.00,47.00
1.00,371.00,3.00,1.00,45.00
1.00,1121.00,38.00,0.00,33.00
1.00,550.00,11.00,0.00,47.00
0.00,852.00,21.00,1.00,45.00
1.00,521.00,10.00,0.00,41.00
1.00,579.00,14.00,0.00,54.00
4.00,534.00,3.00,0.00,173.00
0.00,566.00,3.00,0.00,173.00
4.00,518.00,3.00,0.00,173.00
2.00,506.00,14.00,0.00,22.00
2.00,1003.00,34.00,0.00,70.00
1.00,667.00,21.00,0.00,43.00
1.00,836.00,23.00,0.00,68.00
1.00,1200.00,37.00,0.00,29.00
1.00,505.00,11.00,0.00,36.00
1.00,551.00,10.00,0.00,61.00
2.00,1045.00,24.00,0.00,50.00
2.00,715.00,19.00,0.00,42.00
1.00,919.00,16.00,0.00,39.00
2.00,1047.00,34.00,0.00,35.00
0.00,1689.00,50.00,0.00,18.00
1.00,904.00,24.00,0.00,26.00
1.00,732.00,19.00,0.00,49.00
2.00,895.00,17.00,0.00,49.00
1.00,525.00,11.00,0.00,41.00
1.00,880.00,32.00,0.00,71.00
1.00,535.00,9.00,0.00,36.00
1.00,794.00,11.00,0.00,25.00
1.00,625.00,12.00,0.00,21.00
2.00,729.00,20.00,0.00,33.00
1.00,833.00,16.00,0.00,25.00
0.00,1523.00,42.00,0.00,43.00
1.00,566.00,13.00,0.00,57.00
0.00,615.00,17.00,0.00,22.00
0.00,381.00,5.00,1.00,45.00
1.00,860.00,15.00,0.00,25.00
1.00,990.00,19.00,0.00,49.00
1.00,744.00,19.00,0.00,55.00
1.00,924.00,33.00,0.00,69.00
2.00,542.00,16.00,0.00,12.00
1.00,1277.00,38.00,0.00,18.00
0.00,1240.00,41.00,0.00,20.00
1.00,777.00,20.00,0.00,35.00
0.00,294.00,2.00,1.00,45.00
1.00,1644.00,62.00,0.00,88.00
0.00,593.00,14.00,0.00,20.00
2.00,1073.00,41.00,1.00,45.00
1.00,452.00,9.00,0.00,18.00
0.00,1226.00,44.00,0.00,67.00
0.00,932.00,22.00,0.00,96.00
1.00,1065.00,35.00,0.00,20.00
1.00,419.00,7.00,1.00,45.00
2.00,2125.00,81.00,0.00,148.00
0.00,1525.00,48.00,0.00,50.00
2.00,1555.00,50.00,0.00,40.00
1.00,328.00,4.00,0.00,148.00
1.00,1779.00,48.00,0.00,32.00
0.00,289.00,2.00,1.00,45.00
1.00,1131.00,25.00,0.00,117.00
1.00,664.00,17.00,0.00,25.00
1.00,581.00,9.00,0.00,28.00
0.00,1189.00,42.00,0.00,116.00
1.00,734.00,11.00,0.00,22.00
2.00,738.00,18.00,0.00,103.00
0.00,298.00,5.00,0.00,148.00
1.00,813.00,37.00,0.00,35.00
1.00,1456.00,52.00,0.00,56.00
2.00,1381.00,48.00,0.00,34.00
1.00,624.00,11.00,0.00,20.00
1.00,595.00,10.00,0.00,71.00
1.00,359.00,6.00,1.00,45.00
1.00,1037.00,35.00,0.00,63.00
1.00,726.00,22.00,0.00,52.00
0.00,431.00,13.00,1.00,45.00
7.00,450.00,10.00,0.00,52.00
2.00,373.00,4.00,0.00,52.00
6.00,499.00,9.00,0.00,52.00
1.00,284.00,3.00,0.00,129.00
1.00,1579.00,50.00,0.00,46.00
1.00,1057.00,36.00,0.00,38.00
1.00,986.00,26.00,1.00,45.00
0.00,1177.00,40.00,0.00,33.00
0.00,315.00,4.00,1.00,45.00
1.00,1096.00,22.00,0.00,40.00
1.00,1050.00,30.00,0.00,52.00
2.00,1057.00,19.00,0.00,46.00
0.00,269.00,3.00,1.00,45.00
1.00,306.00,3.00,0.00,129.00
2.00,512.00,11.00,0.00,40.00
0.00,645.00,9.00,0.00,172.00
0.00,219.00,4.00,1.00,45.00
1.00,539.00,9.00,0.00,35.00
2.00,821.00,20.00,0.00,25.00
0.00,659.00,9.00,1.00,45.00
1.00,546.00,12.00,0.00,34.00
1.00,555.00,10.00,0.00,49.00
1.00,424.00,8.00,0.00,13.00
2.00,970.00,36.00,0.00,48.00
2.00,587.00,13.00,1.00,45.00
1.00,559.00,11.00,0.00,32.00
2.00,829.00,23.00,0.00,26.00
0.00,678.00,9.00,1.00,45.00
2.00,567.00,13.00,0.00,32.00
0.00,519.00,7.00,0.00,105.00
2.00,564.00,11.00,0.00,63.00
0.00,296.00,4.00,0.00,129.00
1.00,1016.00,36.00,0.00,75.00
1.00,712.00,11.00,0.00,34.00
1.00,290.00,4.00,0.00,129.00
1.00,353.00,4.00,1.00,45.00
1.00,873.00,20.00,0.00,82.00
2.00,569.00,13.00,0.00,70.00
1.00,815.00,22.00,0.00,59.00
1.00,928.00,18.00,0.00,49.00
2.00,749.00,28.00,0.00,56.00
1.00,295.00,4.00,0.00,129.00
0.00,454.00,5.00,1.00,45.00
1.00,555.00,9.00,0.00,27.00
0.00,1254.00,36.00,0.00,31.00
0.00,1188.00,37.00,0.00,46.00
1.00,1015.00,22.00,0.00,81.00
1.00,346.00,4.00,1.00,45.00
0.00,640.00,17.00,0.00,24.00
1.00,1282.00,36.00,0.00,41.00
1.00,614.00,14.00,0.00,38.00
1.00,1159.00,30.00,0.00,131.00
1.00,1324.00,29.00,0.00,165.00
1.00,1326.00,32.00,0.00,102.00
6.00,901.00,16.00,1.00,45.00
1.00,1215.00,36.00,0.00,34.00
1.00,279.00,3.00,0.00,147.00
2.00,1202.00,39.00,0.00,77.00
0.00,1617.00,50.00,0.00,164.00
2.00,1487.00,48.00,0.00,97.00
1.00,579.00,13.00,1.00,45.00
0.00,1525.00,75.00,1.00,45.00
1.00,1125.00,39.00,0.00,56.00
1.00,736.00,20.00,0.00,55.00
2.00,1197.00,42.00,0.00,41.00
1.00,1107.00,33.00,0.00,103.00
1.00,556.00,12.00,1.00,45.00
1.00,1951.00,67.00,1.00,45.00
0.00,1198.00,32.00,0.00,70.00
1.00,336.00,4.00,1.00,45.00
0.00,1502.00,54.00,0.00,49.00
1.00,1155.00,25.00,0.00,55.00
1.00,600.00,9.00,0.00,21.00
1.00,664.00,17.00,1.00,45.00
2.00,1091.00,22.00,0.00,88.00
1.00,617.00,12.00,0.00,26.00
1.00,506.00,16.00,0.00,19.00
1.00,493.00,9.00,0.00,24.00
1.00,429.00,9.00,1.00,45.00
1.00,1175.00,13.00,0.00,31.00
2.00,890.00,21.00,0.00,40.00
1.00,895.00,15.00,0.00,49.00
2.00,301.00,4.00,0.00,129.00
1.00,591.00,8.00,0.00,33.00
3.00,474.00,14.00,0.00,46.00
0.00,936.00,31.00,0.00,55.00
1.00,1520.00,43.00,1.00,45.00
1.00,519.00,17.00,0.00,21.00
2.00,1823.00,52.00,0.00,122.00
1.00,894.00,18.00,0.00,182.00
1.00,445.00,9.00,0.00,19.00
1.00,287.00,4.00,1.00,45.00
1.00,661.00,12.00,0.00,27.00
0.00,903.00,22.00,0.00,25.00
0.00,321.00,3.00,1.00,45.00
0.00,182.00,2.00,1.00,45.00
1.00,787.00,12.00,0.00,49.00
2.00,801.00,18.00,0.00,42.00
0.00,1297.00,30.00,0.00,24.00
0.00,457.00,13.00,1.00,45.00
0.00,731.00,10.00,1.00,45.00
0.00,357.00,5.00,1.00,45.00
1.00,718.00,23.00,0.00,63.00
8.00,431.00,4.00,0.00,49.00
2.00,520.00,11.00,0.00,49.00
2.00,897.00,26.00,0.00,46.00
2.00,1163.00,32.00,0.00,77.00
1.00,434.00,7.00,1.00,45.00
1.00,355.00,3.00,1.00,45.00
1.00,440.00,9.00,1.00,45.00
0.00,575.00,5.00,1.00,45.00
1.00,433.00,6.00,1.00,45.00
1.00,932.00,18.00,0.00,72.00
1.00,385.00,5.00,1.00,45.00
1.00,586.00,14.00,0.00,38.00
1.00,501.00,9.00,0.00,36.00
1.00,1335.00,28.00,0.00,25.00
1.00,612.00,9.00,0.00,32.00
1.00,542.00,11.00,0.00,31.00
1.00,461.00,9.00,1.00,45.00
1.00,542.00,12.00,0.00,37.00
2.00,1009.00,31.00,0.00,49.00
1.00,506.00,12.00,0.00,36.00
2.00,577.00,11.00,0.00,24.00
1.00,611.00,12.00,0.00,51.00
2.00,573.00,15.00,0.00,57.00
1.00,579.00,8.00,0.00,15.00
1.00,594.00,10.00,0.00,57.00
1.00,292.00,5.00,0.00,126.00
1.00,554.00,14.00,0.00,86.00
2.00,557.00,14.00,0.00,31.00
1.00,291.00,4.00,0.00,126.00
1.00,597.00,13.00,0.00,29.00
1.00,301.00,5.00,0.00,126.00
2.00,942.00,21.00,0.00,74.00
1.00,628.00,14.00,0.00,38.00
1.00,511.00,13.00,1.00,45.00
2.00,595.00,9.00,1.00,45.00
1.00,433.00,5.00,1.00,45.00
1.00,581.00,9.00,0.00,18.00
0.00,1190.00,32.00,0.00,30.00
1.00,1239.00,34.00,0.00,32.00
0.00,224.00,4.00,1.00,45.00
0.00,223.00,5.00,1.00,45.00
1.00,844.00,17.00,0.00,67.00
1.00,1040.00,20.00,0.00,77.00
1.00,1310.00,33.00,0.00,73.00
1.00,1314.00,48.00,0.00,45.00
1.00,952.00,18.00,0.00,63.00
1.00,961.00,28.00,0.00,44.00
2.00,1162.00,42.00,0.00,29.00
2.00,336.00,4.00,1.00,45.00
2.00,610.00,15.00,1.00,45.00
1.00,1045.00,44.00,0.00,63.00
1.00,625.00,12.00,0.00,23.00
3.00,418.00,6.00,1.00,45.00
1.00,782.00,23.00,1.00,45.00
1.00,458.00,7.00,1.00,45.00
0.00,1311.00,28.00,0.00,49.00
1.00,951.00,31.00,0.00,79.00
1.00,1015.00,28.00,0.00,21.00
1.00,1292.00,38.00,0.00,39.00
1.00,285.00,4.00,0.00,93.00
1.00,579.00,7.00,0.00,22.00
1.00,842.00,22.00,0.00,46.00
0.00,1063.00,28.00,0.00,29.00
2.00,766.00,14.00,0.00,56.00
0.00,1393.00,59.00,0.00,137.00
1.00,1020.00,22.00,0.00,23.00
1.00,1248.00,43.00,0.00,28.00
2.00,1055.00,24.00,0.00,49.00
2.00,1125.00,38.00,0.00,43.00
1.00,534.00,11.00,1.00,45.00
1.00,331.00,4.00,1.00,45.00
1.00,412.00,4.00,1.00,45.00
2.00,342.00,3.00,1.00,45.00
1.00,620.00,15.00,0.00,43.00
6.00,924.00,27.00,1.00,45.00
1.00,581.00,12.00,0.00,18.00
1.00,1153.00,26.00,0.00,56.00
1.00,1058.00,32.00,0.00,39.00
1.00,520.00,16.00,0.00,15.00
1.00,980.00,21.00,0.00,25.00
1.00,587.00,8.00,0.00,23.00
1.00,635.00,13.00,0.00,22.00
1.00,1119.00,29.00,0.00,49.00
1.00,516.00,12.00,0.00,15.00
1.00,1102.00,25.00,0.00,43.00
1.00,604.00,9.00,0.00,21.00
0.00,1088.00,38.00,0.00,23.00
1.00,968.00,18.00,0.00,45.00
1.00,677.00,6.00,1.00,45.00
0.00,1266.00,19.00,0.00,38.00
1.00,607.00,9.00,0.00,37.00
1.00,942.00,17.00,0.00,37.00
0.00,1277.00,55.00,0.00,45.00
0.00,1109.00,23.00,0.00,23.00
1.00,880.00,19.00,0.00,49.00
1.00,283.00,3.00,0.00,144.00
1.00,1793.00,70.00,0.00,67.00
2.00,1897.00,46.00,0.00,56.00
0.00,341.00,5.00,1.00,45.00
2.00,302.00,3.00,0.00,126.00
1.00,638.00,11.00,0.00,100.00
1.00,416.00,6.00,1.00,45.00
1.00,404.00,6.00,1.00,45.00
0.00,457.00,7.00,1.00,45.00
1.00,466.00,7.00,1.00,45.00
1.00,1045.00,30.00,0.00,48.00
1.00,1359.00,32.00,0.00,55.00
1.00,746.00,9.00,1.00,45.00
1.00,1035.00,33.00,0.00,22.00
0.00,346.00,5.00,1.00,45.00
1.00,792.00,22.00,0.00,38.00
1.00,1117.00,36.00,0.00,48.00
1.00,1207.00,41.00,0.00,48.00
0.00,1103.00,30.00,0.00,24.00
1.00,1362.00,37.00,0.00,50.00
1.00,938.00,24.00,1.00,45.00
2.00,682.00,27.00,0.00,22.00
2.00,1792.00,63.00,0.00,76.00
1.00,303.00,4.00,0.00,143.00
0.00,257.00,4.00,1.00,45.00
2.00,515.00,12.00,0.00,36.00
0.00,256.00,4.00,1.00,45.00
2.00,407.00,6.00,1.00,45.00
0.00,985.00,20.00,0.00,37.00
1.00,569.00,11.00,0.00,49.00
2.00,583.00,9.00,0.00,48.00
1.00,588.00,12.00,0.00,48.00
2.00,1094.00,22.00,0.00,72.00
2.00,1135.00,38.00,0.00,59.00
1.00,647.00,19.00,0.00,14.00
9.00,916.00,17.00,0.00,48.00
1.00,532.00,9.00,0.00,48.00
2.00,616.00,15.00,0.00,48.00
2.00,518.00,8.00,0.00,48.00
1.00,336.00,3.00,1.00,45.00
1.00,565.00,11.00,0.00,29.00
1.00,559.00,9.00,0.00,21.00
1.00,443.00,8.00,0.00,27.00
2.00,1081.00,19.00,0.00,17.00
1.00,612.00,11.00,0.00,49.00
2.00,519.00,9.00,1.00,45.00
2.00,872.00,31.00,0.00,45.00
0.00,838.00,23.00,0.00,45.00
3.00,294.00,4.00,0.00,125.00
1.00,744.00,21.00,0.00,20.00
1.00,285.00,3.00,0.00,125.00
2.00,1424.00,36.00,0.00,48.00
0.00,666.00,12.00,0.00,29.00
4.00,2817.00,129.00,0.00,99.00
1.00,1507.00,29.00,0.00,55.00
1.00,620.00,10.00,0.00,16.00
0.00,1430.00,47.00,0.00,92.00
1.00,2397.00,82.00,0.00,135.00
2.00,1394.00,39.00,0.00,55.00
1.00,676.00,11.00,0.00,29.00
1.00,1038.00,26.00,0.00,45.00
1.00,1761.00,56.00,0.00,48.00
1.00,478.00,10.00,1.00,45.00
0.00,241.00,7.00,1.00,45.00
2.00,325.00,3.00,0.00,143.00
1.00,436.00,7.00,1.00,45.00
1.00,737.00,19.00,0.00,29.00
1.00,1629.00,54.00,0.00,15.00
1.00,420.00,8.00,0.00,10.00
1.00,974.00,21.00,0.00,71.00
1.00,516.00,10.00,0.00,31.00
1.00,998.00,22.00,0.00,72.00
2.00,482.00,9.00,1.00,45.00
2.00,956.00,19.00,0.00,72.00
1.00,871.00,17.00,0.00,62.00
2.00,876.00,16.00,0.00,45.00
2.00,1235.00,29.00,0.00,140.00
1.00,879.00,14.00,0.00,45.00
2.00,1590.00,52.00,0.00,55.00
0.00,506.00,23.00,1.00,45.00
0.00,1167.00,37.00,0.00,37.00
1.00,925.00,31.00,0.00,58.00
0.00,562.00,12.00,1.00,45.00
1.00,533.00,13.00,0.00,27.00
1.00,395.00,8.00,0.00,143.00
1.00,301.00,3.00,0.00,143.00
0.00,893.00,19.00,0.00,30.00
1.00,740.00,16.00,0.00,50.00
2.00,851.00,19.00,0.00,48.00
1.00,2056.00,48.00,0.00,94.00
3.00,970.00,43.00,1.00,45.00
1.00,1555.00,55.00,0.00,44.00
2.00,909.00,33.00,0.00,48.00
1.00,1237.00,38.00,0.00,70.00
6.00,484.00,5.00,1.00,45.00
1.00,1230.00,33.00,0.00,15.00
2.00,479.00,8.00,0.00,45.00
1.00,612.00,11.00,0.00,49.00
0.00,545.00,18.00,0.00,24.00
2.00,880.00,18.00,1.00,45.00
1.00,1584.00,61.00,0.00,157.00
1.00,488.00,17.00,1.00,45.00
1.00,1707.00,70.00,0.00,17.00
1.00,378.00,4.00,1.00,45.00
2.00,367.00,3.00,1.00,45.00
1.00,1037.00,32.00,0.00,35.00
2.00,778.00,18.00,0.00,24.00
0.00,1194.00,21.00,0.00,44.00
0.00,481.00,12.00,1.00,45.00
1.00,372.00,3.00,1.00,45.00
3.00,331.00,2.00,0.00,168.00
3.00,877.00,15.00,0.00,55.00
2.00,561.00,9.00,0.00,15.00
1.00,591.00,14.00,1.00,45.00
2.00,681.00,19.00,0.00,30.00
1.00,307.00,3.00,0.00,125.00
1.00,1333.00,43.00,0.00,36.00
1.00,857.00,18.00,0.00,59.00
2.00,1178.00,47.00,0.00,45.00
1.00,864.00,21.00,0.00,59.00
2.00,487.00,8.00,1.00,45.00
2.00,875.00,20.00,0.00,43.00
1.00,969.00,16.00,0.00,37.00
1.00,958.00,15.00,0.00,45.00
2.00,602.00,14.00,0.00,30.00
0.00,323.00,7.00,1.00,45.00
0.00,272.00,5.00,1.00,45.00
1.00,948.00,25.00,0.00,30.00
1.00,1110.00,38.00,0.00,56.00
2.00,1505.00,43.00,0.00,54.00
1.00,306.00,5.00,1.00,45.00
1.00,297.00,5.00,1.00,45.00
2.00,299.00,5.00,1.00,45.00
1.00,281.00,3.00,1.00,45.00
13.00,321.00,7.00,1.00,45.00
1.00,295.00,5.00,1.00,45.00
1.00,306.00,7.00,1.00,45.00
1.00,298.00,5.00,1.00,45.00
2.00,339.00,7.00,1.00,45.00
0.00,265.00,1.00,1.00,45.00
1.00,871.00,28.00,0.00,20.00
2.00,495.00,10.00,0.00,47.00
1.00,545.00,8.00,0.00,30.00
1.00,1207.00,41.00,0.00,30.00
1.00,749.00,20.00,0.00,56.00
1.00,563.00,10.00,0.00,22.00
1.00,661.00,9.00,0.00,26.00
1.00,825.00,30.00,0.00,111.00
2.00,820.00,24.00,0.00,30.00
1.00,1534.00,44.00,0.00,62.00
0.00,1601.00,55.00,0.00,43.00
1.00,330.00,4.00,1.00,45.00
1.00,632.00,18.00,0.00,62.00
2.00,902.00,17.00,0.00,65.00
1.00,644.00,12.00,0.00,41.00
1.00,553.00,11.00,0.00,35.00
1.00,562.00,11.00,0.00,48.00
1.00,537.00,11.00,0.00,34.00
0.00,214.00,4.00,1.00,45.00
1.00,586.00,10.00,0.00,55.00
1.00,586.00,12.00,0.00,48.00
1.00,591.00,14.00,0.00,48.00
1.00,345.00,5.00,1.00,45.00
1.00,647.00,13.00,0.00,35.00
1.00,542.00,15.00,0.00,27.00
2.00,1368.00,30.00,0.00,47.00
2.00,746.00,20.00,0.00,19.00
2.00,797.00,23.00,0.00,21.00
2.00,528.00,9.00,0.00,30.00
1.00,615.00,8.00,0.00,20.00
1.00,676.00,19.00,0.00,28.00
1.00,764.00,17.00,0.00,49.00
0.00,1268.00,38.00,0.00,34.00
2.00,1100.00,19.00,0.00,55.00
2.00,366.00,11.00,0.00,124.00
1.00,774.00,20.00,0.00,77.00
1.00,565.00,10.00,0.00,57.00
1.00,809.00,23.00,0.00,28.00
0.00,313.00,4.00,1.00,45.00
1.00,524.00,12.00,0.00,33.00
1.00,612.00,9.00,0.00,27.00
1.00,1586.00,49.00,0.00,84.00
2.00,497.00,11.00,0.00,22.00
0.00,496.00,10.00,1.00,45.00
2.00,927.00,27.00,0.00,50.00
0.00,294.00,4.00,1.00,45.00
2.00,1725.00,70.00,0.00,34.00
2.00,1020.00,23.00,0.00,75.00
2.00,1215.00,26.00,0.00,44.00
0.00,1107.00,27.00,0.00,14.00
2.00,1024.00,21.00,0.00,58.00
1.00,866.00,17.00,0.00,35.00
1.00,820.00,12.00,0.00,44.00
1.00,784.00,22.00,0.00,49.00
1.00,1228.00,26.00,0.00,128.00
1.00,601.00,12.00,0.00,35.00
1.00,468.00,14.00,0.00,21.00
1.00,534.00,11.00,1.00,45.00
1.00,1097.00,32.00,0.00,44.00
1.00,467.00,10.00,0.00,16.00
1.00,632.00,17.00,1.00,45.00
1.00,1016.00,31.00,0.00,41.00
2.00,620.00,22.00,0.00,20.00
1.00,1227.00,33.00,0.00,37.00
0.00,1520.00,47.00,0.00,86.00
0.00,317.00,5.00,1.00,45.00
0.00,1376.00,45.00,0.00,36.00
1.00,604.00,14.00,0.00,26.00
0.00,592.00,15.00,1.00,45.00
1.00,383.00,5.00,1.00,45.00
2.00,498.00,10.00,1.00,45.00
1.00,588.00,19.00,1.00,45.00
0.00,288.00,3.00,1.00,45.00
1.00,1002.00,25.00,0.00,54.00
1.00,1830.00,59.00,0.00,91.00
0.00,317.00,4.00,0.00,142.00
1.00,467.00,17.00,0.00,105.00
2.00,874.00,20.00,0.00,44.00
1.00,789.00,25.00,0.00,36.00
0.00,1152.00,50.00,1.00,45.00
1.00,877.00,25.00,0.00,92.00
1.00,1428.00,35.00,0.00,56.00
1.00,616.00,10.00,0.00,21.00
1.00,585.00,8.00,0.00,19.00
0.00,271.00,4.00,1.00,45.00
0.00,264.00,3.00,1.00,45.00
0.00,1237.00,44.00,0.00,35.00
1.00,1219.00,29.00,0.00,41.00
0.00,414.00,3.00,1.00,45.00
0.00,1636.00,52.00,0.00,145.00
0.00,1461.00,35.00,0.00,63.00
2.00,694.00,18.00,0.00,49.00
2.00,1558.00,42.00,0.00,43.00
1.00,413.00,7.00,0.00,15.00
0.00,259.00,3.00,1.00,45.00
2.00,556.00,10.00,1.00,45.00
0.00,1760.00,50.00,0.00,41.00
1.00,822.00,16.00,0.00,21.00
1.00,567.00,8.00,0.00,20.00
2.00,636.00,7.00,0.00,50.00
2.00,1494.00,42.00,0.00,42.00
1.00,1257.00,51.00,0.00,61.00
0.00,582.00,14.00,1.00,45.00
1.00,1011.00,27.00,0.00,34.00
1.00,1132.00,31.00,0.00,14.00
1.00,809.00,15.00,0.00,97.00
2.00,517.00,11.00,1.00,45.00
1.00,1163.00,38.00,0.00,56.00
1.00,433.00,13.00,1.00,45.00
1.00,1262.00,28.00,0.00,33.00
1.00,391.00,4.00,1.00,45.00
1.00,1395.00,53.00,0.00,35.00
1.00,431.00,8.00,0.00,20.00
0.00,350.00,5.00,1.00,45.00
0.00,268.00,3.00,1.00,45.00
1.00,590.00,14.00,0.00,15.00
1.00,649.00,16.00,0.00,36.00
1.00,819.00,21.00,0.00,162.00
1.00,606.00,10.00,0.00,27.00
0.00,899.00,23.00,0.00,27.00
0.00,258.00,4.00,1.00,45.00
4.00,612.00,12.00,0.00,46.00
6.00,675.00,17.00,0.00,46.00
3.00,657.00,14.00,0.00,46.00
2.00,937.00,30.00,0.00,69.00
1.00,931.00,30.00,0.00,46.00
1.00,507.00,4.00,1.00,45.00
15.00,1042.00,21.00,1.00,45.00
2.00,416.00,6.00,0.00,46.00
1.00,508.00,7.00,0.00,46.00
4.00,510.00,7.00,0.00,46.00
1.00,500.00,7.00,0.00,46.00
1.00,482.00,5.00,0.00,46.00
1.00,514.00,9.00,0.00,46.00
1.00,604.00,11.00,0.00,46.00
2.00,487.00,5.00,0.00,46.00
1.00,525.00,9.00,0.00,46.00
4.00,446.00,5.00,0.00,46.00
2.00,430.00,3.00,0.00,46.00
1.00,366.00,3.00,0.00,46.00
3.00,385.00,4.00,0.00,46.00
3.00,438.00,6.00,0.00,46.00
2.00,406.00,6.00,0.00,46.00
1.00,492.00,10.00,1.00,45.00
1.00,679.00,28.00,1.00,45.00
1.00,1431.00,48.00,0.00,83.00
2.00,298.00,3.00,0.00,141.00
0.00,252.00,4.00,1.00,45.00
1.00,435.00,9.00,0.00,34.00
2.00,796.00,19.00,0.00,32.00
3.00,452.00,4.00,1.00,45.00
1.00,763.00,27.00,0.00,96.00
1.00,1104.00,31.00,0.00,42.00
1.00,841.00,20.00,0.00,46.00
0.00,1562.00,52.00,0.00,49.00
1.00,453.00,8.00,1.00,45.00
1.00,670.00,22.00,0.00,40.00
0.00,180.00,4.00,1.00,45.00
1.00,1316.00,53.00,0.00,82.00
1.00,1458.00,41.00,0.00,119.00
0.00,239.00,3.00,1.00,45.00
0.00,234.00,7.00,1.00,45.00
0.00,261.00,7.00,1.00,45.00
0.00,256.00,7.00,1.00,45.00
0.00,261.00,7.00,1.00,45.00
0.00,254.00,7.00,1.00,45.00
0.00,236.00,7.00,1.00,45.00
0.00,252.00,7.00,1.00,45.00
0.00,254.00,7.00,1.00,45.00
0.00,242.00,9.00,1.00,45.00
0.00,252.00,7.00,1.00,45.00
0.00,238.00,7.00,1.00,45.00
0.00,257.00,7.00,1.00,45.00
1.00,1418.00,37.00,0.00,40.00
0.00,238.00,7.00,1.00,45.00
0.00,240.00,7.00,1.00,45.00
0.00,312.00,18.00,1.00,45.00
0.00,594.00,16.00,1.00,45.00
0.00,397.00,14.00,1.00,45.00
5.00,2046.00,82.00,0.00,96.00
1.00,1270.00,46.00,0.00,26.00
1.00,530.00,18.00,1.00,45.00
0.00,253.00,3.00,1.00,45.00
0.00,242.00,8.00,1.00,45.00
1.00,1626.00,59.00,0.00,43.00
0.00,1580.00,51.00,0.00,36.00
1.00,518.00,11.00,0.00,42.00
2.00,1366.00,46.00,0.00,32.00
0.00,290.00,12.00,1.00,45.00
0.00,239.00,7.00,1.00,45.00
0.00,1158.00,35.00,0.00,29.00
0.00,415.00,11.00,1.00,45.00
0.00,303.00,12.00,1.00,45.00
0.00,279.00,3.00,1.00,45.00
1.00,872.00,28.00,1.00,45.00
2.00,586.00,15.00,0.00,25.00
0.00,297.00,10.00,1.00,45.00
3.00,1362.00,48.00,1.00,45.00
1.00,1237.00,48.00,0.00,48.00
0.00,282.00,7.00,1.00,45.00
0.00,548.00,15.00,1.00,45.00
