nLiens,nAuditEntries,nTotalNotes,oCancelled,oNumDays
1.00,286.00,6.00,0.00,113.00
1.00,559.00,11.00,0.00,41.00
1.00,267.00,4.00,0.00,126.00
1.00,554.00,11.00,0.00,41.00
2.00,590.00,13.00,0.00,48.00
1.00,498.00,10.00,0.00,56.00
1.00,290.00,3.00,0.00,114.00
1.00,570.00,9.00,0.00,13.00
1.00,959.00,25.00,0.00,63.00
1.00,564.00,14.00,0.00,0.00
3.00,501.00,9.00,0.00,0.00
1.00,617.00,12.00,0.00,36.00
1.00,318.00,5.00,1.00,45.00
1.00,904.00,24.00,0.00,80.00
1.00,741.00,19.00,0.00,23.00
1.00,505.00,9.00,0.00,29.00
1.00,355.00,5.00,1.00,45.00
1.00,560.00,13.00,0.00,42.00
3.00,589.00,16.00,0.00,29.00
3.00,382.00,5.00,1.00,45.00
2.00,272.00,3.00,0.00,114.00
2.00,512.00,9.00,0.00,58.00
2.00,966.00,22.00,0.00,48.00
1.00,275.00,6.00,1.00,45.00
1.00,586.00,9.00,0.00,37.00
2.00,824.00,15.00,0.00,22.00
1.00,627.00,11.00,0.00,21.00
1.00,979.00,26.00,0.00,31.00
1.00,1163.00,28.00,0.00,36.00
3.00,1423.00,51.00,0.00,97.00
2.00,523.00,12.00,0.00,15.00
1.00,708.00,12.00,0.00,27.00
3.00,1399.00,42.00,0.00,52.00
1.00,785.00,16.00,0.00,66.00
2.00,934.00,22.00,0.00,65.00
1.00,1454.00,49.00,0.00,49.00
2.00,975.00,20.00,0.00,59.00
1.00,930.00,14.00,0.00,65.00
2.00,1140.00,31.00,0.00,58.00
1.00,1215.00,30.00,0.00,127.00
1.00,807.00,16.00,0.00,45.00
1.00,1035.00,16.00,0.00,49.00
0.00,1405.00,43.00,0.00,36.00
0.00,1797.00,79.00,0.00,51.00
1.00,1082.00,27.00,0.00,30.00
0.00,352.00,8.00,1.00,45.00
2.00,1010.00,20.00,0.00,58.00
1.00,967.00,22.00,0.00,58.00
1.00,707.00,21.00,0.00,55.00
6.00,2819.00,86.00,0.00,106.00
1.00,425.00,7.00,1.00,45.00
1.00,512.00,10.00,0.00,73.00
1.00,1376.00,47.00,0.00,45.00
1.00,1394.00,48.00,0.00,56.00
1.00,689.00,15.00,0.00,36.00
1.00,1178.00,36.00,0.00,35.00
2.00,1265.00,35.00,0.00,21.00
2.00,877.00,20.00,0.00,59.00
4.00,357.00,5.00,1.00,45.00
1.00,884.00,17.00,0.00,30.00
0.00,1199.00,39.00,0.00,38.00
0.00,679.00,13.00,0.00,37.00
0.00,1098.00,38.00,0.00,29.00
0.00,1135.00,35.00,0.00,77.00
2.00,867.00,17.00,0.00,70.00
1.00,891.00,16.00,0.00,52.00
2.00,691.00,19.00,0.00,37.00
1.00,606.00,8.00,0.00,23.00
1.00,741.00,15.00,0.00,36.00
0.00,1009.00,31.00,0.00,71.00
1.00,591.00,9.00,0.00,28.00
1.00,718.00,17.00,0.00,34.00
1.00,771.00,15.00,0.00,41.00
1.00,892.00,17.00,0.00,69.00
1.00,333.00,5.00,1.00,45.00
2.00,1433.00,47.00,0.00,36.00
1.00,1169.00,58.00,1.00,45.00
1.00,1599.00,69.00,0.00,36.00
2.00,1096.00,25.00,0.00,78.00
2.00,1172.00,37.00,0.00,121.00
1.00,1070.00,26.00,0.00,44.00
8.00,418.00,6.00,0.00,0.00
8.00,470.00,8.00,0.00,0.00
4.00,552.00,10.00,0.00,0.00
13.00,626.00,11.00,0.00,0.00
2.00,509.00,6.00,0.00,0.00
2.00,765.00,21.00,1.00,45.00
4.00,594.00,16.00,1.00,45.00
1.00,555.00,9.00,0.00,50.00
1.00,530.00,10.00,0.00,55.00
2.00,595.00,12.00,0.00,37.00
0.00,954.00,20.00,0.00,42.00
1.00,265.00,4.00,0.00,113.00
1.00,515.00,10.00,0.00,44.00
1.00,545.00,13.00,0.00,55.00
1.00,530.00,11.00,0.00,42.00
1.00,864.00,16.00,0.00,75.00
1.00,545.00,10.00,0.00,43.00
1.00,789.00,18.00,0.00,28.00
1.00,567.00,11.00,0.00,55.00
2.00,552.00,12.00,0.00,43.00
0.00,407.00,15.00,1.00,45.00
1.00,550.00,10.00,0.00,21.00
2.00,822.00,16.00,0.00,62.00
1.00,695.00,20.00,0.00,62.00
1.00,642.00,12.00,0.00,6.00
1.00,280.00,4.00,0.00,111.00
0.00,530.00,11.00,0.00,19.00
1.00,648.00,14.00,0.00,56.00
0.00,1534.00,43.00,0.00,44.00
1.00,545.00,9.00,0.00,58.00
1.00,566.00,9.00,0.00,9.00
1.00,561.00,10.00,0.00,48.00
1.00,562.00,9.00,0.00,55.00
1.00,1232.00,29.00,0.00,70.00
1.00,970.00,23.00,0.00,44.00
1.00,1044.00,22.00,0.00,93.00
3.00,500.00,8.00,1.00,45.00
1.00,368.00,7.00,1.00,45.00
1.00,366.00,8.00,1.00,45.00
1.00,370.00,5.00,1.00,45.00
2.00,827.00,19.00,0.00,85.00
1.00,662.00,12.00,0.00,44.00
1.00,400.00,6.00,1.00,45.00
2.00,421.00,11.00,0.00,43.00
1.00,910.00,22.00,0.00,27.00
10.00,1271.00,36.00,0.00,111.00
0.00,1491.00,35.00,0.00,35.00
2.00,597.00,12.00,0.00,28.00
2.00,263.00,3.00,0.00,119.00
0.00,1333.00,44.00,0.00,47.00
1.00,623.00,12.00,0.00,19.00
1.00,962.00,20.00,0.00,68.00
1.00,393.00,7.00,0.00,26.00
1.00,607.00,16.00,0.00,22.00
2.00,405.00,8.00,0.00,19.00
3.00,1326.00,51.00,0.00,64.00
1.00,948.00,20.00,0.00,47.00
0.00,197.00,4.00,1.00,45.00
0.00,1661.00,53.00,0.00,104.00
1.00,860.00,20.00,0.00,47.00
0.00,1292.00,30.00,0.00,103.00
1.00,1160.00,46.00,0.00,16.00
1.00,923.00,21.00,0.00,40.00
1.00,865.00,16.00,0.00,40.00
0.00,556.00,10.00,0.00,15.00
2.00,774.00,22.00,0.00,28.00
0.00,1641.00,53.00,0.00,111.00
1.00,874.00,25.00,0.00,35.00
1.00,824.00,13.00,0.00,34.00
1.00,846.00,26.00,0.00,29.00
1.00,1044.00,25.00,0.00,56.00
0.00,254.00,4.00,1.00,45.00
0.00,877.00,21.00,0.00,37.00
0.00,616.00,13.00,0.00,15.00
2.00,692.00,18.00,1.00,45.00
2.00,1301.00,37.00,0.00,71.00
0.00,1385.00,40.00,0.00,37.00
1.00,412.00,9.00,0.00,15.00
1.00,1349.00,40.00,0.00,13.00
0.00,730.00,23.00,1.00,45.00
1.00,593.00,13.00,1.00,45.00
0.00,1343.00,47.00,0.00,76.00
2.00,755.00,14.00,0.00,49.00
2.00,969.00,23.00,0.00,54.00
5.00,993.00,27.00,0.00,41.00
1.00,787.00,23.00,0.00,56.00
1.00,628.00,12.00,0.00,21.00
1.00,668.00,15.00,0.00,28.00
0.00,1458.00,47.00,0.00,78.00
0.00,784.00,6.00,1.00,45.00
0.00,1254.00,52.00,0.00,44.00
2.00,1309.00,51.00,0.00,84.00
1.00,640.00,11.00,0.00,36.00
1.00,342.00,4.00,1.00,45.00
1.00,574.00,9.00,0.00,69.00
1.00,1119.00,43.00,0.00,50.00
0.00,286.00,7.00,1.00,45.00
0.00,1528.00,51.00,0.00,50.00
1.00,1061.00,33.00,0.00,19.00
1.00,1241.00,52.00,0.00,83.00
1.00,1371.00,43.00,0.00,85.00
1.00,588.00,11.00,0.00,15.00
2.00,842.00,21.00,0.00,57.00
1.00,399.00,6.00,0.00,0.00
0.00,724.00,18.00,1.00,45.00
1.00,784.00,16.00,0.00,60.00
2.00,998.00,36.00,0.00,56.00
1.00,746.00,20.00,0.00,46.00
1.00,1066.00,38.00,0.00,47.00
1.00,550.00,14.00,1.00,45.00
1.00,1178.00,41.00,0.00,29.00
1.00,474.00,13.00,1.00,45.00
1.00,1182.00,26.00,0.00,42.00
9.00,1038.00,26.00,0.00,42.00
1.00,532.00,12.00,0.00,46.00
1.00,269.00,4.00,0.00,110.00
0.00,318.00,10.00,1.00,45.00
2.00,532.00,12.00,0.00,43.00
1.00,808.00,13.00,0.00,50.00
1.00,322.00,7.00,1.00,45.00
1.00,526.00,9.00,0.00,35.00
1.00,527.00,10.00,0.00,54.00
1.00,356.00,6.00,1.00,45.00
1.00,617.00,11.00,0.00,83.00
1.00,596.00,12.00,0.00,68.00
1.00,531.00,9.00,0.00,35.00
1.00,790.00,17.00,0.00,48.00
0.00,855.00,28.00,0.00,78.00
1.00,892.00,18.00,0.00,48.00
0.00,423.00,4.00,1.00,45.00
1.00,1043.00,24.00,0.00,26.00
1.00,409.00,8.00,0.00,26.00
1.00,982.00,30.00,0.00,35.00
2.00,683.00,13.00,0.00,33.00
1.00,585.00,9.00,0.00,62.00
1.00,1241.00,33.00,1.00,45.00
2.00,1580.00,42.00,0.00,70.00
0.00,733.00,21.00,0.00,43.00
1.00,570.00,18.00,0.00,49.00
1.00,665.00,15.00,0.00,26.00
1.00,825.00,21.00,1.00,45.00
1.00,749.00,20.00,0.00,36.00
1.00,720.00,12.00,0.00,39.00
1.00,368.00,5.00,1.00,45.00
1.00,352.00,6.00,1.00,45.00
1.00,431.00,8.00,0.00,20.00
1.00,1108.00,27.00,0.00,74.00
1.00,869.00,20.00,0.00,49.00
2.00,654.00,18.00,1.00,45.00
0.00,788.00,20.00,1.00,45.00
1.00,1297.00,51.00,0.00,36.00
2.00,1539.00,45.00,0.00,34.00
0.00,390.00,5.00,0.00,64.00
1.00,1310.00,31.00,0.00,42.00
1.00,787.00,14.00,0.00,47.00
1.00,912.00,15.00,0.00,53.00
7.00,539.00,19.00,1.00,45.00
2.00,1042.00,22.00,0.00,56.00
6.00,2202.00,82.00,0.00,118.00
2.00,365.00,6.00,1.00,45.00
2.00,1635.00,53.00,0.00,33.00
0.00,1147.00,42.00,0.00,25.00
1.00,780.00,13.00,0.00,13.00
0.00,2054.00,70.00,0.00,95.00
1.00,608.00,9.00,0.00,14.00
1.00,384.00,7.00,1.00,45.00
2.00,1518.00,52.00,0.00,39.00
1.00,1355.00,41.00,0.00,63.00
5.00,819.00,25.00,1.00,45.00
1.00,1122.00,43.00,0.00,41.00
1.00,611.00,10.00,0.00,60.00
1.00,349.00,3.00,1.00,45.00
0.00,894.00,16.00,0.00,42.00
1.00,416.00,5.00,1.00,45.00
1.00,1510.00,49.00,0.00,60.00
1.00,252.00,3.00,0.00,110.00
1.00,728.00,13.00,0.00,34.00
2.00,430.00,9.00,1.00,45.00
1.00,1251.00,47.00,0.00,67.00
2.00,586.00,14.00,0.00,26.00
0.00,1262.00,39.00,0.00,21.00
1.00,617.00,10.00,0.00,34.00
1.00,659.00,9.00,0.00,21.00
1.00,618.00,9.00,0.00,27.00
1.00,1344.00,36.00,0.00,67.00
1.00,587.00,26.00,1.00,45.00
1.00,383.00,5.00,1.00,45.00
1.00,930.00,22.00,0.00,45.00
1.00,1239.00,40.00,0.00,46.00
7.00,652.00,22.00,1.00,45.00
1.00,473.00,9.00,1.00,45.00
2.00,438.00,5.00,1.00,45.00
2.00,409.00,6.00,1.00,45.00
1.00,1527.00,58.00,0.00,41.00
2.00,743.00,14.00,0.00,49.00
1.00,668.00,22.00,0.00,45.00
0.00,774.00,12.00,0.00,41.00
1.00,551.00,10.00,0.00,45.00
2.00,532.00,8.00,0.00,59.00
2.00,554.00,17.00,0.00,75.00
1.00,516.00,10.00,0.00,61.00
1.00,531.00,10.00,0.00,46.00
1.00,596.00,10.00,0.00,52.00
2.00,541.00,12.00,0.00,32.00
1.00,533.00,9.00,0.00,53.00
0.00,266.00,3.00,0.00,109.00
1.00,843.00,15.00,0.00,33.00
1.00,395.00,7.00,0.00,25.00
1.00,879.00,21.00,0.00,31.00
0.00,1067.00,38.00,0.00,77.00
3.00,1688.00,63.00,0.00,28.00
1.00,430.00,11.00,0.00,35.00
0.00,1300.00,46.00,0.00,88.00
0.00,599.00,14.00,1.00,45.00
10.00,732.00,16.00,0.00,0.00
2.00,517.00,9.00,0.00,0.00
1.00,401.00,7.00,1.00,45.00
1.00,924.00,27.00,0.00,46.00
1.00,1184.00,38.00,0.00,35.00
1.00,931.00,18.00,0.00,45.00
1.00,590.00,16.00,0.00,38.00
1.00,394.00,7.00,0.00,77.00
0.00,1189.00,37.00,0.00,68.00
0.00,1468.00,45.00,0.00,28.00
1.00,998.00,26.00,0.00,34.00
1.00,706.00,11.00,0.00,48.00
1.00,1248.00,18.00,0.00,42.00
0.00,1769.00,41.00,0.00,33.00
1.00,933.00,18.00,0.00,55.00
1.00,1062.00,31.00,0.00,31.00
1.00,959.00,22.00,0.00,63.00
1.00,303.00,5.00,1.00,45.00
1.00,942.00,12.00,0.00,52.00
1.00,753.00,11.00,0.00,47.00
1.00,703.00,14.00,0.00,27.00
1.00,1218.00,46.00,0.00,52.00
1.00,515.00,11.00,0.00,33.00
1.00,591.00,10.00,0.00,59.00
2.00,1248.00,45.00,0.00,31.00
1.00,996.00,37.00,0.00,26.00
1.00,566.00,18.00,1.00,45.00
1.00,1195.00,36.00,0.00,70.00
1.00,434.00,5.00,1.00,45.00
1.00,882.00,34.00,1.00,45.00
3.00,1477.00,39.00,0.00,98.00
1.00,995.00,27.00,0.00,53.00
0.00,276.00,6.00,1.00,45.00
2.00,888.00,24.00,0.00,53.00
2.00,1028.00,39.00,0.00,90.00
1.00,671.00,18.00,0.00,25.00
1.00,1270.00,49.00,0.00,61.00
2.00,408.00,5.00,1.00,45.00
1.00,957.00,28.00,0.00,108.00
1.00,773.00,15.00,0.00,84.00
1.00,1163.00,32.00,0.00,76.00
1.00,840.00,19.00,0.00,26.00
0.00,1207.00,39.00,0.00,73.00
1.00,416.00,10.00,0.00,27.00
0.00,415.00,10.00,1.00,45.00
1.00,454.00,7.00,1.00,45.00
1.00,1311.00,52.00,0.00,38.00
0.00,1420.00,41.00,0.00,46.00
2.00,693.00,15.00,0.00,59.00
3.00,338.00,5.00,1.00,45.00
1.00,1270.00,31.00,0.00,61.00
0.00,1418.00,42.00,0.00,31.00
1.00,1270.00,42.00,0.00,66.00
0.00,208.00,5.00,1.00,45.00
0.00,1563.00,47.00,0.00,19.00
1.00,595.00,14.00,0.00,26.00
1.00,587.00,9.00,0.00,33.00
2.00,685.00,12.00,0.00,23.00
1.00,573.00,14.00,1.00,45.00
4.00,696.00,20.00,1.00,45.00
2.00,1687.00,80.00,0.00,95.00
1.00,567.00,11.00,0.00,22.00
2.00,630.00,11.00,0.00,56.00
2.00,705.00,17.00,0.00,58.00
2.00,811.00,15.00,0.00,58.00
1.00,645.00,11.00,0.00,56.00
1.00,588.00,10.00,0.00,51.00
2.00,1073.00,20.00,0.00,100.00
1.00,636.00,12.00,0.00,43.00
1.00,365.00,3.00,0.00,0.00
2.00,1138.00,24.00,0.00,58.00
1.00,1288.00,33.00,0.00,46.00
1.00,605.00,12.00,0.00,22.00
1.00,432.00,17.00,1.00,45.00
1.00,581.00,10.00,0.00,24.00
0.00,641.00,9.00,0.00,36.00
2.00,754.00,14.00,0.00,43.00
1.00,1170.00,24.00,0.00,46.00
2.00,400.00,5.00,1.00,45.00
2.00,964.00,24.00,0.00,52.00
1.00,559.00,16.00,1.00,45.00
1.00,794.00,19.00,0.00,52.00
1.00,1249.00,49.00,0.00,79.00
1.00,598.00,9.00,0.00,17.00
1.00,845.00,15.00,0.00,39.00
1.00,781.00,15.00,0.00,39.00
1.00,1374.00,48.00,0.00,70.00
1.00,884.00,16.00,0.00,49.00
0.00,289.00,4.00,1.00,45.00
1.00,1103.00,22.00,0.00,56.00
1.00,1076.00,39.00,0.00,29.00
0.00,972.00,37.00,0.00,53.00
1.00,880.00,17.00,0.00,31.00
2.00,1054.00,14.00,0.00,45.00
1.00,527.00,10.00,0.00,17.00
1.00,586.00,9.00,0.00,22.00
1.00,705.00,21.00,0.00,28.00
0.00,1359.00,61.00,0.00,39.00
2.00,1285.00,38.00,0.00,70.00
1.00,626.00,11.00,0.00,73.00
2.00,1167.00,44.00,0.00,65.00
1.00,1009.00,19.00,0.00,43.00
0.00,176.00,4.00,1.00,45.00
1.00,1202.00,50.00,0.00,60.00
0.00,765.00,17.00,0.00,64.00
2.00,365.00,8.00,0.00,106.00
1.00,588.00,9.00,0.00,22.00
1.00,808.00,14.00,0.00,28.00
2.00,1320.00,45.00,0.00,25.00
0.00,1409.00,51.00,0.00,37.00
1.00,514.00,9.00,0.00,43.00
1.00,1542.00,44.00,0.00,23.00
2.00,533.00,10.00,0.00,45.00
1.00,542.00,13.00,0.00,36.00
3.00,1996.00,78.00,0.00,57.00
2.00,273.00,5.00,0.00,106.00
1.00,1041.00,21.00,0.00,59.00
2.00,575.00,11.00,0.00,51.00
1.00,519.00,10.00,0.00,58.00
1.00,644.00,13.00,0.00,73.00
1.00,277.00,6.00,0.00,106.00
1.00,523.00,12.00,0.00,42.00
0.00,1206.00,43.00,0.00,35.00
1.00,1628.00,70.00,0.00,44.00
2.00,354.00,11.00,0.00,105.00
1.00,518.00,10.00,0.00,59.00
2.00,541.00,12.00,0.00,58.00
2.00,546.00,12.00,0.00,56.00
2.00,1162.00,32.00,0.00,53.00
2.00,263.00,3.00,0.00,105.00
1.00,1290.00,51.00,0.00,29.00
0.00,1366.00,33.00,0.00,44.00
2.00,1512.00,40.00,0.00,65.00
0.00,1233.00,39.00,0.00,63.00
1.00,1260.00,53.00,0.00,38.00
1.00,1354.00,58.00,0.00,58.00
1.00,709.00,11.00,0.00,44.00
3.00,1700.00,69.00,0.00,46.00
1.00,927.00,24.00,0.00,49.00
2.00,425.00,6.00,1.00,45.00
2.00,2023.00,63.00,0.00,81.00
0.00,1123.00,36.00,0.00,21.00
2.00,983.00,12.00,0.00,65.00
0.00,1094.00,28.00,0.00,63.00
1.00,726.00,29.00,1.00,45.00
1.00,943.00,19.00,0.00,58.00
1.00,797.00,12.00,0.00,39.00
0.00,1198.00,40.00,0.00,22.00
2.00,1571.00,46.00,0.00,35.00
1.00,578.00,12.00,0.00,57.00
1.00,1294.00,51.00,0.00,63.00
0.00,710.00,30.00,1.00,45.00
1.00,601.00,15.00,0.00,43.00
0.00,1295.00,34.00,0.00,21.00
0.00,249.00,4.00,0.00,106.00
0.00,261.00,4.00,0.00,106.00
1.00,344.00,4.00,1.00,45.00
1.00,411.00,5.00,1.00,45.00
1.00,451.00,10.00,1.00,45.00
2.00,385.00,6.00,1.00,45.00
1.00,1802.00,57.00,0.00,59.00
0.00,1061.00,47.00,0.00,27.00
2.00,772.00,23.00,0.00,79.00
1.00,589.00,13.00,0.00,35.00
1.00,633.00,21.00,1.00,45.00
2.00,401.00,7.00,1.00,45.00
0.00,397.00,11.00,1.00,45.00
2.00,1060.00,18.00,0.00,65.00
0.00,1338.00,37.00,0.00,92.00
1.00,524.00,12.00,1.00,45.00
1.00,801.00,18.00,0.00,41.00
1.00,937.00,21.00,0.00,37.00
1.00,829.00,20.00,0.00,51.00
3.00,805.00,20.00,0.00,36.00
1.00,922.00,18.00,0.00,58.00
1.00,811.00,19.00,0.00,34.00
2.00,267.00,4.00,0.00,104.00
1.00,556.00,9.00,0.00,84.00
1.00,828.00,18.00,0.00,51.00
2.00,582.00,13.00,0.00,49.00
1.00,633.00,13.00,0.00,38.00
1.00,606.00,13.00,0.00,30.00
2.00,283.00,4.00,0.00,104.00
0.00,1440.00,56.00,0.00,41.00
1.00,523.00,11.00,0.00,42.00
1.00,358.00,4.00,0.00,104.00
1.00,566.00,12.00,0.00,49.00
1.00,579.00,10.00,0.00,37.00
5.00,1510.00,65.00,0.00,35.00
1.00,592.00,11.00,0.00,14.00
1.00,851.00,23.00,0.00,44.00
1.00,1023.00,31.00,0.00,21.00
1.00,605.00,10.00,0.00,50.00
2.00,672.00,15.00,0.00,41.00
2.00,601.00,13.00,0.00,50.00
1.00,1277.00,42.00,0.00,50.00
1.00,941.00,19.00,0.00,37.00
1.00,1062.00,31.00,0.00,78.00
1.00,683.00,19.00,0.00,58.00
2.00,1785.00,53.00,0.00,93.00
1.00,390.00,6.00,1.00,45.00
1.00,607.00,16.00,0.00,42.00
1.00,888.00,28.00,0.00,42.00
1.00,618.00,13.00,0.00,22.00
1.00,785.00,20.00,0.00,56.00
1.00,467.00,8.00,1.00,45.00
0.00,436.00,8.00,1.00,45.00
1.00,555.00,11.00,0.00,34.00
1.00,640.00,12.00,0.00,37.00
1.00,1015.00,33.00,0.00,43.00
3.00,883.00,33.00,1.00,45.00
2.00,410.00,9.00,1.00,45.00
1.00,1238.00,41.00,0.00,66.00
2.00,420.00,8.00,1.00,45.00
1.00,488.00,16.00,1.00,45.00
1.00,876.00,16.00,0.00,43.00
0.00,540.00,10.00,0.00,23.00
1.00,1324.00,34.00,0.00,77.00
0.00,858.00,23.00,0.00,92.00
1.00,1517.00,65.00,0.00,36.00
2.00,355.00,5.00,1.00,45.00
1.00,479.00,9.00,0.00,20.00
1.00,2128.00,103.00,0.00,57.00
2.00,904.00,18.00,0.00,42.00
1.00,612.00,10.00,0.00,42.00
0.00,1189.00,33.00,0.00,35.00
1.00,541.00,13.00,0.00,22.00
1.00,787.00,16.00,0.00,49.00
1.00,568.00,9.00,0.00,42.00
1.00,541.00,11.00,1.00,45.00
1.00,441.00,8.00,1.00,45.00
1.00,1284.00,36.00,0.00,69.00
1.00,576.00,9.00,0.00,38.00
0.00,478.00,21.00,1.00,45.00
3.00,995.00,21.00,0.00,58.00
1.00,597.00,14.00,0.00,38.00
2.00,811.00,13.00,0.00,43.00
1.00,1021.00,26.00,0.00,42.00
2.00,655.00,15.00,0.00,16.00
1.00,598.00,9.00,0.00,43.00
1.00,1223.00,33.00,0.00,16.00
1.00,548.00,14.00,0.00,30.00
1.00,1670.00,59.00,0.00,50.00
0.00,651.00,12.00,0.00,49.00
0.00,605.00,18.00,1.00,45.00
0.00,236.00,2.00,1.00,45.00
1.00,1238.00,29.00,0.00,78.00
2.00,886.00,17.00,0.00,55.00
0.00,990.00,21.00,0.00,26.00
1.00,363.00,4.00,0.00,0.00
1.00,505.00,12.00,1.00,45.00
1.00,728.00,10.00,0.00,41.00
2.00,544.00,9.00,1.00,45.00
1.00,546.00,12.00,0.00,49.00
1.00,280.00,5.00,0.00,104.00
1.00,552.00,10.00,0.00,41.00
3.00,617.00,11.00,0.00,34.00
1.00,529.00,10.00,0.00,35.00
2.00,512.00,10.00,0.00,70.00
1.00,1881.00,66.00,0.00,35.00
2.00,570.00,10.00,0.00,62.00
1.00,661.00,21.00,0.00,71.00
1.00,768.00,11.00,0.00,28.00
1.00,397.00,10.00,1.00,45.00
1.00,612.00,12.00,0.00,28.00
1.00,514.00,10.00,0.00,48.00
3.00,566.00,13.00,0.00,48.00
1.00,577.00,13.00,0.00,40.00
1.00,435.00,12.00,0.00,9.00
2.00,279.00,3.00,0.00,104.00
1.00,272.00,4.00,0.00,104.00
2.00,277.00,3.00,0.00,104.00
1.00,536.00,14.00,0.00,37.00
1.00,626.00,15.00,0.00,33.00
0.00,1140.00,34.00,0.00,90.00
1.00,652.00,9.00,1.00,45.00
0.00,1375.00,46.00,0.00,65.00
1.00,307.00,3.00,1.00,45.00
1.00,385.00,4.00,1.00,45.00
0.00,1323.00,61.00,0.00,42.00
2.00,956.00,27.00,0.00,72.00
2.00,1055.00,28.00,0.00,37.00
3.00,922.00,20.00,1.00,45.00
1.00,859.00,11.00,0.00,30.00
1.00,966.00,23.00,0.00,26.00
1.00,555.00,12.00,0.00,22.00
2.00,363.00,4.00,1.00,45.00
0.00,1461.00,67.00,0.00,104.00
1.00,1129.00,35.00,0.00,28.00
0.00,676.00,14.00,1.00,45.00
1.00,397.00,8.00,0.00,28.00
1.00,782.00,27.00,1.00,45.00
1.00,1033.00,23.00,0.00,104.00
1.00,417.00,7.00,0.00,13.00
0.00,1255.00,31.00,0.00,40.00
1.00,571.00,9.00,0.00,54.00
0.00,506.00,4.00,0.00,0.00
1.00,588.00,16.00,1.00,45.00
0.00,396.00,3.00,0.00,0.00
0.00,319.00,6.00,1.00,45.00
0.00,396.00,10.00,1.00,45.00
0.00,1136.00,31.00,0.00,76.00
1.00,1220.00,42.00,0.00,72.00
2.00,1400.00,43.00,0.00,76.00
0.00,1152.00,26.00,0.00,48.00
1.00,1031.00,38.00,0.00,86.00
1.00,954.00,14.00,0.00,50.00
1.00,936.00,18.00,0.00,51.00
2.00,904.00,20.00,0.00,42.00
1.00,540.00,9.00,0.00,28.00
2.00,859.00,16.00,0.00,44.00
1.00,1250.00,46.00,0.00,35.00
1.00,841.00,21.00,0.00,121.00
1.00,1256.00,37.00,0.00,63.00
1.00,1111.00,25.00,0.00,68.00
1.00,837.00,15.00,0.00,34.00
0.00,1232.00,54.00,0.00,34.00
1.00,388.00,7.00,1.00,45.00
0.00,1392.00,54.00,0.00,68.00
1.00,1245.00,47.00,0.00,44.00
0.00,1264.00,35.00,0.00,69.00
0.00,1561.00,57.00,0.00,35.00
0.00,454.00,7.00,0.00,50.00
0.00,221.00,3.00,1.00,45.00
1.00,594.00,7.00,0.00,54.00
1.00,778.00,12.00,0.00,29.00
2.00,787.00,17.00,0.00,42.00
2.00,1103.00,22.00,0.00,41.00
0.00,945.00,22.00,0.00,57.00
3.00,595.00,15.00,1.00,45.00
1.00,849.00,20.00,0.00,35.00
1.00,582.00,10.00,0.00,55.00
1.00,688.00,14.00,0.00,36.00
1.00,595.00,9.00,0.00,100.00
1.00,1338.00,42.00,0.00,14.00
1.00,649.00,13.00,0.00,26.00
0.00,1312.00,36.00,0.00,20.00
0.00,1009.00,37.00,0.00,111.00
0.00,1059.00,44.00,0.00,29.00
1.00,496.00,12.00,1.00,45.00
2.00,457.00,6.00,1.00,45.00
0.00,1347.00,47.00,0.00,25.00
2.00,849.00,17.00,0.00,41.00
1.00,952.00,22.00,0.00,76.00
3.00,2159.00,82.00,0.00,92.00
2.00,1599.00,54.00,0.00,48.00
1.00,752.00,10.00,0.00,88.00
0.00,1027.00,29.00,0.00,78.00
1.00,698.00,13.00,0.00,84.00
1.00,556.00,10.00,0.00,47.00
1.00,762.00,24.00,0.00,21.00
1.00,529.00,10.00,0.00,47.00
1.00,1262.00,43.00,0.00,41.00
0.00,1065.00,21.00,0.00,118.00
1.00,464.00,12.00,1.00,45.00
1.00,516.00,11.00,0.00,82.00
1.00,641.00,12.00,0.00,48.00
1.00,512.00,10.00,0.00,39.00
0.00,815.00,21.00,1.00,45.00
1.00,580.00,11.00,0.00,36.00
1.00,717.00,14.00,0.00,41.00
2.00,536.00,11.00,0.00,35.00
1.00,263.00,4.00,0.00,103.00
1.00,481.00,10.00,1.00,45.00
2.00,405.00,4.00,1.00,45.00
3.00,1783.00,64.00,0.00,27.00
1.00,650.00,11.00,0.00,77.00
2.00,880.00,20.00,0.00,34.00
1.00,375.00,7.00,1.00,45.00
0.00,156.00,3.00,1.00,45.00
1.00,431.00,10.00,0.00,14.00
1.00,675.00,13.00,0.00,46.00
1.00,702.00,12.00,0.00,49.00
0.00,305.00,4.00,1.00,45.00
1.00,805.00,22.00,0.00,46.00
3.00,739.00,14.00,0.00,35.00
1.00,1523.00,45.00,0.00,61.00
1.00,921.00,17.00,0.00,88.00
2.00,711.00,18.00,0.00,84.00
0.00,703.00,13.00,0.00,22.00
0.00,527.00,13.00,0.00,22.00
2.00,945.00,44.00,1.00,45.00
1.00,927.00,15.00,0.00,39.00
1.00,648.00,12.00,0.00,34.00
2.00,837.00,20.00,0.00,40.00
1.00,922.00,16.00,0.00,50.00
2.00,1176.00,31.00,0.00,19.00
1.00,363.00,4.00,1.00,45.00
1.00,952.00,18.00,0.00,50.00
1.00,897.00,15.00,0.00,49.00
2.00,1183.00,24.00,0.00,46.00
2.00,893.00,22.00,1.00,45.00
1.00,782.00,13.00,0.00,35.00
