sFileNumber,vCoverageType,vProduct,nLoanAmount,nLienAmounts,nEquity,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
17-511345,3862,Title & Sub-Escrow,360500.00,583000.00,-222500.00,2.00,68.00,1039.00,21.00,24.00,0.00,42.00
2301-205738,3863,Title and Escrow,560000.00,560000.00,0.00,2.00,51.00,490.00,19.00,10.00,1.00,45.00
2301-205739,3863,Title and Escrow,120000.00,0.00,120000.00,0.00,47.00,356.00,1.00,2.00,1.00,45.00
2301-205741,3863,Title and Escrow,125000.00,63473.54,61526.46,3.00,62.00,669.00,29.00,15.00,1.00,45.00
17-511347,3860,Title & Full Escrow,210800.00,238500.00,-27700.00,1.00,63.00,868.00,19.00,14.00,0.00,41.00
17-511348,3860,Title & Full Escrow,193986.00,0.00,193986.00,0.00,44.00,290.00,2.00,6.00,1.00,45.00
17-511349,3860,Title Only,86473.00,96652.24,-10179.24,1.00,52.00,873.00,22.00,22.00,0.00,50.00
2301-205743,3860,Title and Escrow,150285.00,65000.00,85285.00,2.00,78.00,1274.00,22.00,33.00,0.00,54.00
17-511350,3860,Property Report / O&E - Title Only,35000.00,226900.00,-191900.00,2.00,37.00,523.00,4.00,10.00,0.00,22.00
17-511351,3860,Property Report / O&E - Title Only,120000.00,265000.00,-145000.00,1.00,37.00,499.00,4.00,10.00,0.00,40.00
17-511352,3860,Property Report / O&E - Title Only,20000.00,143175.00,-123175.00,1.00,37.00,500.00,3.00,9.00,0.00,41.00
17-511355,3863,Property Report / O&E - Title Only,90550.00,597089.00,-506539.00,1.00,34.00,521.00,6.00,10.00,0.00,34.00
17-511356,3863,Title Only,80000.00,457500.00,-377500.00,2.00,60.00,985.00,18.00,15.00,0.00,35.00
17-511357,3860,Property Report / O&E - Title Only,40000.00,129750.00,-89750.00,1.00,37.00,523.00,4.00,10.00,0.00,55.00
2301-205747,3863,Title and Escrow,381000.00,398025.00,-17025.00,1.00,47.00,403.00,17.00,7.00,1.00,45.00
17-511360,3860,Property Report / O&E - Title Only,250000.00,550000.00,-300000.00,1.00,28.00,333.00,3.00,7.00,1.00,45.00
17-511362,3863,Property Report / O&E - Title Only,156500.00,746800.00,-590300.00,2.00,35.00,568.00,8.00,10.00,0.00,36.00
17-511363,3860,Property Report / O&E - Title Only,50000.00,257900.00,-207900.00,1.00,37.00,517.00,4.00,10.00,0.00,42.00
17-511364,3863,Title Only,300000.00,583000.00,-283000.00,1.00,43.00,696.00,19.00,12.00,0.00,62.00
17-511365,3863,Title & Full Escrow,320000.00,389500.00,-69500.00,2.00,63.00,977.00,18.00,15.00,0.00,28.00
2301-205753,3860,Title and Escrow,100000.00,55900.00,44100.00,1.00,47.00,368.00,21.00,6.00,1.00,45.00
17-511367,3863,LCP - Title Only,50000.00,240000.00,-190000.00,1.00,28.00,480.00,4.00,10.00,0.00,54.00
2301-205754,3863,Title and Escrow,281530.00,480000.00,-198470.00,1.00,67.00,1091.00,16.00,26.00,0.00,40.00
17-511368,3863,LCP - Title Only,25000.00,444500.00,-419500.00,1.00,30.00,602.00,4.00,7.00,0.00,40.00
17-511369,3863,Title Only,320000.00,426000.00,-106000.00,2.00,37.00,506.00,20.00,13.00,0.00,55.00
2301-205755,3863,Title and Escrow,334636.00,469342.50,-134706.50,1.00,79.00,1641.00,17.00,49.00,0.00,54.00
17-511370,3863,LCP & Sub-Escrow,15000.00,169900.00,-154900.00,2.00,43.00,833.00,5.00,16.00,0.00,57.00
2301-205756,3863,Title and Escrow,530000.00,186000.00,344000.00,1.00,53.00,481.00,27.00,14.00,1.00,45.00
17-511371,3863,Reverse Mortgage - Title & Full Escrow,93885.00,79594.14,14290.86,2.00,78.00,1184.00,29.00,19.00,0.00,58.00
17-511376,3862,Title Only,188500.00,227000.00,-38500.00,1.00,58.00,931.00,19.00,31.00,0.00,55.00
17-511378,3860,TSG - Trustee Sale Guarantee,140688.23,169000.00,-28311.77,2.00,18.00,461.00,14.00,9.00,0.00,0.00
17-511379,3860,Title Only,136356.00,163440.00,-27084.00,1.00,55.00,759.00,21.00,18.00,0.00,60.00
17-511380,3863,TSG - Trustee Sale Guarantee,211700.99,230000.00,-18299.01,1.00,11.00,387.00,7.00,3.00,0.00,0.00
17-511381,3863,TSG - Trustee Sale Guarantee,280463.18,279578.20,884.98,2.00,11.00,411.00,11.00,3.00,0.00,0.00
17-511382,3863,TSG - Trustee Sale Guarantee,518436.35,628500.00,-110063.65,2.00,11.00,404.00,8.00,3.00,0.00,0.00
17-511383,3860,TSG - Trustee Sale Guarantee,166942.76,240000.00,-73057.24,2.00,12.00,432.00,10.00,6.00,0.00,0.00
17-511384,3863,LCP - Title Only,50000.00,160000.00,-110000.00,1.00,35.00,594.00,4.00,8.00,0.00,34.00
17-511385,3863,LCP - Title Only,31000.00,313500.00,-282500.00,1.00,39.00,598.00,4.00,10.00,0.00,57.00
17-511386,3863,LCP - Title Only,30000.00,220000.00,-190000.00,1.00,35.00,592.00,4.00,7.00,0.00,41.00
17-511389,3860,Title & Sub-Escrow,83000.00,0.00,83000.00,0.00,70.00,1024.00,19.00,24.00,0.00,49.00
2301-205764,3863,Title and Escrow,171520.00,0.00,171520.00,0.00,100.00,1927.00,19.00,73.00,0.00,60.00
17-511392,3862,Title Only,377760.00,376500.00,1260.00,1.00,45.00,805.00,17.00,13.00,0.00,55.00
2301-205767,3863,Title and Escrow,187960.00,0.00,187960.00,0.00,94.00,1864.00,25.00,63.00,0.00,56.00
2301-205768,3863,Title and Escrow,76741.00,0.00,76741.00,0.00,77.00,1527.00,26.00,46.00,0.00,60.00
2301-205769,3863,Title and Escrow,139308.00,0.00,139308.00,0.00,91.00,1849.00,25.00,56.00,0.00,46.00
2301-205774,3860,Title and Escrow,97800.00,45000.00,52800.00,1.00,82.00,1622.00,19.00,44.00,0.00,32.00
2301-205775,3860,Title and Escrow,43375.15,0.00,43375.15,0.00,84.00,1624.00,20.00,47.00,0.00,33.00
2301-205779,3863,Title and Escrow,214900.00,230000.00,-15100.00,1.00,80.00,1349.00,17.00,48.00,0.00,49.00
2301-205781,3863,Title and Escrow,375840.00,110000.00,265840.00,1.00,76.00,1581.00,18.00,48.00,0.00,42.00
2301-205783,3863,Title and Escrow,188466.00,250000.00,-61534.00,2.00,69.00,1849.00,21.00,50.00,0.00,35.00
2301-205784,3863,Title and Escrow,167445.00,315112.32,-147667.32,2.00,72.00,1678.00,17.00,50.00,0.00,53.00
2301-205791,3860,Title and Escrow,130622.00,133769.00,-3147.00,1.00,80.00,1374.00,19.00,42.00,0.00,33.00
17-511393,3860,Title Only,255000.00,225000.00,30000.00,1.00,47.00,720.00,21.00,16.00,0.00,42.00
17-511394,3863,LCP - Title Only,10000.00,138000.00,-128000.00,1.00,32.00,573.00,4.00,11.00,0.00,29.00
2301-205793,3860,Title and Escrow,800000.00,0.00,800000.00,0.00,45.00,245.00,2.00,3.00,1.00,45.00
2301-205794,3863,Title and Escrow,437224.50,421123.50,16101.00,1.00,63.00,1312.00,18.00,37.00,0.00,20.00
2301-205795,3860,Title and Escrow,168320.00,249000.00,-80680.00,2.00,72.00,1372.00,23.00,50.00,0.00,46.00
17-511398,3863,LCP - Title Only,40000.00,294715.00,-254715.00,1.00,35.00,562.00,4.00,9.00,0.00,69.00
2301-205796,3863,Title and Escrow,374674.50,192000.00,182674.50,1.00,71.00,1144.00,17.00,41.00,0.00,27.00
17-511403,3862,Title & Sub-Escrow,170000.00,117000.00,53000.00,1.00,54.00,985.00,18.00,24.00,0.00,36.00
17-511407,3863,LCP - Title Only,100.00,0.00,100.00,0.00,20.00,201.00,0.00,5.00,1.00,45.00
17-511408,3862,Title Only,300000.00,282000.00,18000.00,2.00,45.00,760.00,20.00,18.00,0.00,55.00
17-511409,3863,Title & Full Escrow,245000.00,248510.00,-3510.00,1.00,42.00,343.00,16.00,6.00,1.00,45.00
2301-205799,3860,Title and Escrow,39750.00,0.00,39750.00,0.00,61.00,677.00,18.00,20.00,1.00,45.00
2301-205801,3863,Title and Escrow,89920.00,85170.00,4750.00,1.00,72.00,1236.00,4.00,34.00,0.00,41.00
17-511411,3863,Title Only,185940.00,128965.00,56975.00,1.00,46.00,644.00,17.00,12.00,0.00,56.00
2301-205803,3863,Title and Escrow,75762.00,56400.00,19362.00,1.00,92.00,1241.00,26.00,39.00,0.00,36.00
2301-205804,3860,Title and Escrow,66024.00,0.00,66024.00,0.00,90.00,1273.00,17.00,40.00,0.00,53.00
2301-205805,3860,Title and Escrow,329660.00,300000.00,29660.00,2.00,98.00,1968.00,20.00,48.00,0.00,33.00
17-511415,3860,Title Only,208160.00,213047.00,-4887.00,1.00,29.00,411.00,20.00,7.00,1.00,45.00
2301-205806,3860,Title and Escrow,104800.00,0.00,104800.00,0.00,81.00,1121.00,18.00,37.00,0.00,39.00
2301-205808,3863,Title and Escrow,355909.50,565000.00,-209090.50,2.00,72.00,1279.00,19.00,38.00,0.00,28.00
2301-205809,3860,Title and Escrow,178000.00,213010.00,-35010.00,3.00,52.00,687.00,23.00,23.00,1.00,45.00
2301-205812,3860,Title and Escrow,203250.00,360000.00,-156750.00,1.00,69.00,1144.00,20.00,30.00,0.00,39.00
2301-205813,3863,Title and Escrow,625500.00,0.00,625500.00,0.00,49.00,557.00,26.00,11.00,1.00,45.00
17-511417,3863,Title Only,296000.00,493285.00,-197285.00,3.00,49.00,720.00,26.00,17.00,0.00,54.00
17-511418,3863,Title Only,194085.00,220000.00,-25915.00,1.00,37.00,526.00,16.00,10.00,0.00,53.00
2301-205814,3863,Title and Escrow,132500.00,160185.95,-27685.95,3.00,81.00,1624.00,10.00,49.00,0.00,54.00
2301-205815,3860,Title and Escrow,114000.00,39000.00,75000.00,1.00,48.00,416.00,19.00,10.00,1.00,45.00
17-511419,3863,Title Only,198921.00,181665.00,17256.00,1.00,41.00,678.00,18.00,13.00,0.00,53.00
2301-205816,3863,Title and Escrow,300000.00,192500.00,107500.00,2.00,46.00,504.00,18.00,13.00,1.00,45.00
2301-205818,3860,Title and Escrow,109817.00,0.00,109817.00,0.00,75.00,1179.00,3.00,39.00,1.00,45.00
2301-205819,3860,Title and Escrow,58300.00,84000.00,-25700.00,1.00,84.00,1207.00,20.00,46.00,0.00,28.00
17-511422,3863,Title Only,363800.00,455700.00,-91900.00,2.00,57.00,918.00,20.00,25.00,0.00,35.00
2301-205821,3863,Title and Escrow,336658.00,0.00,336658.00,0.00,99.00,1255.00,15.00,48.00,0.00,41.00
17-511423,3860,Title & Full Escrow,208200.00,0.00,208200.00,0.00,43.00,226.00,1.00,5.00,1.00,45.00
2301-205822,3863,Title and Escrow,26000.00,0.00,26000.00,0.00,50.00,436.00,15.00,9.00,1.00,45.00
17-511424,3860,Title & Full Escrow,96800.00,156500.00,-59700.00,2.00,94.00,1389.00,14.00,30.00,0.00,61.00
17-511425,3863,Title Only,108450.00,143000.00,-34550.00,1.00,39.00,672.00,25.00,17.00,0.00,69.00
17-511427,3862,Title & Full Escrow,100000.00,2772000.00,-2672000.00,9.00,44.00,305.00,10.00,31.00,1.00,45.00
17-511429,3863,Title & Full Escrow,72659.00,0.00,72659.00,0.00,40.00,355.00,17.00,7.00,1.00,45.00
2301-205826,3860,Title and Escrow,85095.00,0.00,85095.00,0.00,92.00,1630.00,23.00,43.00,0.00,28.00
17-511431,3863,Title & Full Escrow,158281.00,182000.00,-23719.00,1.00,73.00,1014.00,17.00,19.00,0.00,49.00
17-511432,3860,Title & Full Escrow,237840.00,204000.00,33840.00,1.00,76.00,1123.00,20.00,25.00,0.00,61.00
17-511433,3860,Title & Full Escrow,202075.00,228200.00,-26125.00,2.00,67.00,966.00,23.00,17.00,0.00,50.00
17-511435,3860,Property Report / O&E - Title Only,92000.00,160000.00,-68000.00,1.00,37.00,520.00,3.00,10.00,0.00,41.00
2301-205827,3863,Title and Escrow,133756.00,135000.00,-1244.00,1.00,86.00,1516.00,16.00,44.00,0.00,40.00
17-511437,3863,Property Report / O&E - Title Only,31000.00,186000.00,-155000.00,1.00,36.00,541.00,5.00,8.00,0.00,40.00
17-511439,3863,LCP - Title Only,75000.00,268500.00,-193500.00,1.00,35.00,591.00,4.00,8.00,0.00,46.00
17-511442,3863,Title & Full Escrow,182400.00,196811.00,-14411.00,1.00,63.00,835.00,17.00,12.00,0.00,56.00
2301-205830,3863,Title and Escrow,309622.50,150001.00,159621.50,1.00,72.00,1307.00,17.00,35.00,0.00,26.00
17-511444,3863,Title & Sub-Escrow,197000.00,271000.00,-74000.00,2.00,48.00,766.00,18.00,14.00,0.00,42.00
17-511445,3862,Title & Full Escrow,90700.00,97000.00,-6300.00,1.00,67.00,1046.00,18.00,29.00,0.00,53.00
17-511446,3863,LCP - Title Only,10000.00,271000.00,-261000.00,2.00,36.00,572.00,5.00,13.00,0.00,36.00
17-511448,3860,Title & Sub-Escrow,224607.00,245918.00,-21311.00,1.00,55.00,848.00,18.00,21.00,0.00,42.00
2301-205833,29189,Title and Escrow,302743.00,0.00,302743.00,0.00,93.00,1458.00,1.00,65.00,0.00,71.00
17-511455,3863,Title Only,250000.00,0.00,250000.00,0.00,22.00,396.00,18.00,2.00,1.00,45.00
2301-205836,3863,Title and Escrow,145000.00,294401.33,-149401.33,1.00,46.00,401.00,27.00,4.00,1.00,45.00
2301-205837,3860,Title Only,17385.00,0.00,17385.00,0.00,64.00,826.00,17.00,18.00,0.00,53.00
2301-205838,3860,Title and Escrow,73360.00,0.00,73360.00,0.00,78.00,1131.00,21.00,30.00,0.00,47.00
17-511460,3863,LCP - Title Only,75000.00,158867.00,-83867.00,1.00,34.00,574.00,4.00,7.00,0.00,39.00
17-511462,3863,LCP - Title Only,15000.00,169000.00,-154000.00,1.00,34.00,593.00,4.00,9.00,0.00,45.00
17-511464,3863,LCP - Title Only,30000.00,240000.00,-210000.00,1.00,35.00,608.00,4.00,6.00,0.00,35.00
2301-205841,3860,Title and Escrow,88796.00,0.00,88796.00,0.00,86.00,1169.00,17.00,37.00,0.00,25.00
17-511467,3863,Title & Sub-Escrow,246000.00,218134.00,27866.00,1.00,55.00,919.00,17.00,21.00,0.00,47.00
17-511468,3863,Title & Sub-Escrow,630000.00,1282500.00,-652500.00,2.00,63.00,1029.00,22.00,28.00,0.00,38.00
17-511469,3863,Title & Sub-Escrow,407500.00,488000.00,-80500.00,1.00,54.00,943.00,17.00,19.00,0.00,39.00
17-511470,3863,Title & Sub-Escrow,320000.00,395600.00,-75600.00,2.00,57.00,966.00,23.00,18.00,0.00,33.00
17-511471,3863,LCP - Title Only,50000.00,273000.00,-223000.00,1.00,29.00,515.00,4.00,9.00,0.00,12.00
2301-205843,3863,Title and Escrow,101202.00,181500.00,-80298.00,1.00,84.00,1204.00,29.00,31.00,0.00,21.00
17-511472,3863,LCP & Sub-Escrow,25000.00,219000.00,-194000.00,2.00,39.00,606.00,6.00,18.00,0.00,12.00
2301-205845,3863,Title and Escrow,70672.00,159154.45,-88482.45,2.00,88.00,1384.00,21.00,40.00,0.00,52.00
2301-205847,3863,Title and Escrow,104800.00,0.00,104800.00,0.00,75.00,1274.00,27.00,31.00,0.00,21.00
17-511474,3863,LCP - Title Only,25001.00,0.00,25001.00,0.00,29.00,520.00,4.00,8.00,0.00,25.00
17-511475,3863,Title & Full Escrow,120850.00,60000.00,60850.00,1.00,63.00,906.00,22.00,15.00,0.00,42.00
17-511477,3862,LCP - Title Only,12000.00,528000.00,-516000.00,1.00,34.00,642.00,4.00,9.00,0.00,35.00
2301-205848,3860,Title and Escrow,79190.50,95000.00,-15809.50,1.00,87.00,1291.00,21.00,35.00,0.00,25.00
2301-205849,3863,Title and Escrow,108120.00,0.00,108120.00,0.00,71.00,1122.00,27.00,36.00,0.00,33.00
2301-205850,3860,Title and Escrow,144184.00,9626.19,134557.81,1.00,101.00,2037.00,21.00,74.00,0.00,45.00
2301-205851,3863,Title and Escrow,158720.00,150000.00,8720.00,1.00,76.00,1085.00,26.00,38.00,0.00,68.00
2301-205853,3863,Title and Escrow,106023.00,45000.00,61023.00,1.00,86.00,1801.00,28.00,71.00,0.00,52.00
2301-205859,3863,Title and Escrow,162165.00,0.00,162165.00,0.00,75.00,1428.00,15.00,47.00,0.00,26.00
2301-205860,3863,Title and Escrow,173100.00,0.00,173100.00,0.00,89.00,1524.00,16.00,56.00,0.00,47.00
2301-205862,3863,Title and Escrow,276300.00,280264.64,-3964.64,2.00,67.00,1414.00,17.00,43.00,0.00,21.00
2301-205867,3863,Title and Escrow,90100.00,0.00,90100.00,0.00,73.00,1404.00,17.00,39.00,0.00,33.00
2301-205874,3863,Title and Escrow,140000.00,75000.00,65000.00,1.00,49.00,439.00,15.00,13.00,1.00,45.00
17-511482,3863,Title & Full Escrow,75000.00,327000.00,-252000.00,2.00,41.00,398.00,20.00,6.00,1.00,45.00
17-511484,3862,Title Only,245000.00,197000.00,48000.00,1.00,38.00,602.00,17.00,12.00,0.00,62.00
2301-205877,3860,Title and Escrow,625500.00,0.00,625500.00,0.00,52.00,589.00,18.00,16.00,1.00,45.00
2301-205879,3863,Title and Escrow,305869.50,141724.19,164145.31,1.00,75.00,1239.00,16.00,35.00,0.00,33.00
2301-205880,3863,Title and Escrow,222700.00,239200.00,-16500.00,1.00,65.00,1009.00,16.00,25.00,0.00,40.00
2301-205881,3863,Title and Escrow,133000.00,100000.00,33000.00,1.00,71.00,1251.00,16.00,47.00,0.00,45.00
2301-205882,3860,Title and Escrow,132010.00,132000.00,10.00,1.00,84.00,1374.00,20.00,38.00,0.00,18.00
17-511489,3863,LCP - Title Only,74000.00,274500.00,-200500.00,1.00,34.00,584.00,4.00,7.00,0.00,39.00
17-511490,3862,Title & Full Escrow,500000.00,456000.00,44000.00,2.00,63.00,1012.00,20.00,16.00,0.00,19.00
17-511493,3860,Title & Full Escrow,225000.00,0.00,225000.00,0.00,73.00,613.00,1.00,9.00,1.00,45.00
17-511494,3863,Title & Full Escrow,119150.00,136000.00,-16850.00,1.00,71.00,971.00,28.00,18.00,0.00,41.00
17-511495,3863,Title & Full Escrow,94550.00,103000.00,-8450.00,1.00,63.00,856.00,16.00,17.00,0.00,40.00
2301-205883,3863,Title and Escrow,455989.50,720000.00,-264010.50,1.00,71.00,1072.00,16.00,33.00,0.00,63.00
17-511497,3860,Title & Full Escrow,216575.00,311825.00,-95250.00,2.00,86.00,1245.00,14.00,34.00,0.00,67.00
17-511498,3863,Title & Full Escrow,182250.00,174284.00,7966.00,1.00,62.00,908.00,16.00,20.00,0.00,53.00
2301-205884,3863,Title and Escrow,112640.00,86800.00,25840.00,1.00,76.00,1057.00,27.00,34.00,0.00,19.00
17-511500,3860,Title & Full Escrow,96500.00,149000.00,-52500.00,1.00,60.00,663.00,21.00,22.00,1.00,45.00
17-511502,3860,Title & Full Escrow,192500.00,0.00,192500.00,0.00,37.00,219.00,1.00,5.00,1.00,45.00
17-511503,3860,Property Report / O&E - Title Only,50000.00,325000.00,-275000.00,1.00,37.00,472.00,4.00,9.00,0.00,20.00
17-511504,3863,Title & Full Escrow,250813.00,214051.00,36762.00,1.00,56.00,854.00,16.00,12.00,0.00,59.00
17-511506,3860,Property Report / O&E - Title Only,80000.00,417000.00,-337000.00,1.00,37.00,481.00,4.00,8.00,0.00,21.00
17-511508,3863,Title & Full Escrow,170000.00,164473.38,5526.62,3.00,62.00,974.00,21.00,20.00,0.00,45.00
2301-205885,3863,Title and Escrow,230445.00,435000.00,-204555.00,1.00,79.00,1222.00,19.00,33.00,0.00,46.00
17-511511,3863,Title & Sub-Escrow,122500.00,131000.00,-8500.00,1.00,51.00,741.00,17.00,14.00,0.00,48.00
17-511513,3860,Title & Full Escrow,150400.00,154481.00,-4081.00,1.00,77.00,937.00,20.00,18.00,0.00,47.00
17-511514,3860,Title & Full Escrow,223000.00,237787.00,-14787.00,1.00,66.00,847.00,20.00,15.00,0.00,41.00
2301-205886,3863,Title and Escrow,298560.00,457500.00,-158940.00,1.00,78.00,1321.00,18.00,47.00,0.00,38.00
2301-205887,3860,Title and Escrow,87057.00,50000.00,37057.00,1.00,74.00,1082.00,18.00,39.00,0.00,18.00
17-511515,3863,LCP - Title Only,20000.00,328932.00,-308932.00,1.00,42.00,692.00,4.00,16.00,0.00,28.00
17-511516,3863,Title & Sub-Escrow,642096.00,625000.00,17096.00,1.00,48.00,757.00,17.00,13.00,0.00,26.00
17-511517,3860,Property Report / O&E - Title Only,100000.00,259565.00,-159565.00,2.00,37.00,589.00,4.00,13.00,0.00,47.00
17-511518,3860,Property Report / O&E - Title Only,49000.00,305000.00,-256000.00,1.00,37.00,490.00,3.00,9.00,0.00,39.00
17-511519,3863,LCP & Sub-Escrow,30000.00,156250.37,-126250.37,2.00,57.00,952.00,5.00,17.00,0.00,40.00
2301-205890,3863,Title and Escrow,219065.00,435000.00,-215935.00,1.00,74.00,1085.00,16.00,29.00,0.00,40.00
2301-205891,3860,Title and Escrow,84212.00,0.00,84212.00,0.00,87.00,1947.00,2.00,80.00,0.00,67.00
2301-205892,3863,Title and Escrow,143060.00,225000.00,-81940.00,1.00,70.00,1187.00,17.00,34.00,0.00,59.00
17-511521,3860,Property Report / O&E - Title Only,250000.00,350000.00,-100000.00,1.00,37.00,480.00,4.00,8.00,0.00,21.00
2301-205894,3860,Title and Escrow,70000.00,6717.00,63283.00,1.00,62.00,801.00,19.00,30.00,1.00,45.00
17-511523,3860,Property Report / O&E - Title Only,47200.00,316260.00,-269060.00,1.00,37.00,504.00,4.00,8.00,0.00,18.00
17-511526,3863,Title & Full Escrow,250000.00,2095000.00,-1845000.00,4.00,94.00,1625.00,26.00,35.00,0.00,60.00
2301-205896,3860,Title and Escrow,60672.00,3895.62,56776.38,1.00,83.00,1254.00,19.00,45.00,0.00,52.00
2301-205897,3863,Title and Escrow,197100.00,0.00,197100.00,0.00,68.00,1149.00,14.00,34.00,0.00,54.00
2301-205898,3860,Title and Escrow,55000.00,0.00,55000.00,0.00,56.00,604.00,21.00,17.00,1.00,45.00
17-511527,3863,Property Report / O&E - Title Only,145000.00,238500.00,-93500.00,2.00,32.00,526.00,9.00,9.00,0.00,33.00
17-511531,3863,LCP - Title Only,39000.00,210000.00,-171000.00,1.00,35.00,595.00,4.00,7.00,0.00,31.00
17-511534,3863,LCP - Title Only,41000.00,190838.00,-149838.00,1.00,35.00,616.00,4.00,8.00,0.00,38.00
17-511536,3863,Title & Sub-Escrow,50750.00,85000.00,-34250.00,1.00,77.00,1210.00,17.00,17.00,0.00,42.00
2301-205900,3863,Title and Escrow,119259.00,0.00,119259.00,0.00,82.00,1360.00,16.00,55.00,0.00,27.00
2301-205901,3863,Title and Escrow,204840.00,397500.00,-192660.00,1.00,86.00,1234.00,21.00,26.00,0.00,42.00
17-511538,3863,Title Only,149500.00,390000.00,-240500.00,1.00,41.00,693.00,16.00,7.00,0.00,38.00
2301-205904,3863,Title and Escrow,279600.00,100000.00,179600.00,1.00,93.00,1563.00,20.00,46.00,0.00,18.00
17-511539,3860,Title Only,159137.00,0.00,159137.00,0.00,25.00,276.00,1.00,4.00,1.00,45.00
17-511540,3862,Title Only,360000.00,339000.00,21000.00,1.00,48.00,833.00,17.00,19.00,0.00,45.00
17-511541,3863,Title Only,413200.00,513000.00,-99800.00,2.00,48.00,847.00,17.00,22.00,0.00,49.00
17-511542,3862,Title Only,198336.00,152962.00,45374.00,1.00,36.00,557.00,17.00,14.00,0.00,67.00
17-511543,3862,Title & Sub-Escrow,184000.00,164414.00,19586.00,1.00,51.00,772.00,19.00,15.00,0.00,66.00
17-511544,3863,Title & Sub-Escrow,400000.00,279230.00,120770.00,1.00,33.00,407.00,21.00,4.00,1.00,45.00
2301-205905,3863,Title and Escrow,400320.00,0.00,400320.00,0.00,77.00,1154.00,16.00,44.00,0.00,16.00
17-511545,3863,Title Only,104500.00,175500.00,-71000.00,3.00,43.00,757.00,23.00,16.00,0.00,59.00
2301-205906,3863,Title and Escrow,78592.00,50000.00,28592.00,1.00,75.00,1186.00,29.00,36.00,0.00,18.00
2301-205907,3860,Title and Escrow,100000.00,33000.00,67000.00,1.00,52.00,452.00,21.00,6.00,1.00,45.00
17-511550,3863,LCP - Title Only,55000.00,292000.00,-237000.00,1.00,25.00,399.00,4.00,6.00,1.00,45.00
2301-205909,3860,Title and Escrow,184680.00,0.00,184680.00,0.00,76.00,1208.00,23.00,38.00,0.00,51.00
17-511551,3863,LCP - Title Only,50000.00,169000.00,-119000.00,1.00,34.00,592.00,4.00,8.00,0.00,42.00
2301-205910,3863,Title and Escrow,78600.00,217500.00,-138900.00,1.00,68.00,1111.00,18.00,35.00,0.00,30.00
2301-205911,3863,Title and Escrow,161955.00,340500.00,-178545.00,1.00,93.00,1366.00,19.00,47.00,0.00,49.00
2301-205912,3863,Title and Escrow,255710.00,480000.00,-224290.00,1.00,64.00,984.00,16.00,24.00,0.00,66.00
17-511555,3860,Title & Sub-Escrow,124000.00,140000.00,-16000.00,1.00,55.00,773.00,20.00,19.00,0.00,31.00
17-511556,3863,Property Report / O&E - Title Only,1.00,0.00,1.00,0.00,13.00,160.00,0.00,3.00,1.00,45.00
17-511560,3863,Title Only,307000.00,0.00,307000.00,0.00,21.00,198.00,2.00,4.00,1.00,45.00
2301-205913,3860,Title and Escrow,71000.00,44000.00,27000.00,1.00,52.00,448.00,22.00,10.00,1.00,45.00
2301-205914,3860,Title and Escrow,221250.00,0.00,221250.00,0.00,90.00,1554.00,22.00,41.00,0.00,44.00
17-511563,3863,TSG - Trustee Sale Guarantee,498610.87,539000.00,-40389.13,2.00,11.00,382.00,10.00,2.00,0.00,0.00
17-511564,3860,TSG - Trustee Sale Guarantee,239001.51,309665.18,-70663.67,3.00,12.00,414.00,9.00,4.00,0.00,0.00
17-511565,3860,TSG - Trustee Sale Guarantee,404018.91,439827.54,-35808.63,3.00,17.00,507.00,9.00,7.00,0.00,0.00
17-511566,3863,TSG - Trustee Sale Guarantee,43389.50,57200.00,-13810.50,1.00,11.00,375.00,9.00,2.00,0.00,0.00
2301-205915,3863,Title and Escrow,455625.00,211449.00,244176.00,2.00,78.00,1605.00,21.00,64.00,0.00,46.00
17-511567,3860,Title & Full Escrow,70600.00,75000.00,-4400.00,1.00,114.00,1188.00,20.00,30.00,0.00,43.00
2301-205916,3860,Title and Escrow,210000.00,0.00,210000.00,0.00,47.00,346.00,2.00,10.00,1.00,45.00
17-511568,3860,TSG - Trustee Sale Guarantee,96800.00,255607.68,-158807.68,3.00,12.00,452.00,20.00,5.00,0.00,0.00
2301-205917,3860,Title and Escrow,154530.00,30000.00,124530.00,1.00,76.00,1176.00,19.00,39.00,0.00,35.00
17-511569,3860,TSG - Trustee Sale Guarantee,380975.19,575050.65,-194075.46,3.00,18.00,485.00,17.00,7.00,0.00,0.00
17-511570,3860,TSG - Trustee Sale Guarantee,390017.92,422265.61,-32247.69,2.00,18.00,413.00,12.00,6.00,0.00,0.00
2301-205922,3863,Title and Escrow,86520.00,0.00,86520.00,0.00,105.00,2057.00,27.00,69.00,0.00,50.00
